id,name,languages__id,species__id,ipa,audio,grammatical_info,plural_form,stem,root,basic_term,meaning,literal_translation,usage,source_language,source_form,linguistic_notes,related_lexemes,categories__ids,habitats__ids,introduced,uses__ids,importance,associations,ethnobiological_notes,comment,source,refs__ids,original_source
acaciaataxacantha-afr-0,vlamdoring,afr,acaciaataxacantha,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/plantab/acaciaataxa.htm,,
acaciaataxacantha-afr-1,rank wag-'n-bietjie,afr,acaciaataxacantha,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/plantab/acaciaataxa.htm,eksteen1997[962],
acaciacaffra-afr-0,gewone haakdoring,afr,acaciacaffra,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm; http://af.wikipedia.org/wiki/Gewone_haakdoring,,
acaciacaffra-afr-1,katdoring,afr,acaciacaffra,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
acaciacaffra-afr-2,wag-'n-bietjie,afr,acaciacaffra,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,eksteen1997[825],
acaciaerioloba-afr-0,kameeldoring,afr,acaciaerioloba,kʰa'miəldɔ:ɾɪŋ,,,kameeldorings,doring,,doring,Camel thorn (acacia),camel thorn,general,,,derived from kameelperd (doring)  'giraffe (thorn)',,afr-bome;afr-plante,,no,"construction, fuel, shade",important tree (largest plant in the central Kalahari),,,,,vanrooyen2001[26],
acaciaerioloba-afr-1,kameeldoringboom,afr,acaciaerioloba,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,eksteen1997[816],
acaciahaematoxylon-afr-0,vaalkamel,afr,acaciahaematoxylon,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[47],
acaciahaematoxylon-afr-1,basterkamel,afr,acaciahaematoxylon,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,cf. acacialuederitzii-afr-3,,vanderwalt1999[47],
acaciahaematoxylon-afr-2,haaikoos,afr,acaciahaematoxylon,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[47],
acaciahaematoxylon-afr-3,nǃHaboom,afr,acaciahaematoxylon,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,check name,,vanderwalt1999[47],
acaciahaematoxylon-afr-4,vaalkameeldoring,afr,acaciahaematoxylon,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Vaalkameeldoring,,
acaciahebecladahebeclada-afr-0,trassie bos,afr,acaciahebecladahebeclada,,,,,,,bos,,,,,,,,afr-plante,,,,,,,also trassiebos in vanderwalt1999[51],,vanderwalt1999[51];vanrooyen2001[42],
acaciahebecladahebeclada-afr-1,terassiebos,afr,acaciahebecladahebeclada,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[51],
acaciahebecladahebeclada-afr-2,kersdoring,afr,acaciahebecladahebeclada,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[51],
acaciahebecladahebeclada-afr-3,sikiboontjie,afr,acaciahebecladahebeclada,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[51],
acaciahebecladahebeclada-afr-4,volstruisbos,afr,acaciahebecladahebeclada,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[51],
acaciahebecladahebeclada-afr-5,trassiedoring,afr,acaciahebecladahebeclada,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Acacia,,
acaciakarroo-afr-0,soetdoring,afr,acaciakarroo,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,eksteen1997[1363],
acaciakarroo-afr-1,soetdoorn,afr,acaciakarroo,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://eol.org/pages/685899/names/common_names,,
acacialuederitzii-afr-0,basterhaak-en-steek,afr,acacialuederitzii,,,,,,,basterhaak-en-steek,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[49];vanrooyen2001[30],
acacialuederitzii-afr-1,swartbas,afr,acacialuederitzii,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[49];vanrooyen2001[30],
acacialuederitzii-afr-2,rooihaak,afr,acacialuederitzii,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[49],
acacialuederitzii-afr-3,basterkamel,afr,acacialuederitzii,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,cf. acaciahaematoxylon-afr-1,,vanderwalt1999[49],
acacialuederitzii-afr-4,ysterhout,afr,acacialuederitzii,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[49],
acacialuederitzii-afr-5,buikdoring,afr,acacialuederitzii,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Buikdoring,,
acaciamellifera-afr-0,swarthaak,afr,acaciamellifera,,,,,,,swarthaak,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[64];vanrooyen2001[42],
acaciamellifera-afr-1,gnoibos,afr,acaciamellifera,,,,,,,bos,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[64];vanrooyen2001[42],
acaciamellifera-afr-2,blouhaak,afr,acaciamellifera,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
acaciamellifera-afr-3,hakiesdoring,afr,acaciamellifera,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
acacianigrescens-afr-0,knoppiesdoring,afr,acacianigrescens,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Knoppiesdoring; http://www.plantzafrica.com/frames/plantsfram.htm; http://www.plantbook.co.za/plantindex/257-Acacia-nigrescens,eksteen1997[1068];snymaned1990[282],
acacianiloticasubspkraussiana-afr-0,lekkerruikpeul,afr,acacianiloticasubspkraussiana,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm; http://www.plantbook.co.za/plantindex/281-Acacia-nilotica-subsp-kraussiana,,
acaciarobusta-afr-0,enkeldoring,afr,acaciarobusta,,,,,,,doring,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Enkeldoring; http://www.plantbook.co.za/plantindex/165-Acacia-robusta,,
acaciatortilissubspheteracantha-afr-0,haak-en-steek,afr,acaciatortilissubspheteracantha,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Haak-en-Steek; http://www.plantbook.co.za/plantindex/251-Acacia-tortillis-subsp-heteracantha,,
acaciatortilissubspheteracantha-afr-1,sambreelboom,afr,acaciatortilissubspheteracantha,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,eksteen1997[1411],
acanthosicyosnaudinianus-afr-0,gemsbokkomkommer,afr,acanthosicyosnaudinianus,,,,,,,komkommer,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[114];vanrooyen2001[146],
accipiterbadius-afr-0,gebande sperwer,afr,accipiterbadius,,,,,,,sperwer,,,,,,,,afr-voels;afr-diere,,,,,,,,af.wikipedia.org/wiki/Gebande_sperwer; http://eol.org/pages/914073/names/common_names,sinclair1994[86],
achyranthesaspera-afr-0,grootklits,afr,achyranthesaspera,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://en.wikipedia.org/wiki/Achyranthes_aspera; http://af.wikipedia.org/wiki/Lys_van_onkruid_in_Suid-Afrika,,
achyranthesaspera-afr-1,langklitskafboom,afr,achyranthesaspera,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://en.wikipedia.org/wiki/Achyranthes_aspera; http://af.wikipedia.org/wiki/Lys_van_onkruid_in_Suid-Afrika,,
acinonyxjubatus-afr-0,jagluiperd,afr,acinonyxjubatus,,,,,,,jagluiperd,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Jagluiperd; http://eol.org/pages/328680/names/common_names,cillie1997[114];eksteen1997[832],
acinonyxjubatus-afr-1,vlaktetier,afr,acinonyxjubatus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,old name?,http://af.wikipedia.org/wiki/Jagluiperd,,
acinonyxjubatus-afr-2,cheetah,afr,acinonyxjubatus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Jagluiperd,eksteen1997[832],
acrididae-afr-0,sprinkaan,afr,acrididae,,,,,,,sprinkaan,,,,,,,,afr-insekte;afr-ongewerweldes;afr-diere,,,,,,,,,eksteen1997[998],
acrididae-afr-1,veldsprinkaan,afr,acrididae,,,,,,,sprinkaan,,,,,,,,afr-insekte;afr-ongewerweldes;afr-diere,,,,,,,,,eksteen1997[998],
acrotomeinflata-afr-0,tolbossie,afr,acrotomeinflata,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[118],
acrotomeinflata-afr-1,perdeskrikbossie,afr,acrotomeinflata,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[118],
adansoniadigitata-afr-0,kremetart,afr,adansoniadigitata,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata,,
adansoniadigitata-afr-1,kremetartboom,afr,adansoniadigitata,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,eksteen1997[776],
adansoniadigitata-afr-2,Afrikaanse kremetart,afr,adansoniadigitata,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Kremetart,,
adansoniadigitata-afr-3,baobab,afr,adansoniadigitata,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,eksteen1997[776],
adeniumoleifolium-afr-0,ouheip,afr,adeniumoleifolium,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[86],
adeniumoleifolium-afr-1,bitterkambro,afr,adeniumoleifolium,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[86],
aepycerosmelampus-afr-0,rooibok,afr,aepycerosmelampus,,,,,,,rooibok,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Rooibok,,
aepycerosmelampus-afr-1,impala,afr,aepycerosmelampus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,eksteen1997[1035],
aepycerosmelampusmelampus-afr-0,rooibok,afr,aepycerosmelampusmelampus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[16],
aepycerosmelampuspetersi-afr-0,swartneusrooibok,afr,aepycerosmelampuspetersi,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,htthttp://af.wikipedia.org/wiki/Swartneusrooibokp://eol.org/pages/10465041/names/common_names; ,cillie1997[18],
aepycerosmelampuspetersi-afr-1,swartgesigrooibok,afr,aepycerosmelampuspetersi,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Swartneusrooibok,,
aethomysnamaquensis-afr-0,Namakwalandse klipmuis,afr,aethomysnamaquensis,,,,,,,muis,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://eol.org/pages/1178645/names/common_names; http://af.wikipedia.org/wiki/Namakwalandse_klipmuis,cillie1997[213],
agamaaculeata-afr-0,koggelmander ,afr,agamaaculeata,,,,,,,koggelmander,agama,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[744],
agamaagama-afr-0,koggelmander ,afr,agamaagama,,,,,,,koggelmander,agama,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[744],
albiziaanthelmintica-afr-0,wurmbasvalsdoring,afr,albiziaanthelmintica,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Wurmbasvalsdoring,vanderwalt1999[52],
albiziaanthelmintica-afr-1,bonthout,afr,albiziaanthelmintica,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[52],
albiziaanthelmintica-afr-2,oumaboom,afr,albiziaanthelmintica,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[52],
alcelaphusbuselaphus-afr-0,rooihartbees,afr,alcelaphusbuselaphus,,,,,,,hartebees,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[76];duplessis2005[212];stuartstuart2007[296],
alliumcepa-afr-0,ui,afr,alliumcepa,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Ui,,
aloecryptopoda-afr-0,tweekleur-aalwyn,afr,aloecryptopoda,,,,,,,aalwyn,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
aloecryptopoda-afr-1,geelaalwyn,afr,aloecryptopoda,,,,,,,aalwyn,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
aloezebrina-afr-0,aalwyn,afr,aloezebrina,,,,,,,aalwyn,aloe,,,,,,,afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Aalwyn,,
aloezebrina-afr-1,aalwee,afr,aloezebrina,,,,,,,aalwyn,aloe,,,,,,,afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Aalwyn,,
amadinaerythrocephala-afr-0,rooikopvink,afr,amadinaerythrocephala,,,,,,,vink,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[318],
amblysomushottentotus-afr-0,Hottentot gouemol,afr,amblysomushottentotus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[206],
anatidae-afr-0,eendvoël,afr,anatidae,,,,,,,eend,,,,,,,,afr-voels;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Anatidae,,
animalia-afr-0,dier,afr,animalia,,,,,,,,,,,,,,,afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Dier,,
anthephorapubescens-afr-0,borseltjiegras,afr,anthephorapubescens,,,,,,,gras,,,,,,,,afr-grasse;afr-plante,,,,,,,,http://en.wikipedia.org/wiki/Anthephora_pubescens,,
antidorcasmarsupialis-afr-0,springbok,afr,antidorcasmarsupialis,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[20];duplessis2005[546],
aonyxcapensis-afr-0,Kaapse groototter,afr,aonyxcapensis,,,,,,,otter,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Groototter,stuartstuart2007[297],
aonyxcapensis-afr-1,groototter,afr,aonyxcapensis,,,,,,,otter,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[168],
aptosimumalbomarginatum-afr-0,koegab,afr,aptosimumalbomarginatum,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanrooyen2001[78],
aquilarapax-afr-0,roofarend,afr,aquilarapax,,,,,,,arend,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[76],
ardeotiskori-afr-0,gompou,afr,ardeotiskori,,,,,,,,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[112],
argemoneochroleuca-afr-0,bloudissel,afr,argemoneochroleuca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[100],
argemoneochroleuca-afr-1,steekbossie,afr,argemoneochroleuca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[100],
argemoneochroleuca-afr-2,blouduivel,afr,argemoneochroleuca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[100],
argemoneochroleuca-afr-3,Mexikaanse papawer,afr,argemoneochroleuca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[100],
asparagusnelsii-afr-0,sandveldkatbos,afr,asparagusnelsii,,,,,,,bos,,,,,,,,afr-plante,,,,,,,,,vanrooyen2001[60],
atelerixfrontalis-afr-0,Suider-Afrikaanse krimpvarkie,afr,atelerixfrontalis,,,,,,,krimpvarkie,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,stuartstuart2007[296],
atelerixfrontalis-afr-1,krimpvarkie,afr,atelerixfrontalis,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[180],
atilaxpaludinosus-afr-0,watermuishond,afr,atilaxpaludinosus,,,,,,,muishond,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[158],
berchemiazeyheri-afr-0,rooi-ivoor,afr,berchemiazeyheri,,,,,,,ivoor,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
berchemiazeyheri-afr-1,rooihout,afr,berchemiazeyheri,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
bitisarietans-afr-0,pofadder,afr,bitisarietans,,,,,,,adder,,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[1228],
boophanedisticha-afr-0,gifbol,afr,boophanedisticha,,,,,,,gifbol,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,vanrooyen2001[120],
boophanedisticha-afr-1,kopseerblom,afr,boophanedisticha,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,vanrooyen2001[120],
boophanedisticha-afr-2,perdeskop,afr,boophanedisticha,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,vanrooyen2001[120],
boophanedisticha-afr-3,seerooglelie,afr,boophanedisticha,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,vanrooyen2001[120],
bosciaalbitrunca-afr-0,witgatboom,afr,bosciaalbitrunca,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanrooyen2001[24],
bosciaalbitrunca-afr-1,witgat,afr,bosciaalbitrunca,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Matoppie,vanderwalt1999[55],
bosciaalbitrunca-afr-2,matoppie,afr,bosciaalbitrunca,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Matoppie,vanderwalt1999[55],
bosciaalbitrunca-afr-3,witstam,afr,bosciaalbitrunca,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Matoppie,vanderwalt1999[55],
bosciaalbitrunca-afr-4,wittebom,afr,bosciaalbitrunca,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Matoppie,vanderwalt1999[55],
bosciafoetida-afr-0,stinkwitgat,afr,bosciafoetida,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Stinkwitgat,vanderwalt1999[60],
bosciafoetida-afr-1,noenieboom,afr,bosciafoetida,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[60],
bosciafoetida-afr-2,stinkbos,afr,bosciafoetida,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[60],
bosciafoetida-afr-3,mapiepie,afr,bosciafoetida,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[60],
bosciafoetida-afr-4,oumeidsbos,afr,bosciafoetida,,,,,,,,,,,,,,,afr-bome;afr-plante,,,,,,,,,vanderwalt1999[60],
buboafricanus-afr-0,gevlekte ooruil,afr,buboafricanus,,,,,,,uil,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[164],
bubolacteus-afr-0,reuse ooruil,afr,bubolacteus,,,,,,,uil,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[164],
bubulcusibis-afr-0,veereier,afr,bubulcusibis,,,,,,,reier,,,,,,,,afr-voels;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Veereier,,
buddlejasaligna-afr-0,witolien,afr,buddlejasaligna,,,,,,,olien,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
bufogutturalis-afr-0,padda ,afr,bufogutturalis,,,,,,,padda,"frog, toad",,,,,,,afr-amfibiee;afr-diere,,,,,,,,,eksteen1997[1389],
burhinuscapensis-afr-0,gewone dikkop,afr,burhinuscapensis,,,,,,,dikkop,,,,,,,,afr-voels;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Gewone_dikkop,,
burkeaafricana-afr-0,wildesering,afr,burkeaafricana,,,,,,,sering,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
canisadustus-afr-0,witkwasjakkals,afr,canisadustus,,,,,,,jakkals,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[132],
canislupusfamiliaris-afr-0,hond,afr,canislupusfamiliaris,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Hond,,
canismesomelas-afr-0,rooijakkals,afr,canismesomelas,,,,,,,jakkals,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[134];duplessis2005[810],
caprahircus-afr-0,bok,afr,caprahircus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,eksteen1997[993],
caracalcaracal-afr-0,rooikat,afr,caracalcaracal,,,,,,,kat,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Rooikat,cillie1997[116],
carissabispinosa-afr-0,noemnoem,afr,carissabispinosa,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
catophractesalexandri-afr-0,trompetdoring,afr,catophractesalexandri,,,,,,,doring,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75];vanrooyen2001[54],
catophractesalexandri-afr-1,gabbabos,afr,catophractesalexandri,,,,,,,bos,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75];vanrooyen2001[54],
catophractesalexandri-afr-2,swartdoring,afr,catophractesalexandri,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75];vanrooyen2001[54],
catophractesalexandri-afr-3,nǃHarrie,afr,catophractesalexandri,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75],
catophractesalexandri-afr-4,skaapbos,afr,catophractesalexandri,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75],
catophractesalexandri-afr-5,papwielbos,afr,catophractesalexandri,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[75],
centropodiaglauca-afr-0,ghagras,afr,centropodiaglauca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[91],
centropodiaglauca-afr-1,ikagras,afr,centropodiaglauca,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[91],
cephalophusnatalensis-afr-0,rooiduiker,afr,cephalophusnatalensis,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[66],
ceratotheriumsimum-afr-0,witrenoster,afr,ceratotheriumsimum,,,,,,,renoster,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Witrenoster,cillie1997[102],
cercopithecusmitis-afr-0,samango-aap,afr,cercopithecusmitis,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[202],
chaerephonpumilus-afr-0,klein losstertvlermuis,afr,chaerephonpumilus,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[208],
chamaeleo-afr-0,"trapsuutjies, trapsoetjies",afr,chamaeleo,,,,,,,,,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[829],
chamaeleo-afr-1,verkleurmannetjie,afr,chamaeleo,,,,,,,,,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[829],
chamaeleo-afr-2,kameleon,afr,chamaeleo,,,,,,,,,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[829],
chamaeleodilepis-afr-0,trapsuutjies,afr,chamaeleodilepis,,,,,,,trapsuutjies,chameleon,,,,,,,afr-reptiele;afr-diere,,,,,,,,,eksteen1997[829],
chlorocebusaethiops-afr-0,blouaap,afr,chlorocebusaethiops,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[200],
chrysococcyxcaprius-afr-0,diederikkie,afr,chrysococcyxcaprius,,,,,,,,,,,,,,,afr-voels;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Diederikkie,,
ciconiaabdimii-afr-0,kleinswartooievaar,afr,ciconiaabdimii,,,,,,,ooievaar,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[58],
ciconiaabdimii-afr-1,blouwangooievaar,afr,ciconiaabdimii,,,,,,,ooievaar,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[58],
cisticolaaridulus-afr-0,woestynklopkloppie,afr,cisticolaaridulus,,,,,,,klopkloppie,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[252],
citrulluslanatus-afr-0,tsamma,afr,citrulluslanatus,,,,,,,tsamma,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[110];vanrooyen2001[148],
citrulluslanatus-afr-1,karkoer,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[110];vanrooyen2001[148],
citrulluslanatus-afr-2,bitterwaatlemoen,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanrooyen2001[148],
citrulluslanatus-afr-3,wildewaatlemoen,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[110],
citrulluslanatus-afr-4,bitterboela,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[110],
citrulluslanatus-afr-5,bitterkalbas,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[110],
citrulluslanatus-afr-6,NǃHam,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,check name,,vanderwalt1999[110],
citrulluslanatus-afr-7,waatlemoen,afr,citrulluslanatus,,,,,,,,,,,,,,,afr-plante,,,,,,,,http://af.wikipedia.org/wiki/Waatlemoen,,
civettictiscivetta-afr-0,siwet,afr,civettictiscivetta,,,,,,,,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[142],
clamatorglandarius-afr-0,gevlekte koekoek,afr,clamatorglandarius,,,,,,,koekoek,,,,,,,,afr-voels;afr-diere,,,,,,,,,sinclair1994[160],
cleomeangustifolia-afr-0,wilde ertjie,afr,cleomeangustifolia,,,,,,,,,,,,,,,afr-plante,,,,,,,,,vanderwalt1999[117],
cocciniarehmannii-afr-0,wilde komkommer,afr,cocciniarehmannii,,,,,,,komkommer,,,,,,,,afr-plante,,,,,,,,,vanrooyen2001[150],
connochaetesgnou-afr-0,swartwildebees,afr,connochaetesgnou,,,,,,,wildebees,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,http://af.wikipedia.org/wiki/Swartwildebees,cillie1997[80],
connochaetestaurinus-afr-0,blouwildebees,afr,connochaetestaurinus,,,,,,,wildebees,,,,,,,,afr-soogdiere;afr-diere,,,,,,,,,cillie1997[82];duplessis2005[74],
