id,name,languages__id,species__id,ipa,audio,grammatical_info,plural_form,stem,root,basic_term,meaning,literal_translation,usage,source_language,source_form,linguistic_notes,related_lexemes,categories__ids,habitats__ids,introduced,uses__ids,importance,associations,ethnobiological_notes,comment,source,refs__ids,original_source
oxalislawsonii-deu-0,Sauerklee sp.,deu,oxalislawsonii,,,m,,,,Sauerklee,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Sauerklee,,
panicumcoloratum-deu-0,Buntes Guineagras,deu,panicumcoloratum,,,n,,,,Guineagras,,,,,,,,deu-graser;deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Rispenhirsen,,
pantheraleo-deu-0,Löwe,deu,pantheraleo,,,m,,,,Löwe,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
pantheraparduspardus-deu-0,Leopard,deu,pantheraparduspardus,,,m,,,,Leopard,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Leopard,,
papioursinus-deu-0,Bärenpavian,deu,papioursinus,,,m,,,,Pavian,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/B%C3%A4renpavian,,
passerdomesticus-deu-0,Haussperling,deu,passerdomesticus,,,m,,,,Sperling,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Haussperling,,
passerdomesticus-deu-1,Spatz,deu,passerdomesticus,,,m,,,,Spatz,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Haussperling,,
pedetescapensis-deu-0,Springhase,deu,pedetescapensis,,,m,,,,Springhase,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
peleacapreolus-deu-0,Rehantilope,deu,peleacapreolus,,,f,,,,Antilope,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Rehantilope,,
pelomedusasubrufa-deu-0,Starrbrust-Pelomeduse,deu,pelomedusasubrufa,,,f,,,,Pelomeduse,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Starrbrust-Pelomeduse,,
pennisetumglaucum-deu-0,Perlhirse,deu,pennisetumglaucum,,,f,,,,Hirse,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Perlhirse,,
pentatomidae-deu-0,Baumwanze,deu,pentatomidae,,,f,,,,Wanze,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Baumwanzen,,
phacochoerusaethiopicus-deu-0,Warzenschwein,deu,phacochoerusaethiopicus,,,n,,,,Schwein,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
plectropterusgambensis-deu-0,Sporngans oder Sporengans,deu,plectropterusgambensis,,,f,,,,Gans,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Sporngans,,
poecilogalealbinucha-deu-0,Weißnackenwiesel,deu,poecilogalealbinucha,,,n,,,,Wiesel,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Wei%C3%9Fnackenwiesel,,
pompilidae-deu-0,Wegwespe,deu,pompilidae,,,f,,,,Wespe,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Wegwespen,,
protelescristata-deu-0,Erdwolf,deu,protelescristata,,,m,,,,Erdwolf,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Erdwolf,,
psittacidae-deu-0,Eigentlicher Papagei,deu,psittacidae,,,m,,,,Papagei,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Eigentliche_Papageien,,
psychidae-deu-0,Echter Sackträger,deu,psychidae,,,m,,,,Echter Sackträger,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Echte_Sacktr%C3%A4ger,,
pulexirritans-deu-0,Menschenfloh,deu,pulexirritans,,,m,,,,Floh,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Menschenfloh,,
pycnonotusbarbatus-deu-0,Graubülbül,deu,pycnonotusbarbatus,,,m,,,,Bülbül,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Graub%C3%BClb%C3%BCl,,
python-deu-0,Python,deu,python,,,"m, f",,,,Python,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Eigentliche_Pythons,,
pythonsebae-deu-0,Felsenpython,deu,pythonsebae,,,m,,,,Python,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Felsenpython,,
queleaquelea-deu-0,Blutschnabelweber,deu,queleaquelea,,,m,,,,Weber,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Blutschnabelweber,,
raphiceruscampestris-deu-0,Steinböckchen,deu,raphiceruscampestris,,,n,,,,Steinböckchen,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
reduncaarundinum-deu-0,Großriedbock,deu,reduncaarundinum,,,m,,,,Riedbock,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Gro%C3%9Friedbock,,
reduviidae-deu-0,Raubwanze,deu,reduviidae,,,f,,,,Wanze,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Raubwanzen,,
ricinuscommunis-deu-0,Wunderbaum,deu,ricinuscommunis,,,m,,,,Wunderbaum,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Wunderbaum,,
scopusumbretta-deu-0,Hammerkopf,deu,scopusumbretta,,,m,,,,Hammerkopf,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Hammerkopf_%28Vogel%29,,
scopusumbretta-deu-1,Schattenvogel,deu,scopusumbretta,,,m,,,,Schattenvogel,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Hammerkopf_%28Vogel%29,,
serinusalario-deu-0,Alariogirlitz,deu,serinusalario,,,m,,,,Girlitz,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Alariogirlitz,,
serpentes-deu-0,Schlange,deu,serpentes,,,f,,,,,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Schlangen,,
simiiformes-deu-0,Affe,deu,simiiformes,,,m,,,,Affe,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Affen,,
sitophilus-deu-0,Reiskäfer,deu,sitophilus,,,m,,,,Käfer,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Reisk%C3%A4fer,,
sitophilusgranarius-deu-0,Kornkäfer,deu,sitophilusgranarius,,,n,,,,Käfer,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Kornk%C3%A4fer; http://de.wikipedia.org/wiki/Reisk%C3%A4fer,,
sitophilusgranarius-deu-1,Reiskäfer,deu,sitophilusgranarius,,,m,,,,Käfer,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Kornk%C3%A4fer; http://de.wikipedia.org/wiki/Reisk%C3%A4fer,,
solanumlycopersicum-deu-0,Tomate,deu,solanumlycopersicum,,,f,,,,Tomate,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Tomate,,
solanumlycopersicum-deu-1,Paradeiser,deu,solanumlycopersicum,,,m,,,,,,,name used in eastern Austria and South Tyrol,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Tomate,,
solanumtuberosum-deu-0,Kartoffel,deu,solanumtuberosum,,,f,,,,Kartoffel,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Kartoffel,,
solanumtuberosum-deu-1,Erdapfel,deu,solanumtuberosum,,,m,,,,,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Kartoffel,,
solifugae-deu-0,Walzenspinne,deu,solifugae,,,f,,,,Spinne,,,,,,,,deu-spinnentiere;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Walzenspinnen,,
solpugidae-deu-0,Walzenspinne,deu,solpugidae,,,f,,,,Spinne,,,,,,,,deu-spinnentiere;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Walzenspinnen,,
suricatasuricata-deu-0,Erdmännchen,deu,suricatasuricata,,,n,,,,Erdmännchen,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
sylvicapragrimmia-deu-0,Kronenducker,deu,sylvicapragrimmia,,,m,,,,Ducker,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Kronenducker,,
synceruscaffer-deu-0,Afrikanischer Büffel,deu,synceruscaffer,,,m,,,,Büffel,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Afrikanischer_B%C3%BCffel,,
tabanidae-deu-0,Bremse,deu,tabanidae,,,f,,,,Bremse,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Bremsen,,
taeniasolium-afr-0,Schweinebandwurm,deu,taeniasolium,,,m,,,,Bandwurm,,,,,,,,deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Schweinebandwurm,,
tagetesminuta-deu-0,Huacatay,deu,tagetesminuta,,,m,,,,Huacatay,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Huacatay,,
taurotragusoryx-deu-0,Elenantilope,deu,taurotragusoryx,,,f,,,,Antilope,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
terathopiusecaudatus-deu-0,Gaukler,deu,terathopiusecaudatus,,,m,,,,Gaukler,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Gaukler_%28Vogel%29,,
terfeziapfeilii-deu-0,Kalaharitrüffel,deu,terfeziapfeilii,,,f,,,,Trüffel,,,,,,,,deu-pilze,,,,,,,,http://de.wikipedia.org/wiki/Kalaharitr%C3%BCffel,,
testudines-deu-0,Schildkröte,deu,testudines,,,f,,,,Schildkröte,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Schildkr%C3%B6ten,,
thallomyspaedulcus-deu-0,Akazienratte,deu,thallomyspaedulcus,,,f,,,,Ratte,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
tockuserythrorhynchus-deu-0,Rotschnabeltoko,deu,tockuserythrorhynchus,,,m,,,,Toko,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Rotschnabeltoko,,
tockusflavirostris-deu-0,Östlicher Gelbschnabeltoko,deu,tockusflavirostris,,,m,,,,Toko,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/%C3%96stlicher_Gelbschnabeltoko,,
tockusnasutus-deu-0,Grautoko,deu,tockusnasutus,,,m,,,,Toko,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Grautoko,,
tragelaphusangasii-deu-0,Nyala,deu,tragelaphusangasii,,,m,,,,Nyala,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Nyala_%28Antilope%29,,
tragelaphusscriptus-deu-0,Buschbock,deu,tragelaphusscriptus,,,m,,,,Buschbock,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Buschbock,,
tragelaphusstrepsiceros-deu-0,Großer Kudu,deu,tragelaphusstrepsiceros,,,m,,,,Kudu,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,,,
tribulusterrestris-deu-0,Erd-Burzeldorn,deu,tribulusterrestris,,,m,,,,Dorn,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Erd-Burzeldorn,,
tribulusterrestris-deu-1,Erdsternchen,deu,tribulusterrestris,,,n,,,,Erdsternchen,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Erd-Burzeldorn,,
tribuluszeyheri-deu-0,Burzeldorn sp.,deu,tribuluszeyheri,,,m,,,,Dorn,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Burzeldorne,,
turdoidesjardineii-deu-0,Braundrossling,deu,turdoidesjardineii,,,m,,,,Braundrossling,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Braundrossling,,
turnixsylvatica-deu-0,Laufhühnchen,deu,turnixsylvatica,,,n,,,,Laufhühnchen,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Laufh%C3%BChnchen_%28Art%29,,
turnixsylvatica-deu-1,Rostkehl-Kampfwachtel,deu,turnixsylvatica,,,f,,,,Wachtel,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Laufh%C3%BChnchen_%28Art%29,,
tylosemaesculentum-deu-0,Maramabohne,deu,tylosemaesculentum,,,f,,,,Maramabohne,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Maramabohne,,
tylosemaesculentum-deu-1,Kletterbauhinie,deu,tylosemaesculentum,,,f,,,,Kletterbauhinie,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Maramabohne,,
typhacapensis-deu-0,Rohrkolben,deu,typhacapensis,,,m,,,,Rohrkolben,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Rohrkolben,,
tytoalba-deu-0,Schleiereule,deu,tytoalba,,,f,,,,Eule,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Schleiereule,,
tytocapensis-deu-0,Afrika-Graseule,deu,tytocapensis,,,,,,,Eule,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Afrika-Graseule,,
tytocapensis-deu-1,Kap-Graseule,deu,tytocapensis,,,f,,,,Eule,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Afrika-Graseule,,
upupaepops-deu-0,Wiedehopf,deu,upupaepops,,,m,,,,Wiedehopf,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Wiedehopf,,
uraeginthusgranatinus-deu-0,Granatastrild,deu,uraeginthusgranatinus,,,m,,,,Astrild,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Granatastrild,,
vanelluscoronatus-deu-0,Kronenkiebitz,deu,vanelluscoronatus,,,m,,,,Kiebitz,,,,,,,,deu-vogel;deu-tiere,,,,,,,,http://commons.wikimedia.org/wiki/File:Kieb_2007-02-17_173_Kronenkiebitz_Vanellus_coronatus.jpg,,
varanusexanthematicus-deu-0,Steppenwaran,deu,varanusexanthematicus,,,m,,,,Waran,,,,,,,,deu-reptilien;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Steppenwaran,,
viduamacroura-deu-0,Dominikanerwitwe,deu,viduamacroura,,,f,,,,Witwe,,,,,,,,deu-spinnentiere;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Dominikanerwitwe,,
viduaparadisaea-deu-0,Spitzschwanz-Paradieswitwe,deu,viduaparadisaea,,,,,,,Witwe,,,,,,,,deu-spinnentiere;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Spitzschwanz-Paradieswitwe,,
viduaparadisaea-deu-1,Schmalschwanz-Paradieswitwe,deu,viduaparadisaea,,,f,,,,Witwe,,,,,,,,deu-spinnentiere;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Spitzschwanz-Paradieswitwe,,
vulpeschama-deu-0,Kapfuchs,deu,vulpeschama,,,m,,,,Fuchs,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Kapfuchs,,
xerusinauris-deu-0,Kap-Borstenhörnchen,deu,xerusinauris,,,n,,,,Hörnchen,,,,,,,,deu-saugetiere;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Kap-Borstenh%C3%B6rnchen,,
xylocopidae-deu-0,Holzbiene,deu,xylocopidae,,,f,,,,Biene,,,,,,,,deu-insekten;deu-wirbellose;deu-tiere,,,,,,,,http://de.wikipedia.org/wiki/Holzbienen,,
zeamays-deu-0,Mais,deu,zeamays,,,m,,,,Mais,,,,,,,,deu-pflanzen,,,,,,,,http://de.wikipedia.org/wiki/Mais,,
acaciaataxacantha-eng-0,Flamethorn,eng,acaciaataxacantha,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciacaffra-eng-0,Common hook-thorn,eng,acaciacaffra,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciacaffra-eng-1,Cat thorn,eng,acaciacaffra,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,also Cat-thorn (EOL),,,
acaciacaffra-eng-2,Hook thorn,eng,acaciacaffra,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Senegalia_caffra,,
acaciaerioloba-eng-0,Camel thorn,eng,acaciaerioloba,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciaerioloba-eng-1,Giraffe thorn,eng,acaciaerioloba,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,vanderwalt1999[39],
acaciafleckiischinz-eng-0,Blade thorn,eng,acaciafleckiischinz,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciahaematoxylon-eng-0,Grey camel thorn,eng,acaciahaematoxylon,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,vanderwalt1999[47],
acaciahaematoxylon-eng-1,Giraffe thorn,eng,acaciahaematoxylon,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Vachellia_haematoxylon,,
acaciahebecladahebeclada-eng-0,Candle thorn,eng,acaciahebecladahebeclada,,,,,,,thorn,,,,,,,,eng-shrubs;eng-plants,,,,,,,,,vanderwalt1999[51],
acaciahebecladahebeclada-eng-1,Candle-pod thorn,eng,acaciahebecladahebeclada,,,,,,,thorn,,,,,,,,eng-shrubs;eng-plants,,,,,,,,http://www.plantbook.co.za/plantindex/327-Acacia-hebeclada-subsp-hebeclada,,
acaciahereroensis-eng-0,Mountain thorn,eng,acaciahereroensis,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciakarroo-eng-0,Sweet thorn,eng,acaciakarroo,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acaciakarroo-eng-1,Cape gum,eng,acaciakarroo,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Acacia_karroo,,
acaciakarroo-eng-2,Karroo thorn,eng,acaciakarroo,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://eol.org/pages/685899/names/common_names,,
acacialuederitzii-eng-0,False umbrella thorn,eng,acacialuederitzii,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,vanderwalt1999[49],
acacialuederitzii-eng-1,Kalahari-sand acacia,eng,acacialuederitzii,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acacialuederitzii-eng-2,Belly thorn,eng,acacialuederitzii,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://af.wikipedia.org/wiki/Buikdoring,,
acaciamellifera-eng-0,Black thorn,eng,acaciamellifera,,,,,,,thorn,,,,,,,,eng-shrubs;eng-plants,,,,,,,,,vanderwalt1999[64],
acaciamellifera-eng-1,Hookthorn,eng,acaciamellifera,,,,,,,thorn,,,,,,,,eng-shrubs;eng-plants,,,,,,,,http://eol.org/pages/686993/names/common_names,,
acacianebrownii-eng-0,Water thorn,eng,acacianebrownii,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://eol.org/pages/687184/names/common_names,,
acacianebrownii-eng-1,Water acacia,eng,acacianebrownii,,,,,,,acacia,,,,,,,,eng-trees;eng-plants,,,,,,,,http://eol.org/pages/687184/names/common_names,,
acacianigrescens-eng-0,Knob thorn,eng,acacianigrescens,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Senegalia_nigrescens,,
acacianiloticasubspkraussiana-eng-0,Scented thorn,eng,acacianiloticasubspkraussiana,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://www.plantbook.co.za/plantindex/281-Acacia-nilotica-subsp-kraussiana,,
acacianiloticasubspkraussiana-eng-1,Scented-pod acacia,eng,acacianiloticasubspkraussiana,,,,,,,acacia,,,,,,,,eng-trees;eng-plants,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
acaciarobusta-eng-0,Splendid thorn,eng,acaciarobusta,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Vachellia_robusta; http://eol.org/pages/689994/names/common_names,,
acaciarobusta-eng-1,Ankle thorn,eng,acaciarobusta,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,"check name, cf afr enkeldoring",http://www.plantbook.co.za/plantindex/165-Acacia-robusta,,
acaciasenegal-eng-0,Senegal gum,eng,acaciasenegal,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://eol.org/pages/690612/names/common_names,,
acaciatortilissubspheteracantha-eng-0,Umbrella thorn,eng,acaciatortilissubspheteracantha,,,,,,,thorn,,,,,,,,eng-trees;eng-plants,,,,,,,,,,
acanthosicyosnaudinianus-eng-0,Gemsbok cucumber,eng,acanthosicyosnaudinianus,,,,,,,cucumber,,,,,,,,eng-creepersclimbers;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Acanthosicyos_naudinianus; http://eol.org/pages/5734641/names/common_names,vanderwalt1999[114],
accipiterbadius-eng-0,Little banded goshawk,eng,accipiterbadius,,,,,,,hawk,,,,,,,,eng-birds;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Shikra,,
accipiterbadius-eng-1,Shikra,eng,accipiterbadius,,,,,,,shikra,,,,,,,,eng-birds;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Shikra,,
accipiterbadius-eng-2,Litttle banded sparrowhawk,eng,accipiterbadius,,,,,,,hawk,,,,,,,,eng-birds;eng-animals,,,,,,,,http://eol.org/pages/914073/names/common_names,,
accipiterbadius-eng-3,Shikra goshawk,eng,accipiterbadius,,,,,,,hawk,,,,,,,,eng-birds;eng-animals,,,,,,,,http://eol.org/pages/914073/names/common_names,,
achyranthesaspera-eng-0,Devil's horsewhip,eng,achyranthesaspera,,,,,,,horsewhip,,,,,,,,eng-plants,,,,,,,,,,
achyranthesaspera-eng-1,Prickly chaff flower,eng,achyranthesaspera,,,,,,,,,,,,,,,eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Achyranthes_aspera; http://eol.org/pages/585501/names/common_names,,
achyranthesaspera-eng-2,Rough chaff flower,eng,achyranthesaspera,,,,,,,,,,,,,,,eng-plants,,,,,,,,http://eol.org/pages/585501/names/common_names,,
achyranthesaspera-eng-3,Chaff flower,eng,achyranthesaspera,,,,,,,,,,,,,,,eng-plants,,,,,,,,http://eol.org/pages/585501/names/common_names,,
achyranthesaspera-eng-4,Burweed,eng,achyranthesaspera,,,,,,,,,,,,,,,eng-plants,,,,,,,,http://eol.org/pages/585501/names/common_names,,
acinonyxjubatus-eng-0,Cheetah,eng,acinonyxjubatus,,,,,,,cheetah,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Cheetah; http://eol.org/pages/328680/names/common_names,cillie1997[114],
acinonyxjubatus-eng-1,Hunting leopard,eng,acinonyxjubatus,,,,,,,,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://eol.org/pages/328680/names/common_names,,
acrididae-eng-0,Locusts,eng,acrididae,,,,,,,locust,,,,,,,,eng-insects;eng-invertebrates;eng-animals,,,,,,,,,,
acrididae-eng-1,Short-horned grasshoppers,eng,acrididae,,,,,,,grasshopper,,,,,,,,eng-insects;eng-invertebrates;eng-animals,,,,,,,,,,
acrididae-eng-2,Grasshoppers,eng,acrididae,,,,,,,grasshopper,,,,,,,,eng-insects;eng-invertebrates;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Acrididae; http://eol.org/pages/6580/names/common_names,,
acrotomeinflata-eng-0,Acrocomia sp.,eng,acrotomeinflata,,,,,,,,,,,,,,,eng-plants,,,,,,,,,vanderwalt1999[118],
adansoniadigitata-eng-0,Baobab,eng,adansoniadigitata,,,,,,,baobab,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata; http://www.plantzafrica.com/frames/plantsfram.htm,,
adansoniadigitata-eng-1,Dead-rat tree,eng,adansoniadigitata,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata,,
adansoniadigitata-eng-2,Monkey-bread tree,eng,adansoniadigitata,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata; http://www.plantzafrica.com/frames/plantsfram.htm,,
adansoniadigitata-eng-3,Upside-down tree,eng,adansoniadigitata,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata,,
adansoniadigitata-eng-4,Cream of tartar tree,eng,adansoniadigitata,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://en.wikipedia.org/wiki/Adansonia_digitata; http://www.plantzafrica.com/frames/plantsfram.htm,,
adansoniadigitata-eng-5,Lemonade tree,eng,adansoniadigitata,,,,,,,,,,,,,,,eng-trees;eng-plants,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,,
adeniumoleifolium-eng-0,Ouheip,eng,adeniumoleifolium,,,,,,,,,,,,,,,eng-plants,,,,,,,,,vanderwalt1999[86],
aegypiinae-eng-0,Old world vulture,eng,aegypiinae,,,,,,,vulture,,,,,,,,eng-birds;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Old_World_vulture; http://eol.org/pages/4434126/names/common_names,,
aepycerosmelampus-eng-0,Impala,eng,aepycerosmelampus,,,,,,,impala,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://eol.org/pages/308540/names/common_names; http://en.wikipedia.org/wiki/Impala,,
aepycerosmelampusmelampus-eng-0,Common impala,eng,aepycerosmelampusmelampus,,,,,,,impala,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Impala; http://eol.org/pages/4447118/names/common_names,cillie1997[16],
aepycerosmelampuspetersi-eng-0,Black-faced impala,eng,aepycerosmelampuspetersi,,,,,,,impala,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://en.wikipedia.org/wiki/Black-faced_Impala; http://eol.org/pages/10465041/names/common_names,cillie1997[18],
aepycerosmelampuspetersi-eng-1,Blacked-faced impala,eng,aepycerosmelampuspetersi,,,,,,,impala,,,,,,,,eng-mammals;eng-animals,,,,,,,,http://eol.org/pages/10465041/names/common_names,,
aervaleucura-eng-0,Aerva sp.,eng,aervaleucura,,,,,,,,,,,,,,,eng-plants,,,,,,,,,,
