id,taxa__id,tags,mime_type,src,creator,date,place,gps,permission,source,source_url,comments
a7cebf3a283a1d5fe1a8deb177bc33d4,raphicerusmelanotis,general;thumbnail2,image/jpeg,,Jimfbleak,2007-05-26,"De Hoop, South Africa",,http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Southafrica-capegrysbok.jpg,http://upload.wikimedia.org/wikipedia/commons/6/6f/Southafrica-capegrysbok.jpg,"reuploading my image from De Hoop, SA, Feb 2007 under correct species name"
1df52e1ec1fb400541eb99eefa2cff7c,reduncafulvorufula,general;thumbnail1,image/jpeg,,unknown,2007-08-19,unknown,,http://creativecommons.org/licenses/by-sa/3.0,http://commons.wikimedia.org/wiki/File:Bergriedbock_2007-08-16_201.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2f/Bergriedbock_2007-08-16_201.jpg,
de1712f161ba4f4fc0b8c6e180202a6e,sigmoceroslichtensteinii,general;drawing;thumbnail1,image/png,,Philip Sclater,1894-01-01,unknown,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:The_book_of_antelopes_(1894)_Bubalis_lichtensteini.png,http://upload.wikimedia.org/wikipedia/commons/b/bb/The_book_of_antelopes_%281894%29_Bubalis_lichtensteini.png,
60c67458a5c04349b5bfece1e26af5f1,sigmoceroslichtensteinii,general;back;thumbnail2,image/jpeg,,Paul Maritz,2003,Zambia,,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Lichtenstein's_Hartebeest.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c6/Lichtenstein%27s_Hartebeest.jpg,
ec5fdcfc93861ebcd66cc53a1ebd4764,tragelaphusspekeii,general;female;thumbnail1,image/jpeg,,Radomil,2005-06-18,unknown,,http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Sitatunga_Tragelaphus_spekei_gratus_RB2.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7e/Sitatunga_Tragelaphus_spekei_gratus_RB2.jpg,
244a334ccd626127abea17a178f39cf1,tragelaphusspekeii,general;front;male;thumbnail1,image/jpeg,,Karel Jakubec,2008-04-01,"Praha, Czech Republic",,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Sitatunga_2.jpg,http://upload.wikimedia.org/wikipedia/commons/4/45/Sitatunga_2.jpg,
7d62a8aa3cde4eaeba767a633b3144a0,phacochoerusafricanus,general;pair;thumbnail2,image/jpeg,,Delphine Bruyere,2007-02-04,"Backadadji, Senegal",13.651658 -16.492539,http://creativecommons.org/licenses/by-sa/3.0,http://commons.wikimedia.org/wiki/File:2007-02-04_Phacocheres_D_Bruyere.JPG,http://upload.wikimedia.org/wikipedia/commons/2/2b/2007-02-04_Phacocheres_D_Bruyere.JPG,
356e795d088e88b7dd507ee12ba4baee,potamochoeruslarvatus,general;front,image/jpeg,,Colin M.L. Burnett,2007-05-29,"San Diego, USA",,http://creativecommons.org/licenses/by-sa/3.0/,http://commons.wikimedia.org/wiki/File:Southern_Bush_Pig.jpg,http://upload.wikimedia.org/wikipedia/commons/4/40/Southern_Bush_Pig.jpg,Southern Bush Pig (Potamochoerus larvatus koirpotamu
22d655808ffa8fc4ba847b478deb7e8a,canisadustus,general;thumbnail1,image/jpeg,,Thomas A. Hermann,2002-06-01,"Kruger National Park, South Africa",,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Side-striped_Jackal.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cc/Side-striped_Jackal.jpg,
1b05e99b702131e0715aec8bd9b43eb9,galerellaflavescens,general;front;thumbnail1,image/jpeg,,Hans Hillewaert,2007-06-28,"Etosha National Park, Namibia",-19.181172 15.917236,http://creativecommons.org/licenses/by-sa/3.0,http://commons.wikimedia.org/wiki/File:Galerella_flavescens.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a8/Galerella_flavescens.jpg,
358a83293a86c3bb77639997b0cd06ba,galerellapulverulenta,general;thumbnail1,image/jpeg,,JonRichfield,2012-03-12,unknown,,http://creativecommons.org/licenses/by-sa/3.0,http://commons.wikimedia.org/wiki/File:Herpestidae_Galerella_pulverulenta_Small_Grey_Mongoose_sitting_erect.jpg,http://upload.wikimedia.org/wikipedia/commons/6/62/Herpestidae_Galerella_pulverulenta_Small_Grey_Mongoose_sitting_erect.jpg,
a89872f219d3fceef31dad27a9462011,herpestesichneumon,head;thumbnail2,image/jpeg,,מינוזיג,2015-01-23,"Ashkelon National Park, Israel",,http://creativecommons.org/licenses/by-sa/4.0,http://commons.wikimedia.org/wiki/File:Herpestes_ichneumon_head_2.jpg,http://upload.wikimedia.org/wikipedia/commons/3/3d/Herpestes_ichneumon_head_2.jpg,
5e81a5ff1188d92cc3710da1a40ce51e,hydrictismaculicollis,general;thumbnail1,image/jpeg,,Derek Keats,2009-07-12,unknown,,http://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/dkeats/5258796686/sizes/o/,https://farm6.staticflickr.com/5089/5258796686_813cf389d4_o.jpg,"title 'Spotted necked otter  (Hydrictis maculicollis), or speckle-throated otter'"
c804b5dfa3d88c5b1137d0053bfe46d9,hydrictismaculicollis,general;pair;thumbnail2,image/jpeg,,Rennett Stowe,2009-12-28,unknown,,http://creativecommons.org/licenses/by/2.0/deed.en,http://commons.wikimedia.org/wiki/File:African_Spot-necked_Otter_(4257217178).jpg,http://upload.wikimedia.org/wikipedia/commons/2/27/African_Spot-necked_Otter_%284257217178%29.jpg,
b8a1a36c479fdf021318e3ff6edd10ce,civettictiscivetta,head;thumbnail2,image/jpeg,,unknown,2003-12-14,unknown,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:African_civet.jpg,http://upload.wikimedia.org/wikipedia/commons/b/bf/African_civet.jpg,
8f7b6d0da402c77795e1fb6dc0d19b82,rhinoptiluschalcopterus,general;drawing;thumbnail1,image/jpeg,,Nicolas Huet,1838-01-01,unknown,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Rhinoptilus_chalcopterus_1838.jpg,http://upload.wikimedia.org/wikipedia/commons/4/43/Rhinoptilus_chalcopterus_1838.jpg,
a1b516c5a92077e43ce33b0d52cc3766,taphozousmauritianus,front;head;thumbnail2,image/jpeg,,Mimi Neumann,2007-03-03,"Johannesburg, South Africa",,http://creativecommons.org/licenses/by-sa/3.0/deed.en,http://commons.wikimedia.org/wiki/File:Mauritian_Tomb_Bat_South_Africa.jpg,http://upload.wikimedia.org/wikipedia/commons/3/3f/Mauritian_Tomb_Bat_South_Africa.jpg,
