id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
dicerocaryumzanguebarium,Dicerocaryum zanguebarium,,(Lour.) Merrill,Dicerocaryum sp.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Dicerocaryum,,,"BW,NA",,,,,,
dicerosbicornis,Diceros bicornis,,"(Linnaeus, 1758)",Black Rhinoceros,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,"herbivore; height: 130-180cm; the the body is barrel shaped with the head held higher than the white Rhinoceros does; the ears are rounded; two horns grow on the snout, the front one is usually larger; the upper lip is pointed;","savanna, scrubforest, grassland, desert","BW,MZ,NA,ZA,ZW",,,,,,
dichanthiumannulatum,Dichanthium annulatum,,(Forssk.) Stapf,kleberg bluestem,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthium,"perennial grass, 1m tall, branched culms, nodes with a ring of white hairs, the leaf blade has a thickened margin, the ligule is up to 4mm long",dry river course,,,,,,,
dichapetalumcymosum,Dichapetalum cymosum,,(Hook.) Engl.,Gifblaar,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,Dichapetalum,,,,,,,,,
dichostemmaglaucescens,Dichostemma glaucescens,,,,Plantae,,,,,Dichostemma,,,,,,,,[PROTA],
dichrostachyscinerea,Dichrostachys cinerea,,(L.)Wight & Arn.,Sicklebush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,"shrub or small tree; 1-3m tall, flowers in an elongated drooping spike, composed of two sections: a pink tuft of sterile flowers and below a section of fertile yellow flowers; the pods are curly anr twisted;","grassland, sandy soil","BW,NA,ZA",,,,,,
dichrostachyscinereaafricana,Dichrostachys cinerea africana,,,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,,,,,,,,,
dichrostachysmyriophylla,Dichrostachys myriophylla,,,,Plantae,,,,,Dichrostachys,,,,,,,,[PROTA],
dichrostachystenuifolia,Dichrostachys tenuifolia,,,,Plantae,,,,,Dichrostachys,,,,,,,,[PROTA],
diclipteraverticillata(forss,Dicliptera verticillata (Forssk.) Christens.,,,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Dicliptera,,,"BF,NG",,,,,,
dicomaanomala,Dicoma anomala,,,"Fever bush, stomach bush",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,,,"BW,NA",,,,,,
dicomacapensis,Dicoma capensis,,,Dicoma sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,creeping herb; multiple stems grow from a perennial rootstock; hairy leaves; mauve flowerheads,"dry river course, sandy soil, dune","BW,NA,ZA",,,,,,
dicomaschinzii,Dicoma schinzii,,,Dicoma sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,,,,,,,,,
dicomatomentosa,Dicoma tomentosa,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,,,"BW,GN",,,,,,
dicraeopetalumcapuronianum,Dicraeopetalum capuronianum,,,,Plantae,,,,,Dicraeopetalum,,,,,,,,[PROTA],
dicraeopetalummahafaliense,Dicraeopetalum mahafaliense,,,,Plantae,,,,,Dicraeopetalum,,,,,,,,[PROTA],
dicranopterislinearis,Dicranopteris linearis,,,,Plantae,,,,,Dicranopteris,,,,,,,,[PROTA],
dicrurusadsimilis,Dicrurus adsimilis,,"(Bechstein, 1794)",Fork-tailed Drongo,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,,,"BW,MZ,NA,ZA,ZW",,,,,,
dictyospermaalbum,Dictyosperma album,,,,Plantae,,,,,Dictyosperma,,,,,,,,[PROTA],
didelotiaafricana,Didelotia africana,,,,Plantae,,,,,Didelotia,,,,,,,,[PROTA],
didelotiaafzelii,Didelotia afzelii,,,,Plantae,,,,,Didelotia,,,,,,,,[PROTA],
didelotiabrevipaniculata,Didelotia brevipaniculata,,,,Plantae,,,,,Didelotia,,,,,,,,[PROTA],
didelotiaidae,Didelotia idae,,,,Plantae,,,,,Didelotia,,,,,,,,[PROTA],
didelotialetouzeyi,Didelotia letouzeyi,,,,Plantae,,,,,Didelotia,,,,,,,,[PROTA],
digeramuricata,Digera muricata,,,,Plantae,,,,,Digera,,,,,,,,[PROTA],
digitaria,Digitaria,,,Crabgrass,Animalia,Mollusca,Bivalvia,Carditoida,Astartidae,,,,,,,,,,
digitariaciliarisvar.ciliar,Digitaria ciliaris var. ciliaris,,,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,"AU,BF,BJ,ES,NG",,,,,,
digitariadebilis,Digitaria debilis,,(Desf.) Willd.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,ES,,,,,,
digitariaeriantha,Digitaria eriantha,,,Pangola Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,"BW,NA,ZA",,,,,,
digitariaexilis,Digitaria exilis,,(Kippist) Stapf,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,,,,,,Blench2012[2],
digitariahorizontalis,Digitaria horizontalis,,Willd.,Jamaica Crabgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,"BF,BJ,NG,SN",,,,,,
digitariaiburua,Digitaria iburua,,Stapf,iburu,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,,,,,,Blench2012[2],
digitariamilanjiana,Digitaria milanjiana,Digitaria polevansii (?); Digitaria setivalva,(Rendle) Stapf,Madagascar crabgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,,,,,,,,,
diheteropogonamplectens,Diheteropogon amplectens,,,,Plantae,,,,,Diheteropogon,,,,,,,,[PROTA],
diheteropogonhagerupii,Diheteropogon hagerupii,,Hitchc.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Diheteropogon,,,BF,,,,,,
dilobeiathouarsii,Dilobeia thouarsii,,,,Plantae,,,,,Dilobeia,,,,,,,,[PROTA],
dimorphothecapolyptera,Dimorphotheca polyptera,,,Dimorphotheca sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dimorphotheca,"erect, annual, sticky herb; up to 30 cm tall; lobed leaves; flowerheads are entirely yellow; fruit ia a winged seed",sandy soil,,,,,,,
dinebraretroflexaretroflexa,Dinebra retroflexa retroflexa,,,,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Dinebra,,,"BE,ES",,,,,,
dinophoraspenneroides,Dinophora spenneroides,,,,Plantae,,,,,Dinophora,,,,,,,,[PROTA],
dinothrombium,Dinothrombium,,,Dinothrombium sp.,Animalia,Arthropoda,Arachnida,Prostigmata,Trombidiidae,,,,"BW,NA,ZA",,,,,,
dinothrombiumtinctorium,Dinothrombium tinctorium,,,,Animalia,Arthropoda,Arachnida,Prostigmata,Leeuwenhoekiidae,Dinothrombium,,,GM,,,,,,
diomedeaepomophora,Diomedea epomophora,,"Lesson, 1825",Royal Albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,"carnivore; body-length: 120 cm, wingspan: up to 3,5 m; white below; wings have dark edges and are dark on the upper side",marine habitat,,,,,,,
diomedeaexulans,Diomedea exulans,,"Linnaeus, 1758",wandering albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,"carnivore; body-length: 125 cm, wingspan: 3 m; white back; brown plumage that gets paler with age",marine habitat,,,,,,,
dioscoreaalata,Dioscorea alata,,L.,water yam,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,,"CD,FR,MX",,,,origin SO Asia,Blench2012[8],
dioscoreabulbifera,Dioscorea bulbifera,,L.,aerial yam,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,,,,,,bulbils develop at the leaf axils,Blench2012[8],
dioscoreacayenensis,Dioscorea cayenensis,,,,Plantae,,,,,Dioscorea,,,,,,,,[PROTA],
dioscoreapraehensilis,Dioscorea praehensilis,,,,Plantae,,,,,Dioscorea,,,,,,,,[PROTA],
dioscoreaquartiniana,Dioscorea quartiniana,,A.Rich.,,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,,,,,,,,
dioscorearotundata,Dioscorea rotundata,,Poir.,guinea yam,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,,,,,,,Blench2012[2],
diospyrosabyssinica,Diospyros abyssinica,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosboala,Diospyros boala,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosbussei,Diospyros bussei,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroschamaethamnus,Diospyros chamaethamnus,,Mildbr.,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,,,,,,,,
diospyrosconocarpa,Diospyros conocarpa,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroscooperi,Diospyros cooperi,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroscrassiflora,Diospyros crassiflora,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroselliotii,Diospyros elliotii,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosferrea,Diospyros ferrea,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosgracilipes,Diospyros gracilipes,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosgreenwayi,Diospyros greenwayi,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosheterotricha,Diospyros heterotricha,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrositurensis,Diospyros iturensis,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroskabuyeana,Diospyros kabuyeana,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroskamerunensis,Diospyros kamerunensis,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosloureiriana,Diospyros loureiriana,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyroslycioides,Diospyros lycioides,,Desf.,Red star-apple,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,,"BW,NA,ZA",,,,,,
diospyrosmannii,Diospyros mannii,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosmespiliformis,Diospyros mespiliformis,,Hochst. ex A.DC.,Jackal-berry,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,,"BF,BJ,BW,CI,GN,ML,MW",,,,,,
diospyrosmonbuttensis,Diospyros monbuttensis,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosperrieri,Diospyros perrieri,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosplatycalyx,Diospyros platycalyx,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrospolystemon,Diospyros polystemon,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosquiloensis,Diospyros quiloensis,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrossanza-minika,Diospyros sanza-minika,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrossenensis,Diospyros senensis,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrossoubreana,Diospyros soubreana,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrossquarrosa,Diospyros squarrosa,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrostessellaria,Diospyros tessellaria,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosthomasii,Diospyros thomasii,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
diospyrosverrucosa,Diospyros verrucosa,,,,Plantae,,,,,Diospyros,,,,,,,,[PROTA],
dipcadi,Dipcadi,,,,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,,,,,,,,,,
dipcadiglaucum,Dipcadi glaucum,,(Burch. ex Ker Gawl.) Baker,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,,,
dipcadilongifolium,Dipcadi longifolium,,(Lindl.) Baker,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,,,
dipcadimarlothii,Dipcadi marlothii,,,Dipcadi sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BW,NA,ZA",,,,,,
dipcadiviride,Dipcadi viride,,(L.) Moench,,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,,,"BF,TZ",,,,,,
diplaziumproliferum,Diplazium proliferum,,,,Plantae,,,,,Diplazium,,,,,,,,[PROTA],
diplocyclospalmatus,Diplocyclos palmatus,,,,Plantae,,,,,Diplocyclos,,,,,,,,[PROTA],
diplopoda,Diplopoda,,,millipedes,Animalia,Arthropoda,Diplopoda,,,,,,,,,,,,
diplorhynchuscondylocarpon,Diplorhynchus condylocarpon,,(M&uuml;ll.Arg.) Pichon,Wild rubber,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Diplorhynchus,,,,,,,,,
dipsadoboashreveikageleri,Dipsadoboa shrevei kageleri,,"(UthmÃ¶ller, 1939)",,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dipsadoboa,,,,,,,,,
diptera,Diptera,,,"True flies, Mosquitoes and Gnats",Animalia,Arthropoda,Insecta,,,,,,,,,,,,
discoclaoxylonhexandrum,Discoclaoxylon hexandrum,,,,Plantae,,,,,Discoclaoxylon,,,,,,,,[PROTA],
discoglypremnacaloneura,Discoglypremna caloneura,,,,Plantae,,,,,Discoglypremna,,,,,,,,[PROTA],
dispholidustypus,Dispholidus typus,,"(Smith, 1828)",Boomslang,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,,,"BW,NA,ZA",,,,,,
distemonanthusbenthamianus,Distemonanthus benthamianus,,,,Plantae,,,,,Distemonanthus,,,,,,,,[PROTA],
distichodusbrevipinnis,Distichodus brevipinnis,,,,Animalia,Chordata,Actinopterygii,Characiformes,Distichodontidae,Distichodus,,,,,,,,,
dodonaeaviscosa,Dodonaea viscosa,,,,Plantae,,,,,Dodonaea,,,,,,,,[PROTA],
dolichospratensis,Dolichos pratensis,,(E.Mey.)Taub.,Dolichos sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dolichos,,,"BW,NA",,,,,,
dombeyaacerifolia,Dombeya acerifolia,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyaambongensis,Dombeya ambongensis,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyabiumbellata,Dombeya biumbellata,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyabuettneri,Dombeya buettneri,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyaburgessiae,Dombeya burgessiae,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyacacuminum,Dombeya cacuminum,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyacoria,Dombeya coria,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyacymosa,Dombeya cymosa,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyaelliptica,Dombeya elliptica,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyahilsenbergii,Dombeya hilsenbergii,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyakirkii,Dombeya kirkii,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyalaurifolia,Dombeya laurifolia,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyalucida,Dombeya lucida,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyamollis,Dombeya mollis,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyamontana,Dombeya montana,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyapilosa,Dombeya pilosa,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyaquinqueseta,Dombeya quinqueseta,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyarotunda,Dombeya rotunda,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyarotundifolia,Dombeya rotundifolia,,(Hochst.) Planch.,wild pear,Plantae,Tracheophyta,Magnoliopsida,Malvales,Sterculiaceae,Dombeya,,,"BW,ZA",,,,,,
dombeyaspectabilis,Dombeya spectabilis,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyatorrida,Dombeya torrida,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dombeyaviburnifloropsis,Dombeya viburnifloropsis,,,,Plantae,,,,,Dombeya,,,,,,,,[PROTA],
dorylus,Dorylus,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,,,,,,,,
dorylushelvolus,Dorylus helvolus,,"(Linnaeus, 1764)",Red driver ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorylus,,,"BW,NA,ZA",,,,,,
drimiaaltissima,Drimia altissima,,(L.f.) Ker Gawl.,Tall white squill,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Drimia,,,BF,,,,,,
drypetesafzelii,Drypetes afzelii,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesarguta,Drypetes arguta,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesaubrevillei,Drypetes aubrevillei,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesaylmeri,Drypetes aylmeri,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesbathiei,Drypetes bathiei,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetescapillipes,Drypetes capillipes,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetescaustica,Drypetes caustica,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypeteschevalieri,Drypetes chevalieri,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesfloribunda,Drypetes floribunda,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesgerrardii,Drypetes gerrardii,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesgilgiana,Drypetes gilgiana,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesgossweileri,Drypetes gossweileri,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesivorensis,Drypetes ivorensis,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesklainei,Drypetes klainei,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesleonensis,Drypetes leonensis,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesmolunduana,Drypetes molunduana,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesmossambicensis,Drypetes mossambicensis,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesnatalensis,Drypetes natalensis,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesparvifolia,Drypetes parvifolia,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
drypetesroxburghii,Drypetes roxburghii,,,,Plantae,,,,,Drypetes,,,,,,,,[PROTA],
dubosciamacrocarpa,Duboscia macrocarpa,,,,Plantae,,,,,Duboscia,,,,,,,,[PROTA],
dubosciapolyantha,Duboscia polyantha,,,,Plantae,,,,,Duboscia,,,,,,,,[PROTA],
dubosciaviridiflora,Duboscia viridiflora,,,,Plantae,,,,,Duboscia,,,,,,,,[PROTA],
dugongdugon,Dugong dugon,,"(MÃ¼ller, 1776)",dugong,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,"herbivore; length: 2,5-3m; greyish-brown skin, cigar-shaped body with flippers and tail-flukes, mouth and lower lip covered with short, thick bristles; found only in shallow waters;",marine habitat,"MZ,ZA",,,,,,
duguetiaconfinis,Duguetia confinis,,,,Plantae,,,,,Duguetia,,,,,,,,[PROTA],
duguetiastaudtii,Duguetia staudtii,,,,Plantae,,,,,Duguetia,,,,,,,,[PROTA],
duospermacrenatum,Duosperma crenatum,,,,Plantae,,,,,Duosperma,,,,,,,,[PROTA],
dupuyaharaka,Dupuya haraka,,,,Plantae,,,,,Dupuya,,,,,,,,[PROTA],
dupuyamadagascariensis,Dupuya madagascariensis,,,,Plantae,,,,,Dupuya,,,,,,,,[PROTA],
duroniachloronota,Duronia chloronota,,,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Duronia,,,,,,,,,
duvaliapolita,Duvalia polita,,N. E. Br.,Duvalia sp.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Duvalia,,,"BW,ZA",,,,,,
dypsisbaronii,Dypsis baronii,,,,Plantae,,,,,Dypsis,,,,,,,,[PROTA],
dypsisfibrosa,Dypsis fibrosa,,,,Plantae,,,,,Dypsis,,,,,,,,[PROTA],
dypsislastelliana,Dypsis lastelliana,,,,Plantae,,,,,Dypsis,,,,,,,,[PROTA],
dypsismadagascariensis,Dypsis madagascariensis,,,,Plantae,,,,,Dypsis,,,,,,,,[PROTA],
dypsismananjarensis,Dypsis mananjarensis,,,,Plantae,,,,,Dypsis,,,,,,,,[PROTA],
dytiscus,Dytiscus,,,Diving beetle,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,"BW,NA,ZA",,,,,,
echinochloa,Echinochloa,,,cockspur,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,,,,,,,,,,
echinochloacolona,Echinochloa colona,,(L.) Link,jungle rice,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,,,"AU,ES,FR,IE,SE,US",,,,,,
echinochloaobtusiflora,Echinochloa obtusiflora,,,,Plantae,,,,,Echinochloa,,,,,,,,[PROTA],
echinochloapyramidalis,Echinochloa pyramidalis,,(Lam.) Hitchc. & Chase,antelope grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,,,"BF,BW",,,,,,
echinochloastagnina,Echinochloa stagnina,,(Retz.) P.Beauv.,hippo grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,,,"BF,BW,SE",,,,,,
echinopspappii,Echinops pappii,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,,,,,,,,,
echisleucogaster,Echis leucogaster,,"Roman, 1972",White-Bellied Carpet Viper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,,,,,,,,,
echisocellatus,Echis ocellatus,,"Stemmler, 1970",African Saw-scaled Viper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,,,,,,,,,
echiumarenarium,Echium arenarium,,,,Plantae,,,,,Echium,,,,,,,,[PROTA],
echiumhorridum,Echium horridum,,,,Plantae,,,,,Echium,,,,,,,,[PROTA],
echiumstenosiphon,Echium stenosiphon,,,,Plantae,,,,,Echium,,,,,,,,[PROTA],
ecliptaprostrata,Eclipta prostrata,,,false daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eclipta,,,"AT,AU,DE,FR,IE,NL,SE,US",,,,,,
edithcoleagrandis,Edithcolea grandis,,,,Plantae,,,,,Edithcolea,,,,,,,,[PROTA],
efulensiaclematoides,Efulensia clematoides,,,,Plantae,,,,,Efulensia,,,,,,,,[PROTA],
efulensiamontana,Efulensia montana,,,,Plantae,,,,,Efulensia,,,,,,,,[PROTA],
egrettaardesiaca,Egretta ardesiaca,,"(Wagler, 1827)",Black Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,"carnivore; body-length: 66 cm; black plumage, bill and legs; yellow toes",freshwater,,,,,,,
egrettagarzetta,Egretta garzetta,,"(Linnaeus, 1766)",Little Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,"carnivore; body-length: 65 cm; white plumage, black bill; yellow toes","freshwater, coast",,,,,,,
egrettaintermedia,Egretta intermedia,,"(Wagler, 1829)",Intermediate Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,carnivore; body-length:66 cm; white plumage; yellow bill; long neck,"marshland, freshwater",,,,,,,
egrettavinaceigula,Egretta vinaceigula,,"(Sharpe, 1895)",Slaty Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,carnivore; body-length: 60 cm; dark plumage; yellow legs and feet; rufous throat,"marshland, flooded grassland, swamps",,,,,,,
ehretiaamoena,Ehretia amoena,,,,Plantae,,,,,Ehretia,,,,,,,,[PROTA],
ehretiabakeri,Ehretia bakeri,,,,Plantae,,,,,Ehretia,,,,,,,,[PROTA],
ehretiacymosa,Ehretia cymosa,,,,Plantae,,,,,Ehretia,,,,,,,,[PROTA],
ehretiaobtusifolia,Ehretia obtusifolia,,,,Plantae,,,,,Ehretia,,,,,,,,[PROTA],
ehretiarigida,Ehretia rigida,,,"Puzzle bush, Cape lilac, Deurmekaarbos",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Ehretia,"Shrub, 1-3m tall, small green leaves clustered on reduced shots, the pale mauve, bluish or white tubular flowers are sweetly scented, the berry changes from yellow to black while ripening,","forest, arid woodland","NA,ZA",,,,,,
ehretiatrachyphylla,Ehretia trachyphylla,,,,Plantae,,,,,Ehretia,,,,,,,,[PROTA],
eidolonhelvum,Eidolon helvum,,"(Kerr, 1792)",Straw-coloured fruit bat,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,"herbivore; length: 19cm, wingspan: 75cm; dog-like face; yellowish fur with no obvious markings; black wings;","savanna, rainforest, grassland","MZ,NA,ZA,ZW",,,,,,
ekebergiabenguelensis,Ekebergia benguelensis,,,,Plantae,,,,,Ekebergia,,,,,,,,[PROTA],
ekebergiacapensis,Ekebergia capensis,,,,Plantae,,,,,Ekebergia,,,,,,,,[PROTA],
ekebergiapterophylla,Ekebergia pterophylla,,,,Plantae,,,,,Ekebergia,,,,,,,,[PROTA],
elaeisguineensis,Elaeis guineensis,,Jacq.,African oil palm,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Elaeis,,,"BF,BJ,BR,CI,EC,FR,GH,GN,GW,ML,MY",,,,,Blench2012[3],
elaeocarpusalnifolius,Elaeocarpus alnifolius,,,,Plantae,,,,,Elaeocarpus,,,,,,,,[PROTA],
elaeocarpusangustifolius,Elaeocarpus angustifolius,,,,Plantae,,,,,Elaeocarpus,,,,,,,,[PROTA],
elaeocarpuscapuronii,Elaeocarpus capuronii,,,,Plantae,,,,,Elaeocarpus,,,,,,,,[PROTA],
elaeocarpusfloribundus,Elaeocarpus floribundus,,,,Plantae,,,,,Elaeocarpus,,,,,,,,[PROTA],
elaeocarpussubserratus,Elaeocarpus subserratus,,,,Plantae,,,,,Elaeocarpus,,,,,,,,[PROTA],
elaeodendronbuchananii,Elaeodendron buchananii,,,,Plantae,,,,,Elaeodendron,,,,,,,,[PROTA],
elaeodendronmatabelicum,Elaeodendron matabelicum,,,,Plantae,,,,,Elaeodendron,,,,,,,,[PROTA],
elaeodendrontransvaalense,Elaeodendron transvaalense,,,,Plantae,,,,,Elaeodendron,,,,,,,,[PROTA],
