id,scientific_name,species_description,english_name,kingdom,order,family,genus,characteristics,biotope,ecoregions__ids,countries__ids,general_uses,notes,refs__ids,wikipedia_url,eol_id,links
bufogutturalis,Bufo gutturalis,,Guttural toad,Animalia,Anura,Bufonidae,Amietophrynus,,,AT1309,,,,,http://en.wikipedia.org/wiki/Bufo_gutturalis,323986,
bulbostylishispidula,Bulbostylis hispidula,,,Plantae,Poales,Cyperaceae,Bulbostylis,,,AT0111;AT0707;AT0713;AT0722,BF;SN;BJ;NG,,,,,1125722,
bunolagusmonticularis,Bunolagus monticularis,,Riverine rabbit,Animalia,Lagomorpha,Leporidae,Bunolagus,herbivore; length:52cm; dark brown back and pale brown belly long ears; distinct white eye-ring; black stripe along lower jaw towards ear base;,"riparian shrubland, desert",AT1314,ZA,,,stuartstuart2007[92],http://en.wikipedia.org/wiki/Bunolagus_monticularis,311977,
buphagusafricanus,Buphagus africanus,,Yellow-billed Oxpecker,Animalia,Passeriformes,Sturnidae,Buphagus,,,AT0101;AT0108;AT0125;AT0704;AT0705;AT0706;AT0707;AT0709;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1013,ZM;RW;TZ;KE;NA;ZA;BW;SN;GM;ZW;UG;GH,,,,,1051005,
burhinidae,Burhinidae,,Stone-curlews,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Stone-curlew,104311,
burhinuscapensis,Burhinus capensis,,Spotted thick-knee,Animalia,Charadriiformes,Burhinidae,Burhinus,,,AT1309,"BW,NA,ZA",,,,n.wikipedia.org/wiki/Acacia_Fleckii_Schinz,1049041,
burhinussenegalensis,Burhinus senegalensis,,Senegal Thick-knee,Animalia,Charadriiformes,Burhinidae,Burhinus,,,AT0101;AT0111;AT0112;AT0705;AT0707;AT0711;AT0713;AT0721;AT0722;AT1007;AT1010;AT1401;AT1403;PA0904;PA1327,KE;EG;BJ;NG;SN;GN;TG;ET;GM;SD;UG;GH,,,,,1049043,
burkeaafricana,Burkea africana,,Wild syringa,Plantae,Fabales,Fabaceae,Burkea,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Burkea_africana,703435,
buteoauguralis,Buteo auguralis,,African Red-tailed Buzzard,Animalia,Accipitriformes,Accipitridae,Buteo,,,AT0107;AT0111;AT0114;AT0121;AT0707;AT0712;AT0722;AT1002;AT1010;AT1401,CM;AO;NG;LR;TG;GH,,,,,1048439,
buteobuteo,Buteo buteo,,Common buzzard,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Common_buzzard,1048441,
butoridesstriata,Butorides striata,,Striated Heron,Animalia,Pelecaniformes,Ardeidae,Butorides,,,AA0117;AA0119;AA0402;AA0702;AT0113;AT0120;AT0707;AT0715;AT0716;AT0722;AT0725;AT1306;IM0105;IM0107;IM0115;IM0124;IM0146;IM0168;IM0172;IM1402;NT0101;NT0102;NT0109;NT0128;NT0129;NT0136;NT0145;NT0160;NT0166;NT0170;NT0171;NT0178;NT0214;NT0220;NT0232;NT0709;NT0801;NT0803;NT0907;NT1307;NT1308;NT1315;NT1401;PA1325,BO;BT;BR;CO;TW;TT;PA;TH;PE;NP;AE;VE;ZA;EC;AR;AU;IL;IN;ET;GM;ID;KE;MY;MU;SC;SB;UG;SG,,,,,1065041,
cadabaaphylla,Cadaba aphylla,,Leafless wormbush,Plantae,Brassicales,Capparaceae,Cadaba,"shrub or small tree; up to 2m high; semi-succulent branches; nearly no leaves; the flowers are yellowish, orange to reddish-purple; the fruit is cylindrical","dry savanna, semi-desert",,"BW,ZA",,,vanrooyen2001[40],http://en.wikipedia.org/wiki/Cadaba_aphylla,5162739,
cadabafarinosa,Cadaba farinosa,,,Plantae,Brassicales,Capparaceae,Cadaba,,,AT0707;AT0713;AT0722,FR;BF,,,,,484999,
cadabaglandulosa,Cadaba glandulosa,,,,,,,,,AT0713,ML;BF,,,,,5162752,
caelifera,Caelifera,,Grasshoppers & Locusts,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Grasshopper,2634375,
calandrellabrachydactyla,Calandrella brachydactyla,,Greater Short-toed Lark,Animalia,Passeriformes,Alaudidae,Calandrella,,,AT1302;AT1306;IM0901;IM1301;IM1304;PA0436;PA0445;PA1206;PA1208;PA1209;PA1215;PA1221;PA1222;PA1303;PA1321;PA1323;PA1325,TN;FR;AE;PT;DE;IT;QA;CY;ES;IN;SA;SE;IL,,,,,915679,
calcochlorisobtusirostris,Calcochloris obtusirostris,,Yellow golden mole,Animalia,Afrosoricida,Chrysochloridae,Calcochloris,omnivore; body-length: 10cm; yellowish-brown shiny fur; no visible tail or ears; the eyes are covered with fur,"savanna, grassland","AT0719,AT0725","MZ,ZA",,,stuartstuart2007[30],http://en.wikipedia.org/wiki/calcochloris_obtusirostris,121986,
callosobruchusmaculatus,Callosobruchus maculatus,,Southern cowpea weevil,Animalia,Coleoptera,Chrysomelidae,Callosobruchus,,,PA0436,SE,,,,,1172676,
calotropisprocera,Calotropis procera,,giant milkweed,Plantae,Gentianales,Apocynaceae,Calotropis,,,AT0112;AT0707;AT0713;AT0715;AT0716;AT0722;AT0901;AT1007;AT1302;AT1320;NT0120;NT0308;PA0445;PA1212;PA1303;PA1321;PA1327;PA1329,FR;TZ;MA;ML;OM;BJ;BF;GN;IN;ET;SA;MX;ES,,,,,585607,
camaropterabrevicaudata,Camaroptera brevicaudata,,Grey-backed Camaroptera,Animalia,Passeriformes,Cisticolidae,Camaroptera,,,AT0108;AT0109;AT0125;AT0702;AT0704;AT0705;AT0707;AT0709;AT0712;AT0715;AT0717;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT1004;AT1009;AT1309;AT1316;AT1402,ZM;TZ;KE;SS;NA;ZA;MW;BW;ET;GM;UG,,,,,1048117,
camelliasinensis,Camellia sinensis,,Tea,Plantae,,,,,,,,,,,http://en.wikipedia.org/wiki/Camellia_sinensis,482447,
camelusdromedarius,Camelus dromedarius,,Dromedary camel,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Dromedary,309019,
campetherabennettii,Campethera bennettii,,Bennett's woodpecker,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Bennett%27s_woodpecker,1177585,
campetherapunctuligera,Campethera punctuligera,,Fine-spotted Woodpecker,Animalia,Piciformes,Picidae,Campethera,,,AT0111;AT0124;AT0707;AT0712;AT0713;AT0722;AT1010;AT1403,GW;CM;MR;BJ;NG;SN;GN;SL;TG;GM;CD;GH,,,,,1177583,
camponotusmaculatus,Camponotus maculatus,,Carpenter ant,Animalia,Hymenoptera,Formicidae,Camponotus,,,"AT0709,AT1309","BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Camponotus_maculatus,2929807,
camponotussericeus,Camponotus sericeus,,,Animalia,Hymenoptera,Formicidae,Camponotus,,,AT1306,AE,,,,,466442,
canavalia,Canavalia,,,Viridiplantae,Fabales,Fabaceae,Canavalia,,,,,,,,,39945910,
canavaliaafricana,Canavalia africana,,,Plantae,Fabales,Fabaceae,Canavalia,,,AT0725,MZ,,,,,655410,
canavaliaensiformis,Canavalia ensiformis,,Garde Place,Plantae,Fabales,Fabaceae,Canavalia,,,,,,,,,655303,
canis,Canis,,Canine,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Canis,14460,
canisadustus,Canis adustus,,Side-striped jackal,Animalia,Carnivora,Canidae,Canis,"omnivore; height: 35-50cm; the coat is grey or greyish-brown with a white stripe on each flank; the belly and insides of the legs are lighter; the ears stand erect; the dark,bushy tail has a white tip which distinguishes the Side-striped Jackal from the Black-backed Jackal;","savanna, marshland, shrubland, grassland, woodland, swamps","AT0726,AT0725,AT0907,AT0719,AT0128,AT0119","BW,MZ,NA,ZA,ZW",,,cillie1997[132],http://en.wikipedia.org/wiki/Canis_adustus,328683,
canisadustusadustus,Canis adustus adustus,,,Animalia,Carnivora,Canidae,Canis,,,AT0119;AT0125;AT0705;AT0725,NA;UG;BW;TZ;SZ,,,,,1265966,
canisaureus,Canis aureus,,golden jackal,Animalia,Carnivora,Canidae,Canis,,,AT0108;AT0714;AT1309;IM0115;IM0120;IM0162;IM0166;IM0212;PA0404;PA0408;PA0431;PA0446;PA1201;PA1207;PA1303,BG;TZ;GR;IQ;NA;TR;LK;HR;IL;IN;NP;AT,,,,,328681,
canislupusfamiliaris,Canis lupus familiaris,,"Dog, Domestic dog",Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Dog,1228387,
canismesomelas,Canis mesomelas,,Black-backed jackal,Animalia,Carnivora,Canidae,Canis,"omnivore; height: 30-50cm; the body and legs are red-brown; the insides of the legs, the belly and the throat are whitish; on the back and shoulders is a characteristic black saddle;the ears stand erect; the tail is bushy and black; the Black-backed Jackal is smaller than the Side-striped Jackal and lacks the white tip on the tail;","savanna, scrubforest, grassland","AT1309,AT1310,AT1315,AT1322,AT1203,AT1202,AT1314,AT1316,AT0702,AT0709,AT0726,AT0717,AT1009,AT1004,AT1003,AT0116","BW,MZ,NA,ZA,ZW",,,cillie1997[134],http://en.wikipedia.org/wiki/Canis_mesomelas,328682,
cannabissativa,Cannabis sativa,,Marijuana,Plantae,Rosales,Cannabaceae,Cannabis,,,AT1309,"BW,NA,ZA,ZW",,,,http://en.wikipedia.org/wiki/Cannabis_sativa,594919,
capereamarginata,Caperea marginata,,Pygmy right whale,Animalia,Cetacea,Cetotheriidae,Caperea,"planktivore; length: 6m; dark grey-blue colour with a paler band around the neck, white below;",marine habitat,,"NA,ZA",,,stuartstuart2007[260],http://en.wikipedia.org/wiki/Caperea_marginata,328578,
capparisfascicularis,Capparis fascicularis,,Zizag caper-bush,Viridiplantae,Brassicales,Capparaceae,Capparis,,,,,,,,,5161421,
capparissepiaria,Capparis sepiaria,,Hedge caper-bush,Plantae,Brassicales,Capparaceae,Capparis,,,AT0722,ML;BF,,,,,485001,
capparistomentosa,Capparis tomentosa,,African caper,Plantae,Brassicales,Capparaceae,Capparis,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Capparis_tomentosa,5161369,
caprahircus,Capra hircus,,Domestic goat,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Goat,328660,
caprimulgidae,Caprimulgidae,,Nightjar,Animalia,Caprimulgiformes,Caprimulgidae,,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Caprimulgidae_sp,7971,
caprimulgus,Caprimulgus,,Nightjar,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Caprimulgus,13986,
caprimulguseximius,Caprimulgus eximius,,Golden Nightjar,Animalia,Strigiformes,Caprimulgidae,Caprimulgus,,,AT0713;PA1304;PA1329,MR;SN;CM;SD,,,,,1178148,
caprimulgustristigma,Caprimulgus tristigma,,Freckled Nightjar,Animalia,Strigiformes,Caprimulgidae,Caprimulgus,,,AT0101;AT0114;AT0116;AT0702;AT0704;AT0705;AT0707;AT0711;AT0714;AT0716;AT0717;AT0719;AT0721;AT0725;AT0902;AT0907;AT1004;AT1010;AT1013;AT1309;AT1314;AT1316,ZM;TZ;KE;NA;ZA;NG;MW;BW;GN;UG;ZW;GH,,,,,1178165,
capsicum,Capsicum,,peppers,Plantae,Solanales,Solanaceae,,,,,,,,,,38876,
capsicumannuum,Capsicum annuum,,sweet and chili peppers,Plantae,Solanales,Solanaceae,Capsicum,,,AA0801;IM0154;NA0303;NA0701;NA0806;NA1302;NA1303;NA1311;NA1312;NT0109;NT0228;PA0402;PA0405;PA0436;PA0445;PA0608;PA1201;PA1215;PA1221,FR;CO;DE;TR;LK;US;NZ;ES;FI;MX;SE,,,,,581098,
capsicumfrutescens,Capsicum frutescens,,Tabasco Pepper,Viridiplantae,Solanales,Solanaceae,Capsicum,,,AA0801;IM0154;NA0303;NA0701;NA0806;NA1302;NA1303;NA1311;NA1312;NT0109;NT0228;PA0402;PA0405;PA0436;PA0445;PA0608;PA1201;PA1215;PA1221,FR;CO;DE;TR;LK;US;NZ;ES;FI;MX;SE,,,,,8761709,
carabidae,Carabidae,,Ground beetle,Animalia,Coleoptera,Carabidae,,,,"AT0709,AT1309","BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Carabidae_sp.,21436178,
caracalcaracal,Caracal caracal,,Caracal,Animalia,Carnivora,Felidae,Caracal,"carnivore; the coat is reddish-brown to brick-red, the belly and chest are white; this cat has remarkably strong hind legs and a short tail; the ears are large and pointed with large tufts of black hair, the back of the ear is black; they have black marks around the eyes and at the base of the whiskers;","savanna, scrubforest, grassland, rocky area","AT0709,AT1309,AT1316,AT0702,AT0725,AT0717,AT0719,AT0128,AT1009,AT1314,AT1322,AT1202,AT1203","BW,MZ,NA,ZA,ZW",,Desert Lynx,cillie1997[116],http://en.wikipedia.org/wiki/Caracal_caracal,312855,
caralluma,Caralluma,,Caralluma sp.,Plantae,Gentianales,Apocynaceae,Caralluma,,,"AT0709,AT1309","BW,ZA",,,,http://en.wikipedia.org/wiki/Caralluma_sp,2877789,
carallumaacutangula,Caralluma acutangula,,,Plantae,Gentianales,Apocynaceae,Caralluma,,,AT0715,ET,,,,,5335342,
carallumaadscendens,Caralluma adscendens,,,Viridiplantae,Gentianales,Apocynaceae,Caralluma,,,AT0722,ML;BF,,,,,5335345,
cardiospermumhalicacabum,Cardiospermum halicacabum,,balloon vine,Plantae,Sapindales,Sapindaceae,Cardiospermum,,,AA0402;AT0713;AT0722;AT1309;IM0212;NA0303;NA0404;NA0523;NA0804;NA0814;NA1307;NT0137;NT1316;PA0402;PA0445;PA1209;PA1215,BE;FR;CO;NA;LK;US;BF;AU;MX;ES,,,,,582320,
carebaravidua,Carebara vidua,,Carebara sp.,Animalia,Hymenoptera,Formicidae,Carebara,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Carebara_vidua,450886,
caricapapaya,Carica papaya,,papaya,Plantae,Brassicales,Caricaceae,Carica,,,AA0115;AT0110;AT0111;AT0130;AT0707;AT0722;NA0303;NA1311;NT0150;NT0154;NT0218;NT0310;NT1403;OC0202,NI;FR;PW;TT;US;ID;MU;JM;AU;PG;BR;SC;GN;FJ;CD;MX;ES,,,,,585682,
carissabispinosa,Carissa bispinosa,,Y-thorned carissa,Plantae,Gentianales,Apocynaceae,Carissa,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Carissa_bispinosa,6850668,
carpitalpaarendsi,Carpitalpa arendsi,,Arend's golden mole,Animalia,Afrosoricida,Chrysochloridae,Carpitalpa,carnivore; body-length: 12cm; dark shiny fur; no visible tail or ears; the eyes are covered with skin;,grassland,"AT1006,AT0719","BW,MZ",,,stuartstuart2007[30],http://en.wikipedia.org/wiki/Carpitalpa_arendsi,1053905,
cassiasieberiana,Cassia sieberiana,,Drumstick Tree,Plantae,Fabales,Fabaceae,Cassia,,,AT0130;AT0707;AT0722;AT1403,GN;FR;BF;ML,,,,,418299,
cassythafiliformis,Cassytha filiformis,,Fine-stem Lovevine,Plantae,Laurales,Lauraceae,Cassytha,,,,,,,,,596901,
cataglyphis,Cataglyphis,,,Metazoa,Hymenoptera,Formicidae,Cataglyphis,,,,,,,,,33835543,
cataloipuscymbiferus,Cataloipus cymbiferus,,,Animalia,Orthoptera,Acrididae,Cataloipus,,,,,,,,,495654,
cataloipusfuscocoeruleipes,Cataloipus fuscocoeruleipes,,,Animalia,Orthoptera,Acrididae,Cataloipus,,,,,,,,,495661,
catantopsstramineus,Catantops stramineus,,,Animalia,Orthoptera,Acrididae,Catantops,,,,,,,,,496420,
catophractesalexandri,Catophractes alexandri,,Trumpet thorn,Plantae,Lamiales,Bignoniaceae,Catophractes,"shrub, large trumpet-shaped white flowers, sometimes slightly pink, hairy blue-grey leaves, hard black thorns in pairs, fruit is a woody capsule",semi-arid savanna,AT1309,"BW,NA,ZA",,,"vanderwalt1999[75],vanrooyen2001[54]",http://en.wikipedia.org/wiki/Catophractes,5640181,
caususmaculatus,Causus maculatus,,Spotted Night Adder,Animalia,Squamata,Viperidae,Causus,,,AT0107;AT0111;AT0114;AT0130;AT1403,GN;CI;CM;GH,,,,,796042,
ceibapentandra,Ceiba pentandra,,Kapok Tree,Plantae,Malvales,Malvaceae,Ceiba,,,AA1205;AT0110;AT0111;AT0114;AT0130;AT0707;AT0722;AT1403;IM0150;IM0154;NT0109;NT0119;NT0129;NT0137;NT0154;NT0166;NT0176;NT0178;NT0211;NT0218;NT0235,FR;BF;BJ;JM;CR;LK;LR;PE;GW;CI;GT;CO;VE;EC;CD;AU;IN;GN;GM;GH;ML;US;SN;MX,,,,,584794,
celosiaargentea,Celosia argentea,,Silver spiked cockcomb,Plantae,Caryophyllales,Amaranthaceae,Celosia,,,AA0801;AT0722;IM0135;NT0130;PA1201,ML;SL;TR;BJ;NG;NZ;IN;CR;ES,,,,,585463,
celosiatrigyna,Celosia trigyna,,Silver spinach,Plantae,Caryophyllales,Amaranthaceae,Celosia,,,AT0114;AT0202;AT0707;AT0713;AT0722;AT1015,MG;TZ;ML;BF;BJ;NG;SN;GN,,,,,484437,
celtistoka,Celtis toka,,,,,,,,,AT0707;AT0722,ML;FR;BF,,,,,5722158,
cenchrusbiflorus,Cenchrus biflorus,,Indian sandbur,Plantae,Poales,Poaceae,Cenchrus,,,AT0713;AT0722;PA1208;PA1209;PA1216;PA1221,ML;BF;SN;ES,,,,,1114276,
cenchrusciliaris,Cenchrus ciliaris,,buffelgrass,Plantae,Poales,Poaceae,Cenchrus,,,AA1207;AA1309;AT0907;NA1303;NT0227;NT1316;PA1203;PA1212;PA1215,US;BW;AU;MX;ES,,,,,1115489,
cenchrusprieurii,Cenchrus prieurii,,,Plantae,Poales,Poaceae,Cenchrus,,,,,,,,,2884994,
centaureaperrottetii,Centaurea perrottetii,,,Plantae,Asterales,Asteraceae,Centaurea,,,,,,,,,6217713,
centropodiaglauca,Centropodia glauca,,Gha grass,Plantae,Poales,Poaceae,Centropodia,"grass, up to 1m tall, very hardy, almost succulent-like culms, short blue-green leaves",,AT1309,"BW,NA,ZA",,,vanderwalt1999[91],http://en.wikipedia.org/wiki/Centropodia,5825551,
centropussenegalensis,Centropus senegalensis,,Senegal Coucal,Animalia,Cuculiformes,Cuculidae,Centropus,,,AT0107;AT0108;AT0111;AT0114;AT0121;AT0130;AT0705;AT0707;AT0712;AT0713;AT0717;AT0722;AT0725;AT0905;AT1401;AT1403;PA1327,GW;ZM;CM;SS;EG;ZA;BJ;NG;BW;LR;SN;TG;GM;ZW;UG;GH,,,,,1047967,
centropussuperciliosus,Centropus superciliosus,,White-browed coucal,Animalia,Cuculiformes,Cuculidae,Centropus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Centropus_superciliosus,914682,
cephalocrotonmollisklotsch,Cephalocroton mollis Klotsch,,Cephalocroton sp.,Plantae,Malpighiales,Euphorbiaceae,Cephalocroton,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Cephalocroton_mollis_Klotsch,1148361,
cephalophusnatalensis,Cephalophus natalensis,,Natal red duiker,Animalia,Artiodactyla,Bovidae,Cephalophus,herbivore; height: 40cm; chestnut to reddish-brown coat with a slightly leghter belly; a tuft of dark hair between the horns; the ears are short and rounded; the tail has a white tip; both sexes have short horn which lie backwards in line with the face;,"forest, shrubland","AT0725,AT0128,AT0719","ZA,MZ",,Red Duiker,cillie1997[66],http://en.wikipedia.org/wiki/Cephalophus_natalensis,328717,
cephalorhynchusheavisidii,Cephalorhynchus heavisidii,,Heaviside's dolphin,Animalia,Cetacea,Delphinidae,Cephalorhynchus,"carnivore; length: 1,3-1,7m; black upperparts, white on the lower throat, chest and abdomen, white bands from the abdomen towards the tail and from flipper and throat towards the eye; triangular fin; very short beak; stocky appearance;",marine habitat,,"NA,ZA",,,stuartstuart2007[276],http://en.wikipedia.org/wiki/Cephalorhynchus_heavisidii,129532,
cerambycidae,Cerambycidae,,"Longhorn beetle, Long-horned beetle, Longicorn",Animalia,Coleoptera,Cerambycidae,,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Cerambycidae_sp,357,
cerastescerastes,Cerastes cerastes,,Horned Viper,Animalia,Squamata,Viperidae,Cerastes,,,PA1321,TN,,,,,795462,
cerastesvipera,Cerastes vipera,,Common Sand Viper,Animalia,Squamata,Viperidae,Cerastes,,,,,,,,,2817781,
ceratothecasesamoides,Ceratotheca sesamoides,,false sesame,Plantae,Lamiales,Pedaliaceae,Ceratotheca,,,AT0111;AT0713;AT0722,BF;BJ;NG,,,,,483778,
ceratotheriumsimum,Ceratotherium simum,,White rhinoceros,Animalia,Perissodactyla,Rhinocerotidae,Ceratotherium,"herbivore; height: 150-180cm; the body is barrel-shaped with a low hanging head; the ears are pointy; the head is long with two horns on the snout, the front horn being the bigger one (± 85 cm); the square lips are characteristic; the white Rhinoceros is bigger than the black Rhinoceros","savanna, forest, grassland","AT0709,AT0725,AT0726,AT1004","BW,NA,ZA,ZW",,,cillie1997[102],http://en.wikipedia.org/wiki/Ceratotherium_simum,311503,
cercopithecusalbogularis,Cercopithecus albogularis,,Sykes' monkey,Animalia,Primates,Cercopithecidae,Cercopithecus,"omnivore; body length; 1,2-1,4m; dark brown fur on the shoulders and the limbs the back and flanks are grizzled grey-brown the belly is off-white; the hair on the cheeks is long;","forest, woodland","AT1004,AT1012,AT0116,AT0719,AT0725,AT0717,AT0128,AT1006","MZ,ZA,ZW",,,stuartstuart2007[82],http://en.wikipedia.org/wiki/Cercopithecus_albogularis,4453564,
cercopithecusmitis,Cercopithecus mitis,,Blue monkey,Animalia,Primates,Cercopithecidae,Cercopithecus,"omnivore; body-length: 50-65cm, tail-length: 50 cm; the upper parts of the body are grey, the limbs are darker, the chest and belly are dull yellow; the face is black, just above the brow line is a prominent row of forward pointing white fur;",forest,"AT0116,AT0128,AT0725,AT1004,AT1012","MZ,ZA,ZW",,Diademed Monkey,cillie1997[202],http://en.wikipedia.org/wiki/Cercopithecus_mitis,313665,
cercotrichasgalactotes,Cercotrichas galactotes,,Rufous Scrub Robin,Animalia,Passeriformes,Muscicapidae,Cercotrichas,,,AT0711;AT0713;AT0716;AT0721;AT1306;PA0805;PA1207;PA1303;PA1320;PA1321;PA1323;PA1325,AE;KE;AM;IR;TR;QA;JO;KW;IL;MA;UG;TZ;SA;SN,,,,,1051498,
cercotrichaspodobe,Cercotrichas podobe,,Black Bush Robin,Animalia,Passeriformes,Muscicapidae,Cercotrichas,,,AT0713;AT0715;AT1007;AT1302;AT1305;AT1320;AT1321;PA1303;PA1323;PA1325,DJ;CM;IL;ET;AE;SA;SD,,,,,1051503,
ceropegiamultiflorasubsptentaculata,Ceropegia multiflora subsp. tentaculata,,Lantern flower,Plantae,Gentianales,Apocynaceae,Ceropegia,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Ceropegia_multiflora_tentaculata,35626927,
ceruanapratensis,Ceruana pratensis,,,Plantae,Asterales,Asteraceae,Ceruana,,,,,,,,,5111389,
cerylerudis,Ceryle rudis,,Lesser Pied Kingfisher,Animalia,Coraciiformes,Alcedinidae,Ceryle,,,AT0108;AT0111;AT0116;AT0704;AT0707;AT0711;AT0713;AT0715;AT0716;AT0721;AT0722;AT0725;AT1402;AT1405;IM0105;IM0115;IM0118;IM0124;IM0137;IM0149;IM0150;IM0164;IM0166;IM0201;IM0202;IM0204;IM0205;IM0208;IM0209;IM0210;PA0904;PA1207;PA1327,TZ;KE;SN;MM;TW;EG;KH;TR;ZA;VN;NE;HK;IL;IN;NP;ET;GM;CD;UG;GH,,,,,1049962,
chaerephonansorgei,Chaerephon ansorgei,,Ansorge's free-tailed bat,Animalia,Chiroptera,Molossidae,Chaerephon,"insectivore; length: 10cm; grey-brown to reddish-brown fur, underside paler;  the larger ears are joined on the forehead; the upper lip is wrinkled; the tail is not entirely enclosed in the interfemoral membrane;","savanna, woodland","AT1004,AT0717,AT0725,AT0719,AT1006","ZA,ZW",,,stuartstuart2007[76],http://en.wikipedia.org/wiki/Chaerephon_ansorgei,328849,
chaerephonbivittatus,Chaerephon bivittatus,,Spotted free-tailed bat,Animalia,Chiroptera,Molossidae,Chaerephon,insectivore; length:11 cm; part of the tail extends beyond the interfemoral membrane; the large ears are connected by a flap of skin across the forehead; the upper lip is wrinkled;,"savanna, rocky area","AT0717,AT0725,AT1006,AT0719,AT0726",ZW,,,stuartstuart2007[76],http://en.wikipedia.org/wiki/Chaerephon_bivittatus,328851,
chaerephonchapini,Chaerephon chapini,,Chapin's free-tailed bat,Animalia,Chiroptera,Molossidae,Chaerephon,"insectivore; length: 15 cm; chestnut coloured fur on the back, the belly is nearly white; a crest of erectile hair between the large ears (more developed in males); white or pale brown wing-membranes; the tip of the tail is not enclosed in the interfemoral membrane; the upper lip is wrinkled","savanna, woodland","AT0702,AT0726,AT0725,AT0719","BW,NA,ZW",,,stuartstuart2007[76],http://en.wikipedia.org/wiki/Chaerephon_chapini,328852,
chaerephonnigeriae,Chaerephon nigeriae,,Nigerian free-tailed bat,Animalia,Chiroptera,Molossidae,Chaerephon,insectivore; length:10 cm; dark brown fur; the wing-membranes are white and translucent; the large ears are connected by a band of skin;,"savanna, woodland","AT0725,AT0709,AT0907,AT0717,AT0908,AT0726,AT0719","BW,ZW",,,stuartstuart2007[76],http://en.wikipedia.org/wiki/Chaerephon_nigeriae,328857,
chaerephonpumilus,Chaerephon pumilus,,Little free-tailed bat,Animalia,Chiroptera,Molossidae,Chaerephon,"insectivore; body-length: 5-25 cm, wing-span: 25 cm; dark brown back, lighter belly; oversized round ears;","savanna, forest, grassland","AT1322,AT1202,AT1203,AT0907,AT0725,AT0719,AT0119,AT0128","BW,MZ,NA,ZA,ZW",,Tadarida pumila according to IUCN,cillie1997[208],http://en.wikipedia.org/wiki/Chaerephon_pumilus,328859,
chalcidesocellatus,Chalcides ocellatus,,Ocellated Skink,,,,,,,AT1302;AT1320;PA1205;PA1206;PA1214;PA1218,TN;OM;CY;IT;GR,,,,,1056880,
chalicodoma,Chalicodoma,,Chalicodoma sp.,Animalia,Hymenoptera,Megachilidae,,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Chalicodoma_sp,3797151,
chamaecristaabsus,Chamaecrista absus,,tropical sensitive-pea,Plantae,Fabales,Fabaceae,Chamaecrista,,,AT0707;AT0722,BF;SN,,,,,703836,
chamaecristamimosoides,Chamaecrista mimosoides,,Fishbone cassia,Plantae,Fabales,Fabaceae,Chamaecrista,,,AT0111;AT0707;AT0713;AT0722;AT0907,BF;BW;SN;BJ;NG,,,,,418466,
chamaecristanigricans,Chamaecrista nigricans,,,Plantae,Fabales,Fabaceae,Chamaecrista,,,AT0713;AT0722,ML;FR;BF;BJ,,,,,418461,
chamaeleo,Chamaeleo,,Chameleon,Animalia,Squamata,Chamaeleonidae,Chamaeleo,,,AT1309,,,,,http://en.wikipedia.org/wiki/Chamaeleo_sp.,15730,
chamaeleoafricanus,Chamaeleo africanus,,African Chamaeleon,Animalia,Squamata,Chamaeleonidae,Chamaeleo,,,AT0714;AT0722,TZ;NE,,,,,795430,
chamaeleodilepis,Chamaeleo dilepis,,Flapneck chameleon,Animalia,Squamata,Chamaeleonidae,Chamaeleo,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Chamaeleo_dilepis,791821,
chascanumlaetum,Chascanum laetum,,,Viridiplantae,Lamiales,Verbenaceae,Chascanum,,,,,,,,,5391188,
chascanummarrubiifoliumfenzlexwalp,Chascanum marrubiifolium Fenzl ex Walp.,,,,,,,,,,,,,,,5391192,
cheilantheshirta,Cheilanthes hirta,,Lip fern,Plantae,Polypodiales,Pteridaceae,Cheilanthes,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Cheilanthes_hirta,6122942,
