id,scientific_name,species_description,english_name,kingdom,order,family,genus,characteristics,biotope,ecoregions__ids,countries__ids,general_uses,notes,refs__ids,wikipedia_url,eol_id,links
laurusnobilis,Laurus nobilis,,Bay Laurel,Plantae,Laurales,Lauraceae,Laurus,,,AA0405;AA0408;AA0801;PA0402;PA0406;PA0409;PA0445;PA1203;PA1210;PA1211;PA1215;PA1330,FR;IT;NZ;GB;IE;ES,,,,,486835,
lawsoniainermis,Lawsonia inermis,,Egyptian Privet,Plantae,Myrtales,Lythraceae,Lawsonia,,,AT0707;AT0903;AT1306,ML;FR;OM,,,,,486839,
lebeckialinearifolia,Lebeckia linearifolia,,Blue pea,Plantae,Fabales,Fabaceae,Lebeckia,"2m tall shrub, yellow flowers, blue-grey foliage, linear leaves divided in three, pods","dry river course, dune",AT1309,"BW,NA,ZA",,,vanderwalt1999[69];vanrooyen2001[46],http://en.wikipedia.org/wiki/Calobota_linearifolia,703728,
ledebouria,Ledebouria,,Ledebouria sp.,Plantae,Asparagales,Hyacinthaceae,Ledebouria,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Ledebouria_sp,31847,
ledebouriamarginata,Ledebouria marginata,,Ledebouria sp.,Plantae,Asparagales,Asparagaceae,Ledebouria,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Ledebouria_marginata,1003549,
lemniscomysrosalia,Lemniscomys rosalia,,Single-striped grass mouse,Animalia,Rodentia,Muridae,Lemniscomys,"herbivore; length: 27cm; colour ranges from pale grey to brown, down the mid-back is a characteristic dark stripe; the long tail is slim with little hair;",savanna,"AT0702,AT0709,AT0725,AT0726,AT0719,AT0717,AT1004,AT1012","BW,MZ,NA,ZA,ZW",,,cillie1997[212],http://en.wikipedia.org/wiki/Lemniscomys_rosalia,1179125,
leonotismicrophylla,Leonotis microphylla,,Leonotis sp.,Plantae,Lamiales,Lamiaceae,Leonotis,,,AT0709,"BW,NA",,Leonotis myricifolia? eol 5375095,,http://en.wikipedia.org/wiki/Leonotis_microphylla,,
leonotisnepetifoliaafricana,Leonotis nepetifolia africana,,,Viridiplantae,Lamiales,Lamiaceae,Leonotis,,,AT0711;AT0722;AT1015;NA0303;NA0529;NA1201;NA1302;NA1304;NA1307;NT0204;NT0205;NT0230;NT0310;NT0704;PA1203,BF;TZ;KE;US;BR;MX;ES,,,,,39913486,
lepidagathisanobrya,Lepidagathis anobrya,,,,,,,,,AT0111;AT0722,BF;BJ,,,,,26307155,
lepidoptera,Lepidoptera,,Butterflies & moths,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Lepidoptera,747,
lepisanthessenegalensis,Lepisanthes senegalensis,,,Plantae,Sapindales,Sapindaceae,Lepisanthes,,,AA0120;AT0111;AT0722,ML;PG;GH,,,,,2907372,
leptadeniahastata,Leptadenia hastata,,,Viridiplantae,Gentianales,Apocynaceae,Leptadenia,,,AT0707;AT0713;AT0722;AT1403;PA1329,FR;ML;BF;BJ;NG;SN;GN,,,,,5338533,
leptadeniapyrotechnica,Leptadenia pyrotechnica,,khip,Viridiplantae,Gentianales,Apocynaceae,Leptadenia,,,AT0713;AT0722,ML;BF,,,,,2885893,
leptailurusserval,Leptailurus serval,,Serval,Animalia,Carnivora,Felidae,Leptailurus,"carnivore; height 55-65cm; the Serval is a slender cat with long legs, a small head and large rounded ears; the colour ranges from dull white to golden-yellow with black stripes down the neck and black spots on the body; it can be distinguished from the Cheetah by the lack of tear marks and the larger ears;","savanna, forest, grassland","AT0702,AT0709,AT0907,AT0725,AT0726,AT0719,AT0128,AT0116,AT0119,AT1004,AT1012","BW,MZ,NA,ZA,ZW",,,cillie1997[118],http://en.wikipedia.org/wiki/Leptailurus_serval,1041048,
leptonychotesweddellii,Leptonychotes weddellii,,Weddell seal,Animalia,Carnivora,Phocidae,Leptonychotes,"carnivore; length: 2,8-3m; relatively small head; dark brown to black above, white below, white streaks and splashed on the sides;",marine habitat,,ZA,,,stuartstuart2007[252],http://en.wikipedia.org/wiki/Leptonychotes_weddellii,328638,
leptoptiloscrumeniferus,Leptoptilos crumeniferus,,Marabou stork,Animalia,Ciconiiformes,Ciconiidae,Leptoptilos,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Leptoptilos_crumeniferus,1049153,
leptotyphlops,Leptotyphlops,,"Threadsnake, Slender blind snake",Animalia,Squamata,Leptotyphlopidae,Leptotyphlops,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Leptotyphlops_sp,13959,
lepuscapensis,Lepus capensis,,Cape hare,Animalia,Lagomorpha,Leporidae,Lepus,herbivore; this typical hare has well developed hind legs for running and leaping; the ears as well as the eyes are large; the colour of the coat varies from light brown to reddish to sandy grey; the females are larger than the males;,"grassland, desert","AT0709,AT1310,AT1316,AT1315,AT1322,AT1314,AT1309,AT1202,AT1203","BW,ZA",,,cillie1997[186],http://en.wikipedia.org/wiki/Lepus_capensis,327967,
lepuseuropaeus,Lepus europaeus,,European hare,Animalia,Lagomorpha,Leporidae,Lepus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Lepus_europaeus,118009,
lepussaxatilis,Lepus saxatilis,,Scrub hare,Animalia,Lagomorpha,Leporidae,Lepus,herbivore; body-length: 45-65cm; the fur on the back is grizzled gray with black speckles; the belly is white; the short tail is dark on top and white underneath; the erect ears are prominent; the Scrub Hare is larger than the Cape Hare,"savanna, woodland","AT0709,AT1309,AT1316,AT0702,AT1314,AT1322,AT1201,AT1202,AT1203,AT0725,AT0907,AT0726,AT0717,AT0719,AT1009,AT1004","BW,MZ,NA.ZA,ZW",,,cillie1997[184],http://en.wikipedia.org/wiki/Lepus_saxatilis,311984,
lessertiaphysodes,Lessertia physodes,,Lessertia sp.,Plantae,Fabales,Fabaceae,Lessertia,"shrub, 1m tall, leaves are pinnately compound, the leaflets are linear-oblong and hairy below, the flowers are shaped like typical pea-flowers, fruit is an infated hairless pod",dry river course,,,,,vanrooyen2001[68],http://en.wikipedia.org/wiki/Lessertia_(plant),703148,
lethocerus,Lethocerus,,,Metazoa,Hemiptera,Belostomatidae,Lethocerus,,,,,,,,,23801854,
leucas,Leucas,,,Viridiplantae,Lamiales,Lamiaceae,Leucas,,,,,,,,,21235893,
leucasdeflexa,Leucas deflexa,,,Viridiplantae,Lamiales,Lamiaceae,Leucas,,,,,,,,,5376522,
leucasmartinicensis,Leucas martinicensis,,Whitewort,Plantae,Lamiales,Lamiaceae,Leucas,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Leucas_martinicensis,579214,
leucosphaerabainesii,Leucosphaera bainesii,,Leucosphaera,Plantae,Caryophyllales,Amaranthacaea,Leucosphaera,"dwarf shrub, 50cm, silvery, hairy leaves, white flowers with hairy heads",dry river course,,"BW,NA,ZA",,,vanrooyen2001[64],http://en.wikipedia.org/wiki/Amaranthaceae,5174280,
limeumpterocarpumvarpterocarpum,Limeum pterocarpum var. pterocarpum,,,,,,,,,AT0713,BF,,,,,17957283,
lippiajavanica,Lippia javanica,,Lemon bush,Plantae,Lamiales,Verbenaceae,Lippia,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Lippia_javanica,5388980,
lippiascaberrima,Lippia scaberrima,,Beukessboss,Plantae,Lamiales,Verbenaceae,Lippia,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Lippia_scaberrima,5389151,
lissodelphisperonii,Lissodelphis peronii,,African right-whale dolphin,Animalia,Cetacea,Delphinidae,Lissodelphis,"carnivore; length: 2-3m; black above, white below; no dorsal fin; white beak;",marine habitat,,"NA,ZA",,,stuartstuart2007[268],http://en.wikipedia.org/wiki/Lissodelphis_peronii,328528,
lissotismelanogaster,Lissotis melanogaster,,Black-bellied Korhaan,Animalia,Gruiformes,Otididae,Lissotis,,,AT0101;AT0108;AT0705;AT0706;AT0707;AT0709;AT0711;AT0714;AT0716;AT0721;AT0725;AT0907;AT1009,ZM;TZ;KE;ZA;BW;UG;GH,,,,,338736,
lobodoncarcinophagus,Lobodon carcinophagus,,Crabeater seal,Animalia,Carnivora,Phocidae,Lobodon,"carnivore; length: 2,3-2,7m; sleek, long body with silvery fur, lighter underside;",marine habitat,,ZA,,,stuartstuart2007[250],http://en.wikipedia.org/wiki/Lobodon_carcinophagus,1052723,
locustamigratoriamigratorioides,Locusta migratoria migratorioides,,African locust,Animalia,Orthoptera,Acrididae,Locusta,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Locusta_migratoria_migratorioides,1238398,
locustanapardalina,Locustana pardalina,,Brown locust,Animalia,Orthoptera,Acrididae,Locustana,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Locustana_pardalina,659564,
loeseneriellaafricana,Loeseneriella africana,,,Viridiplantae,Celastrales,Celastraceae,Loeseneriella,,,AT0130;AT0722,ML;CI;BF,,,,,11912519,
lonchocarpuslaxiflorus,Lonchocarpus laxiflorus,,,Plantae,Fabales,Fabaceae,Lonchocarpus,,,AT0722,ML;BF;BJ,,,,,686449,
lonchocarpusnelsii,Lonchocarpus nelsii,,Kalahari appleleaf,Plantae,Fabales,Fabaceae,Lonchocarpus,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Lonchocarpus_nelsii,686451,
lonchuracantans,Lonchura cantans,,warbling silverbill,Animalia,Passeriformes,Estrildidae,Lonchura,,,AT0903;AT1302;AT1320;NA1201;NA1202,ML;SA;OM;US,,,,,916926,
lophotisruficrista,Lophotis ruficrista,,Redcrested korhaan,Animalia,,,,,,,,,synonym: Eupodotis ruficrista,,http://en.wikipedia.org/wiki/Red-crested_korhaan,338733,
lophotissavilei,Lophotis savilei,,Savile's Bustard,Animalia,Gruiformes,Otididae,Lophotis,,,AT0713;AT0722,GM;BF;CM;SN,,,,,267213,
lotononisdensa,Lotononis densa,,Lotononis sp.,Plantae,Fabales,Fabaceae,Lotononis,"shrub, up to 40cm tall, trifoliate leaves with long petioles, yellowish-green pea-like flowers, the pods are slightly wavy",sandy soil,,,,,vanrooyen2001[68],http://en.wikipedia.org/wiki/Lotononis,6308840,
loudetiatogoensis,Loudetia togoensis,,,Plantae,Poales,Poaceae,Loudetia,,,AT0722,BF;BJ,,,,,5830130,
loxodontaafricana,Loxodonta africana,,African bush elephant,Animalia,Proboscidea,Elephantidae,Loxodonta,"herbivore; height: 3-3,75m; the African Bush elephant has large flat ears; its trunk ends with two opposing extensions; both sexes have large tusks; females are smaller and have smaller tusks;","savanna, marshland, forest, grassland, desert, swamps","AT0709,AT1309,AT0702,AT0726,AT0725,AT0719","BW,MZ,NA.ZA,ZW",,,cillie1997[100],http://en.wikipedia.org/wiki/Loxodonta_africana,289808,
ludwigiaerecta,Ludwigia erecta,,Yerba-de-Jicotea,Plantae,Myrtales,Onagraceae,Ludwigia,,,AT0130;AT0722,CI;BF;BJ,,,,,582913,
ludwigiahyssopifolia,Ludwigia hyssopifolia,,seedbox,Plantae,Myrtales,Onagraceae,Ludwigia,,,NT0125,SR;VE,,,,,482672,
ludwigiapeploidesglabrescens,Ludwigia peploides glabrescens,,floating primrose-willow,Plantae,Myrtales,Onagraceae,Ludwigia,,,AA0402;NA0411;NA0804;NA0806;NA0814;NA1202;PA0402;PA1215,FR;AU;NZ;US,,,,,1277552,
luffaaegyptiaca,Luffa aegyptiaca,,sponge gourd,Plantae,Cucurbitales,Cucurbitaceae,Luffa,,,AT0110;AT0125;AT0722;NT0137,TZ;BF;CO;CD,,,,,487006,
lybiusdubius,Lybius dubius,,Bearded Barbet,Animalia,Piciformes,Ramphastidae,Lybius,,,AT0111;AT0114;AT0705;AT0707;AT0712;AT0722;AT1010;AT1403,GW;BF;CM;BJ;NG;SN;TG;GN;GM;TD;GH,,,,,1177732,
lybiusvieilloti,Lybius vieilloti,,Vieillot's Barbet,Animalia,Piciformes,Ramphastidae,Lybius,,,AT0111;AT0707;AT0712;AT0713;AT0722;AT1010,CM;NG;SN;TG;GM;GH;SD,,,,,1177723,
lycaonpictus,Lycaon pictus,,Painted hunting dog,Animalia,Carnivora,Canidae,Lycaon,"carnivore; height: 75cm; these canids have a short dark snout and large, round ears; the body and legs are white with yellow, brown and black blotches, the bushy tail is white; the pattern and colour differs among individuals; down the centre of the forehead is a dark stripe;","savanna, forest, grassland, woodland","AT0709,AT1309,AT0717,AT0726,AT0719,AT0725","BW,MZ,NA.ZA,ZW",,African Wild Dog,cillie1997[130],http://en.wikipedia.org/wiki/Lycaon_pictus,328697,
lycidae,Lycidae,,Net-winged beetle,Animalia,Coleoptera,Lycidae,,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Lycidae_sp,382,
lyciumbosciifolium,Lycium bosciifolium,,Limpopo honey-thorn,Plantae,Solanales,Solanaceae,Lycium,"shrub, up to 3m tall, thorny stems, small green lance-shaped hairless leaves, long dirty white to greenish flowers with dark violet lobes, the fruit is a glossy, purplish berry","dry river course, arid area, sandy soil, dune",AT1309,"BW,NA,ZA",,,vanrooyen2001[52],http://en.wikipedia.org/wiki/Lycium_bosciifolium,5700974,
lyciumcinereum,Lycium cinereum,,Lycium sp.,Plantae,Solanales,Solanaceae,Lycium,"shrub, up to 1,5m tall, small lance-shaped leaves, small white to bluish or mauve flowers, the fruit is a red berry,","dry river course,sandy soil",,,,,vanrooyen2001[52],http://en.wikipedia.org/wiki/Lycium_cinereum,5701030,
lyciumhirsutum,Lycium hirsutum,,River honey-thorn,Plantae,Solanales,Solanaceae,Lycium,"Shrub, 1-2m tall, hairy, thorny branches, oblanceolate densely haired leaves, the creamy white to mauve flowers are solitairy, the fruit is a red berry when ripe,","dry river course, sandy soil",,"BW,NA",,,vanrooyen2001[52],http://en.wikipedia.org/wiki/Lycium_hirsutum,5701132,
lycosa,Lycosa,,Wolf spider,Animalia,Araneae,Lycosidae,Lycosa,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Lycosa_sp,89111,
lydomorphusdusaulti,Lydomorphus dusaulti,,,Animalia,Coleoptera,"Meloidae Gyllenhal, 1810","Lydomorphus Fairmaire in Révoil, 1882",,,,,,,,,28420720,
mabouyapunctatissima,Mabouya punctatissima,,Mabouya sp.,Animalia,Squamata,Scincidae,Mabuya,,,AT1309,"BW,NA,ZA",,check!,,http://en.wikipedia.org/wiki/Mabouya_punctatissima,25751484,
macrodipteryxlongipennis,Macrodipteryx longipennis,,Standard-winged Nightjar,Animalia,Strigiformes,Caprimulgidae,Macrodipteryx,,,AT0114;AT0711;AT0712;AT0722;AT1403,GN;CI;CM;KE,,,,,1178196,
macronousgularis,Macronous gularis,,Striated tit babbler,Animalia,Passeriformes,Sylviidae,Macronous,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Macronous_gularis,1052269,
macroscelidesproboscideus,Macroscelides proboscideus,,Short-eared elephant shrew,Animalia,Macroscelidea,Macroscelididae,Macroscelides,"carnivore; length: 23cm, tail-length: 12cm; grey-brownish coloured fur; elongated highly mobile snout; thin round ears; long sparsely haired tail;","scrubforest, desert, semi-arid desert","AT1314,AT1315,AT1322,AT1310,AT1316,AT1309","NA,ZA",,Round-eared sengi,stuartstuart2007[34],http://en.wikipedia.org/wiki/Macroscelides_proboscideus,326395,
macrosphyralongistyla,Macrosphyra longistyla,,,Plantae,Gentianales,Rubiaceae,Macrosphyra,,,AT0707;AT0722;AT1403,GN;BF;GM;ML,,,,,1109338,
macrotermes,Macrotermes,,Macrotermes sp.,Animalia,Isoptera,Termitidae,Macrotermes,,,AT1309,"BW,NA",,,,http://en.wikipedia.org/wiki/Macrotermes_sp,3837093,
macrotermessubhyalinus,Macrotermes subhyalinus,,Mendi termite,Metazoa,Isoptera,Termitidae,Macrotermes,,,,,,,,,12027439,
madoquakirkii,Madoqua kirkii,,Damara dik-dik,Animalia,Artiodactyla,Bovidae,Madoqua,"herbivore; height: 50-17cm; the coat is grey-brown with fine speckles on the back and buttocks, while the neck and flanks are lighter brown; the belly and the area around the eyes are nearly white; on the forehead is a long tuft of hair, which can be raised; the upper lip is longer than the lower lip; males have short horns that slope backwards;","scrubforest, grassland, woodland","AT1316,AT1310,AT0702,AT1309",,,,cillie1997[62],http://en.wikipedia.org/wiki/modoqua_kirkii,311498,
maeruaangolensis,Maerua angolensis,,Bead-bean,Plantae,Brassicales,Capparaceae,Maerua,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Maerua_angolensis,5163284,
maeruacrassifolia,Maerua crassifolia,,Atil,Plantae,Brassicales,Capparaceae,Maerua,,,AT0713;AT0722;PA1329;PA1332,ML;FR;BF,,,,,2900271,
malacothrixtypica,Malacothrix typica,,Large-eared mouse,Animalia,Rodentia,Nesomyidae,Malacothrix,"omnivore; length: 11cm: tail-length: 3,5cm; grey to reddish-brown upperparts, lighter underside, dark pattern on back and head; large ears; short tail;","savanna, shrubland, desert","AT1316,AT0702,AT1314,AT1322,AT1009,AT1004,AT0902","BW,NA,ZA",,,stuartstuart2007[112],http://en.wikipedia.org/wiki/Malacothrix_typica,1179494,
malapteruruselectricus,Malapterurus electricus,,electric catfish,Animalia,Siluriformes,Malapteruridae,Malapterurus,,,,,,,,,212707,
mangiferaindica,Mangifera indica,,mango,Plantae,Sapindales,Anacardiaceae,Mangifera,,,AA0402;AT0110;AT0111;AT0130;AT0707;AT0722;AT1403;IM0146;IM0154;NT0109;NT0119;NT0130;NT0137;NT0160;NT0166;NT0179;NT0201;NT0211;NT0218;NT0230;NT1305;OC0106;PA0425;PA0445;PA1203,FR;BF;BJ;NE;JM;BR;CR;PT;LK;PE;GW;VC;CO;CD;GD;AU;GN;ES;US;MU;SG;MX,,,,,582270,
manihotesculenta,Manihot esculenta,,cassava,Plantae,Malpighiales,Euphorbiaceae,Manihot,,,AA0115;AT0110;AT0114;AT0130;AT0722;AT1015;NT0709,BF;TZ;VE;EC;CD;PG;GN,,,,,1154718,
manilkaraobovata,Manilkara obovata,,,Plantae,Ericales,Sapotaceae,Manilkara,,,AT0111;AT0130;AT0722,GN;ML;BJ;GH,,,,,1154574,
manistemminckii,Manis temminckii,,Ground pangolin,Animalia,Pholidota,Manidae,Manis,"insectivore; body-length: 40-70cm; this animal is covered in very hard, brown scales, giving it a pine-cone like look; only the belly,face and insides of the strong legs are naked; it has a small head with a pointed snout; the tongue is very long (25 cm) and sticky making it perfect for ant and termite hunt;","savanna, scrubforest, forest, grassland","AT1309,AT0702,AT0717,AT0725,AT0119,AT0128,AT0726,AT0719","BW,MZ,NA.ZA,ZW",,,cillie1997[174],http://en.wikipedia.org/wiki/Manis_temminckii,337648,
mantodea,Mantodea,,Praying mantis,Animalia,Mantodea,,,,,AT1309,,,,,http://en.wikipedia.org/wiki/Mantodea_sp.,38468255,
marcuseniussenegalensis,Marcusenius senegalensis,,Trunkfish,Animalia,Osteoglossiformes,Mormyridae,Marcusenius,,,,,,,,,212395,
margaritariadiscoidea,Margaritaria discoidea,,Common pheasant-berry,Plantae,Malpighiales,Phyllanthaceae,Margaritaria,,,AT0111;AT0114;AT0130;AT0722;AT1403,GN;CI;ML;BJ;GH,,,,,1154514,
mariscuschersinus,Mariscus chersinus,,Monkey blub,Plantae,Poales,Cyperaceae,Cyperus,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Mariscus_chersinus,1122094,
marsileaminuta,Marsilea minuta,,dwarf waterclover,Plantae,Salviniales,Marsileaceae,Marsilea,,,AT0722,BF;ES,,,,,399121,
mastacembelusnigromarginatus,Mastacembelus nigromarginatus,,Spiny-eel,Animalia,Synbranchiformes,Mastacembelidae,Mastacembelus,,,,,,,,,219790,
mastomyscoucha,Mastomys coucha,,Souther multimammate mouse,Animalia,Rodentia,Muridae,Mastomys,"herbivore; length: 24cm, tail-length: 11cm; underparts paler than upperparts, females have up to 12 pairs of nipples","savanna, forest, shrubland, human settlement","AT0702,AT0709,AT0717,AT0719,AT0725,AT0726,AT0116,AT0119,AT0128,AT0907,AT0908,AT1003,AT1004,AT1006,AT1009,AT1012,AT1309","BW,MZ,NA,ZA,ZW",,,stuartstuart2007[126],http://en.wikipedia.org/wiki/Mastomys_coucha,1179166,
mastomyserythroleucus,Mastomys erythroleucus,,Guinea Multimammate Mouse,Animalia,Rodentia,Muridae,Mastomys,,,AT0114;AT0124;AT0130,GN;KE,,,,,1179167,
mastomysnatalensis,Mastomys natalensis,,Hildebrandt's multimammate mouse,Animalia,Rodentia,Muridae,Mastomys,"herbivore; length: 24cm, tail-length: 11cm; underparts paler than upperparts, females have up to 12 pairs of nipples","savanna, forest, shrubland, human settlement","AT0702,AT0709,AT0717,AT0719,AT0725,AT0726,AT0116,AT0119,AT0128,AT0907,AT0908,AT1003,AT1004,AT1006,AT1009,AT1012,AT1309","BW,MZ,NA,ZA,ZW",,,stuartstuart2007[126],http://en.wikipedia.org/wiki/Mastomys_natalensis,1179169,
mastomysshortridgei,Mastomys shortridgei,,Shortrige's multimammate mouse,Animalia,Rodentia,Muridae,Mastomys,"herbivore; length: 22cm, tail-length: 10cm; dark fur above, greyish-white belly;  females have up to 12 pairs of nipples","savanna, marshland, grassland, rocky area, swamps, mountains","AT0725,AT0726,AT0907","BW,NA",,,stuartstuart2007[126],http://en.wikipedia.org/wiki/Mastomys_shortridgei,1179171,
mecistopscataphractus,Mecistops cataphractus,,African slender-snouted crocodile,Animalia,Crocodylia,Crocodylidae,Mecistops,,,AT0110;AT0130,CI;CD,,,,,795283,
megachile,Megachile,,Leafcutter bees,Animalia,Hymenoptera,Megachilidae,,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Megachile_sp,104071,
megapteranovaeangliae,Megaptera novaeangliae,,Humpback whale,Animalia,Cetacea,Balaenopteridae,Megaptera,"carnivore; length: 15m; long, streamlined body with flattened head; black and white coloured back, white underside, the right lower jaw is white the left black; very long flippers, the dorsal fin is set far back along the body; a number of grooves, and pleats are running from throat and chest to the abdomen;",marine habitat,,"MZ,NA,ZA",,,stuartstuart2007[258],http://en.wikipedia.org/wiki/Megaptera_novaeangliae,328575,
melhaniaacuminata,Melhania acuminata,,Melhania sp.,Plantae,Malvales,Malvaceae,Melhania,,,AT1309,"BW,NA,ZA",,check!,,http://en.wikipedia.org/wiki/Melhania_acuminata,,
melieraxcanorus,Melierax canorus,,Pale chanting goshawk,Animalia,Accipitriformes,Accipitridae,Melierax,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Melierax_canorus,1047585,
melieraxgabar,Melierax gabar,,Gabar goshawk,Animalia,Accipitriformes,Accipitridae,Micronisus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Melierax_gabar,1047586,
melieraxmetabates,Melierax metabates,,Dark Chanting Goshawk,Animalia,Accipitriformes,Accipitridae,Melierax,,,AT0108;AT0111;AT0705;AT0707;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1007;PA1303,SZ;TZ;KE;NA;ZA;IL;ET;UG;SD;GM;GH,,,,,1047587,
melinisrepens,Melinis repens,,Natal red-top,Plantae,Poales,Poaceae,Melinis,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Melinis_repens,1115846,
mellivoracapensis,Mellivora capensis,,Ratel,Animalia,Carnivora,Mustelidae,Mellivora,"omnivore; height: 25-30cm; the body is black with a  broad, greyish-white saddle on the back and head;the legs are short and equipped with sharp claws; the black tail is short; the ears are very small;","savanna, forest, grassland","AT0709,AT1309,AT1316,AT1314,AT1322,AT1202,AT0702,AT0726,AT0725,AT0719,AT0119,AT0128","BW,NA,ZA,MZ,ZW",,Honey Badger,cillie1997[140],http://en.wikipedia.org/wiki/Mellivora_capensis,328035,
melochiacorchorifolia,Melochia corchorifolia,,Chocolate-weed,Plantae,Malvales,Malvaceae,Melochia,,,AT0713;AT0722,ML;BF;SN;BJ;NG,,,,,584819,
meloidae,Meloidae,,"Blister beetle, Oil beetle, CMR beetle",Animalia,Coleoptera,Meloidae,,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Meloidae_sp.,387,
melolonthinae,Melolonthinae,,May beetle,Animalia,Coleoptera,Scarabaeidae,,,,AT1309,"BW,NA,ZA",,Subfamily of Scarabaeidae,,http://en.wikipedia.org/wiki/Melolonthinae_sp,,
meropsalbicollis,Merops albicollis,,White-throated Bee Eater,Animalia,Coraciiformes,Meropidae,Merops,,,AT0101;AT0107;AT0111;AT0114;AT0707;AT0711;AT0716;AT0721;AT0901;AT1401;AT1402;AT1403,GW;TZ;CM;KE;NG;LR;UG;GH,,,,,1050044,
meropshirundineus,Merops hirundineus,,Swallow-tailed bee-eater,Animalia,Coraciiformes,Meropidae,Merops,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Merops_hirundineus,1050041,
meropsorientalis,Merops orientalis,,Little Green Bee-eater,Animalia,Coraciiformes,Meropidae,Merops,,,AT0722;AT1306;AT1320;IM0105;IM0116;IM0119;IM0120;IM0124;IM0126;IM0134;IM0135;IM0142;IM0164;IM0165;IM0202;IM0203;IM0205;IM0206;IM0207;IM0209;IM0210;IM0212;IM1301;IM1402;PA0904;PA1303;PA1327,AE;LA;MM;EG;KH;LK;IL;TH;IN;GM;SA,,,,,1050045,
merremiaaegyptia,Merremia aegyptia,,Hairy Morning-glory,Plantae,Solanales,Convolvulaceae,Merremia,,,AT0713,BF,,,,,489571,
merremiapinnatahochstexchoisyhallierf,Merremia pinnata (Hochst. ex Choisy) Hallier f.,,,,,,,,,AT0707;AT0713;AT0722,BF;SN;NG,,,,,5682618,
mesoplodon,Mesoplodon,,beaked whales,Animalia,Cetacea,Ziphiidae,,carnivore; length: 4-6 m; small dorsal fin and narrow flippers; a beak of variable length  blends with the small melon (dome-like shaped forehead);,marine habitat,,"MZ,NA,ZA",,,stuartstuart2007[262],http://en.wikipedia.org/wiki/Mesoplodon,39796,
messor,Messor,,,Animalia,Hymenoptera,Formicidae,,,,,,,,,,38278,
micralesteselongatus,Micralestes elongatus,,Elongated Turkana robber,Animalia,Characiformes,Alestidae,Micralestes,,,,,,,,,211793,
microcarboafricanus,Microcarbo africanus,,Reed Cormorant,Animalia,Suliformes,Phalacrocoracidae,Microcarbo,,,AT0107;AT0108;AT0111;AT0115;AT0125;AT0130;AT0704;AT0705;AT0707;AT0711;AT0713;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1005;AT1007;AT1012;AT1403;AT1405,GW;ZM;TZ;CM;KE;ZA;LR;SN;ET;GM;ZW;UG;GH,,,,,1049401,
micronisusgabar,Micronisus gabar,,Gabar Goshawk,Animalia,Accipitriformes,Accipitridae,Micronisus,,,AT0101;AT0108;AT0125;AT0128;AT0702;AT0704;AT0705;AT0707;AT0709;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1007;AT1009;AT1309;AT1315;AT1316;AT1320,ZM;BF;RW;TZ;KE;NA;ZA;BW;ET;UG;MZ;SA;GH,,,,,1047586,
micropteropuspusillus,Micropteropus pusillus,,Peters's Dwarf Epauletted Fruit Bat,Animalia,Chiroptera,Pteropodidae,Micropteropus,,,AT0114;AT0130;AT0704;AT0712;AT0722,GW;CM;ML;CD;GN;GM,,,,,289597,
milvusaegyptius,Milvus aegyptius,,Yellowbilled kite,Animalia,Accipitriformes,Accipitridae,Milvus,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Milvus_aegyptius,4378865,
milvusmigrans,Milvus migrans,,Black kite,Animalia,Accipitriformes,Accipitridae,Milvus,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Milvus_migrans,1049133,
