oenacapensis,AT0112;AT0706;AT0709;AT0711;AT0713;AT0714;AT0715;AT0716;AT0717;AT0722;AT0725;AT0726;AT0901;AT0905;AT0907;AT0908;AT1005;AT1007;AT1008;AT1202;AT1302;AT1306;AT1320;PA1303;PA1323;PA1325
themedatriandra,AA0402;AA0409;AT0725;PA1207
myosorexvarius,
paracynictisselousi,
pentziaincana,
euplectesorix,AT0101;AT0108;AT0119;AT0705;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT0726;AT0907;AT1004;AT1009;AT1012;AT1013;AT1202;AT1306;AT1314;AT1405
cynictispenicillata,AT0702;AT0709;AT0725;AT0902;AT1004;AT1009;AT1012;AT1309;AT1316
tragelaphusscriptus,AT0101;AT0108;AT0111;AT0114;AT0130;AT0707;AT0709;AT0711;AT0714;AT0716;AT0717;AT0721;AT0722;AT0725;AT0726;AT0907;AT1004;AT1005;AT1309;AT1403
pachydactyluscapensis,AT1322
fimbristylishispidula,AT0111;AT0707;AT0713;AT0722
gnidiapolycephala,AT1309
pterococcusafricanus,
chrysochlorisasiatica,
momordicabalsamina,AT0707;AT0713;AT0722;NT0218
sylvisorexmegalura,
pronolagusrupestris,
leptoptiloscrumeniferus,AT0108;AT0705;AT0711;AT0714;AT0715;AT0716;AT0717;AT0719;AT0722;AT0725;AT0726;AT0902;AT0907;AT1004;AT1007;AT1309;Lake
solanumcapense,
mopsmidas,
tadaridafulminans,
otomysslogetti,
acaciasenegal,AT0707;AT0713;AT0722;AT0903;AT1309
crociduracyanea,
petromyscusshortridgei,
pantheraparduspardus,AT0101;AT0108;AT0125;AT0130;AT0702;AT0711;AT0714;AT0716;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1309;AT1316;IM0123;IM0206;IM0212;PA0402;PA0404;PA0431;PA0445;PA0501;PA0814;PA1210
lebeckialinearifolia,
berkheyaradula,
brideliamollis,
megapteranovaeangliae,NA0519;NA0520;NA1202;NT0217;OC0202
eubalaenaaustralis,AA0402;AA0409;AT0116;AT1202;NT0402;NT0802;NT0805
chaerephonpumilus,
grewiaflava,AT1309
acrotomeinflata,AT0702
tockusflavirostris,AT0112;AT0702;AT0709;AT0711;AT0715;AT0716;AT0717;AT0725;AT0726;AT1007;AT1008;AT1309;AT1313
crocidurahirta,
lepuscapensis,AA0402;AA0409;AA1001;AT1316;PA0411;PA0412
dipcadilongifolium,
aethomyssilindensis,
acacianiloticasubspkraussiana,AT0707;AT0711;AT0713;AT0722;AT0725;AT0903;AT1004;AT1320;NT0704;PA1329
eptesicusrendallii,
pouzolziahypoleuca,
tylosemaesculentum,
clamatorglandarius,AT0111;AT0112;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1008;PA0406;PA1206;PA1207;PA1209;PA1212;PA1215;PA1221;PA1303;PA1320;PA1325
melhaniaacuminata,
dichrostachyscinerea,AT0103;AT0114;AT0130;AT0702;AT0707;AT0713;AT0722;AT0725;AT0907;AT1015;AT1309;AT1403;IM0212
dicomaanomala,AT1015
equuszebrazebra,AT0702;AT1201;AT1309;AT1314;AT1316;AT1322
tarchonanthuscamphoratus,
damaliscuslunatus,AT0101;AT0119;AT0709;AT0714;AT0716;AT0717;AT0719;AT0721;AT0725;AT0726;AT0907
uraeginthusgranatinus,AT0702;AT0709;AT0717;AT0726;AT0902;AT1309;AT1316
viduamacroura,AT0101;AT0107;AT0108;AT0109;AT0111;AT0116;AT0119;AT0125;AT0707;AT0711;AT0714;AT0716;AT0717;AT0719;AT0721;AT0722;AT0725;AT1003;AT1004;AT1007;AT1009;AT1013;AT1202;AT1402;AT1403;NA1201;NT0155;NT0226
crociduraflavescens,
aethomysgranti,
pseudorcacrassidens,AT0120
sporopipessquamifrons,AT0702;AT0709;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1309;AT1310;AT1314;AT1315;AT1316
numidameleagris,AA0402;AT0108;AT0109;AT0111;AT0115;AT0116;AT0705;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1203;AT1309;AT1314;NA0414;NT0127;NT0155;NT0226;NT1402;PA0445;PA1205
camponotusmaculatus,
poecilogalealbinucha,
musorangiae,
orbeopsisknobelii,
priniasubflava,AT0101;AT0108;AT0109;AT0111;AT0112;AT0114;AT0116;AT0119;AT0130;AT0704;AT0707;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT1004;AT1005;AT1007;AT1009;AT1012;Lake
kerivoulaargentata,AT0711;AT0722
asparagusbechuanicus,
vangueriainfausta,AT0717;AT0907
psydraxlivida,
globicephalamacrorhynchus,NA0413;NA0517;NA0529;NT0904;NT1401;PA1203
psammophylaxtritaeniatus,AT0709;AT0725
leonotismicrophylla,
cryptomysdamarensis,
neoromiciazuluensis,
desmodillusauricularis,
mabouyapunctatissima,
felisnigripes,
colophospermummopane,AT0702;AT0717;AT0725;AT0726;AT0902;AT0907;AT1316
bubalornisalbirostris,AT0707;AT0711;AT0712;AT0713;AT0715;AT0716;AT0721;AT0722;AT1403
gerbilurusvallinus,
globicephalamelas,PA0436
terathopiusecaudatus,AT0101;AT0125;AT0705;AT0706;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT1007;AT1013
pellaeacalomelanos,PA1215
terminaliasericea,AT0709;AT0726
ximeniacaffra,AT0907
aptosimumlineare,
laephotiswintoni,AT0711
pycnonotusbrunneus,AT1309;AT1314;AT1316;IM0102;IM0103;IM0144;IM0146;IM0152;IM0163;IM0167;IM1001;IM1404
grampusgriseus,AA0402;NA0410;NA1201;NA1203;NT0155;NT1301
dendromusmesomelas,
mystromysalbicaudatus,
cercopithecusalbogularis,AT0125;AT0907
turdoidesjardineii,AT0101;AT0108;AT0706;AT0709;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT0726;AT0907;AT1009
pycnonotusbarbatus,AT0101;AT0108;AT0109;AT0111;AT0116;AT0123;AT0705;AT0707;AT0711;AT0713;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT1003;AT1004;AT1009;AT1012;AT1403;AT1405;Lake;PA0904;PA1207;PA1212;PA1214;PA1321
pechuelloeschealeubnitziae,AT0907;AT1309
galerellapulverulenta,AT1203
erythropygiapaena,
combretumhereroense,AT0709;AT0907
combretumapiculatum,AT1309;AT1316
hibiscusengleri,
equusquagga,AT0108;AT0706;AT0709;AT0711;AT0714;AT0716;AT0717;AT0719;AT0721;AT0725;AT0726;AT0901;AT0902;AT0907;AT0908;AT1004;AT1005;AT1006;AT1012;NA1202
myrmeleonquinquemaculatus,
corallocarpustriangularis,
rhinolophushildebrandtii,AT0711
madoquakirkii,AT0108;AT0702;AT0711;AT0714;AT0716;AT0902;AT1309
raphiceruscampestris,AT0702;AT0709;AT0714;AT0716;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1202;AT1309;AT1314;AT1316
lagenodolphishosei,AA0402;AA0409
sidachysantha,
kinixysbelliana,AT0110;AT0725
laniuscollaris,AT0108;AT0109;AT0115;AT0116;AT0119;AT0702;AT0704;AT0714;AT0715;AT0716;AT0717;AT0725;AT1003;AT1004;AT1005;AT1007;AT1009;AT1012;AT1202;AT1203;AT1310;AT1314;AT1316
myomysverreauxii,
pseudogaltoniaclavata,
galagoidesgranti,
genettagenetta,AT0108;AT0114;AT0702;AT0714;AT0716;AT0722;AT0725;AT0726;AT1309;PA0402;PA0406;PA0445;PA1209;PA1215;PA1216;PA1221
nycterisgrandis,AT0102;AT0109;AT0114;AT0130
ehretiarigida,
aethomyschrysophilus,AT0109;AT0704;AT0716
corvusalbicollis,AT0101;AT0108;AT0109;AT0115;AT0116;AT0704;AT0711;AT0714;AT0716;AT0717;AT0719;AT1003;AT1004;AT1005;AT1009;AT1012;AT1013;AT1202;AT1203;AT1314
cloeotispercivali,AT0725
rhinolophuscapensis,
galerellasanguinea,AT0716;AT0725;AT0726;AT1009;AT1309;AT1316
crotalarialotoides,
pipistrellusnanus,AT0109;AT0111;AT0126;AT0707;AT1402
agamaagama,AT0102;AT0107;AT0108;AT0109;AT0111;AT0114;AT0123;AT0125;AT0126;AT0130;AT0704;AT0707;AT0711;AT0713;AT0714;AT0715;AT0716;AT0719;AT0722;AT0723;AT0905;AT1002;AT1309;AT1315;AT1316;AT1401;AT1403;NT0164
acaciafleckiischinz,
crocidurasilacea,
searsialeptodictya,
tadaridalobata,
clematisoweniae,
rhabdomyspumilio,AT0108;AT0902;AT1005;AT1309;AT1313;AT1316
hippopotamusamphibius,AT0102;AT0108;AT0119;AT0709;AT0711;AT0714;AT0716;AT0719;AT0721;AT0722;AT0725;AT0726;AT0907;AT1004;AT1309;Lake
melieraxgabar,AT0101;AT0108;AT0125;AT0128;AT0702;AT0704;AT0705;AT0707;AT0709;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1007;AT1009;AT1309;AT1315;AT1316;AT1320;Lake
rhinolophussimulator,AT1007
damaliscuspygargusphillipsi,AT0702;AT0719;AT1004;AT1009;AT1012;AT1202;AT1203;AT1309
leucasmartinicensis,AT0722;AT1015
hermbstaedtialinearis,
phacochoerusaethiopicus,AT0112;AT0125;AT0711;AT0715;AT1316;NA0414
strychnospungens,
conyzabonariensis,AA0402;AA0409;AA0801;NA1201;NT0109;NT0136;PA0402;PA0406;PA1212;PA1215;PA1221;PA1222
carebaravidua,
dipcadimarlothiiengl,
burhinuscapensis,AT0111;AT0116;AT0705;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1009;AT1012;AT1201;AT1202;AT1203;AT1314
chrysospalaxtrevelyani,
bitiscaudalis,AT1314;AT1315
gnaphaliumundulatum,PA0402
herpestesichneumon,AT0111;AT0709;AT0712;AT0714;AT0716;PA1207;PA1209;PA1212;PA1221;PA1303
steatomyskrebsii,
prionopsplumatus,AT0108;AT0111;AT0112;AT0119;AT0125;AT0702;AT0705;AT0707;AT0711;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1008
combretumerythrophyllum,
citrulluslanatus,AA0402;AA0409;AA0802;AA1207;PA0402;PA0436;PA0608;PA1201;PA1221
eidolonhelvum,AT0101;AT0102;AT0103;AT0107;AT0108;AT0111;AT0119;AT0126;AT0127;AT0130;AT0704;AT0707;AT0713;AT0716;AT0721;AT0722;AT0723;AT0906;AT1320;AT1401;AT1403
eucleaundulata,AT1015;AT1309
gerbilluruspaeba,
cannabissativa,NA0414;NA0805;NA0807;PA0402;PA0405;PA0412;PA0431;PA0436;PA0445;PA0608;PA0814
aervaleucura,AT0907;AT1015;AT1309
rhigozumtrichotomum,AT1309
hermbstaedtiafleckii,
canislupusfamiliaris,AA0402;AA0407;AA0409;AA0701;AA0801;AA1003;AA1304;AT0108;AT0716;NA0303;NA0402;NA0405;NA0407;NA0414;NA0501;NA0503;NA0519;NA0523;NA0524;NA0528;NA0608;NA0804;NA0806;NA0814;NA1101;NA1201;NA1203;NA1302;NA1310;NT0145;PA0402;PA0404;PA0406;PA0412;PA0417;PA0431;PA0445;PA1103;PA1201;PA1215;PA1303
schmidtiakalihariensis,
hoffmannseggiaburchellii,
burkeaafricana,AT0111;AT0722
taterainclusa,
miniopterusinflatus,AT0130;AT0711
antidorcasmarsupialis,AT0702;AT0709;AT0902;AT1009;AT1309;AT1315;AT1316
antizomaangustifolia,
commiphoraglandulosa,AT1309
taphozousmauritianus,AT0119;AT0202;AT0701;AT0704;AT0705;AT0707;AT0717;AT0719;AT0721;AT0725;AT0726;AT0907;AT1401
petroniasuperciliaris,AT0108;AT0116;AT0119;AT0702;AT0704;AT0709;AT0716;AT0717;AT0719;AT0725;AT0726;AT0902;AT0907;AT1004;AT1006;AT1012;AT1309
prodotiscusregulus,AT0101;AT0108;AT0109;AT0119;AT0704;AT0711;AT0715;AT0716;AT0717;AT0719;AT0725;AT0726;AT0907;AT1003;AT1004;AT1006;AT1008;AT1009;AT1012;AT1014;AT1202;AT1203;AT1405
coraciasnaevia,AT0702;AT0707;AT0709;AT0711;AT0715;AT0716;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1309;AT1315;AT1316
maeruaangolensis,AT0722
rhinoptiluschalcopterus,AT0119;AT0128;AT0702;AT0704;AT0707;AT0709;AT0712;AT0716;AT0717;AT0719;AT0722;AT0725;AT0907;AT1004;AT1009;AT1309;AT1316
scadoxuspuniceus,AT1015
pupalialappacea,AT0713;AT0722;PA1208;PA1209;PA1216;PA1221
galagomoholi,AT0709;AT0717;AT0725;AT1004;AT1309
crotalariaorientalis,
dicomacapensis,
feresaattenuata,AA0402;NA0513;NA0529;NT0155;NT0176;NT0178;NT1315
graphiurusplatyops,
mustriton,AT0718
dicerocaryumzanguebarium,
aonyxcapensis,AT0719;AT0721;AT0725;AT0726;AT0907;AT1403
balaenoptera musculus,AA0402;AA0409;AA0411;NA0605;NA0611;NA1201;PA0402;PA0408
amadinaerythrocephala,AT0702;AT0709;AT0717;AT0725;AT0902;AT0907;AT1002;AT1004;AT1009;AT1309;AT1314;AT1316
tadaridaaegyptiaca,AT0717;AT1309
scillanervosa,AT1015
searsialancea,
osyrislanceolata,AT0704;PA1209;PA1214;PA1221
heliotropiumovalifolium,
rhinolophusdenti,
nycticeinopsschlieffenii,AT0722
asparagusafricanus,AA0402;AT0130;AT0707;AT0713;AT0722;AT0907
brevicepsadspersus,
najahaje,
taterabrantsii,
monechmagenistifolium,
connochaetestaurinus,AT0108;AT0702;AT0709;AT0711;AT0714;AT0716;AT0717;AT0725;AT0902;AT0907;AT0908;AT1004;AT1309
ardeotiskori,AT0108;AT0112;AT0702;AT0711;AT0714;AT0715;AT0716;AT0725;AT0726;AT0901;AT0902;AT0907;AT0908;AT1007;AT1009;AT1316
rhinolophusswinnyi,
peltophorumafricanum,
kobusellipsiprymnus,AT0101;AT0108;AT0119;AT0125;AT0702;AT0709;AT0711;AT0714;AT0716;AT0717;AT0719;AT0721;AT0725;AT0726;AT0907;AT1004;AT1005;AT1009;AT1309
ovisaries,AA0402;AA0405;AA0408;AA0409;AA0801;AA0802;AA1003;NA1309;NA1312;NT0121;OC0202;PA0431;PA0436;PA0445;PA0501;PA0602;PA0608
crociduramariquensis,
philantombamonticola,AT0102
connochaetesgnou,AT0716;AT0725;AT1004;AT1009;AT1012;AT1309
cucumiskalahariensis,
ficussalicifolia,
cordylustropidosternum,AT0719
psophocichlalitsitsirupa,AT0112;AT0119;AT0701;AT0702;AT0709;AT0717;AT0725;AT0902;AT0907;AT1001;AT1004;AT1007;AT1008;AT1009;AT1309;AT1316
ornithogalumlongibracteatum,
acaciakarroo,AT1004;AT1012;AT1203;AT1309;AT1316;PA1221;PA1222
oryxgazella,AT0702;AT0709;AT0726;AT0902;AT0908;AT1012;AT1201;AT1309;AT1314;AT1316;AT1322;NA1304
raphicerussharpei,AT0725;AT1004
tribuluszeyheri,AT1315
otomysirroratus,
chrysococcyxcaprius,AT0101;AT0107;AT0108;AT0111;AT0112;AT0116;AT0119;AT0705;AT0707;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT1004;AT1005;AT1009;AT1012;AT1013;AT1401;Lake
acanthosicyosnaudinianus,
leptonychotesweddellii,AN1101;AN1102;AN1103
pelomysfallax,
mormopteruspetrophilus,
otusleucotis,AT0107;AT0108;AT0111;AT0704;AT0705;AT0707;AT0711;AT0713;AT0715;AT0716;AT0721;AT0722;AT0902;AT1010;AT1316;AT1401;AT1403
acomysspinosissimus,AT0716
tadaridaventralis,AT0716
geigeriaburkei,
locustamigratoriamigratorioides,AA0405;AA0406;PA0402;PA0405;PA0432;PA0436;PA0445;PA0608;PA0814;PA1201;PA1207;PA1209;PA1211;PA1215;PA1221;PA1222
grewiaretinervis,
pantheraleo,AT0101;AT0108;AT0702;AT0709;AT0711;AT0714;AT0716;AT0721;AT0725;AT0726;AT0902;AT0907;AT1012;AT1316
viduaregia,AT0116;AT0702;AT0704;AT0709;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1009;AT1309
stipagrostisobtusa,
tapinanthusnatalitius,
xenostegiatridentata,AT0707;AT0713;AT0722
acaciarobusta,
stipagrostisamabilis,
lonchocarpusnelsii,AT0907;AT1309
aepycerosmelampuspetersi,AT0702;AT0709;AT0711;AT0714;AT0716;AT0717;AT0719;AT0725;AT0726;AT0902;AT0907;AT1004;AT1006;AT1012;AT1309;AT1316
plocepassermahali,AT0108;AT0109;AT0112;AT0125;AT0706;AT0711;AT0715;AT0716;AT0717;AT0725;AT1007;AT1008;AT1314
nycterishispida,AT0125;AT0126;AT0130;AT1403
acacianigrescens,AT0725;AT0907
passergriseus,AT0101;AT0107;AT0108;AT0111;AT0114;AT0121;AT0130;AT0704;AT0705;AT0706;AT0707;AT0711;AT0716;AT0721;AT0722;AT0723;AT0905;AT1007;AT1013;AT1401;AT1402;AT1403;Lake
bdeogalecrassicauda,
suncuslixus,
bosciaalbitrunca,AT0717;AT0907;AT1009;AT1309
atelerixfrontalis,AT0717
ziziphusmucronata,AT0707;AT0711;AT0722;AT0907;AT1015;AT1309
dichapetalumcymosum,
otolemurcrassicaudatus,AT0108;AT0125;AT0717;AT0725;AT1004
cryptomyshottentotus,
civettictiscivetta,AT0102;AT0108;AT0111;AT0114;AT0130;AT0707;AT0711;AT0714;AT0719;AT0725;AT1403
xerusinauris,AT0702;AT0709;AT0725;AT0902;AT0908;AT1004;AT1309;AT1315;AT1316
terfeziapfeilii,
genettamaculata,AT0725
streptopeliacapicola,AT0101;AT0108;AT0109;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT1003;AT1004;AT1007;AT1009;AT1202;AT1314
helichrysumparonychioides,
ceropegiamultiflorasubsptentaculata,
graphiuruskelleni,
struthiocamelus,AT0108;AT0109;AT0709;AT0711;AT0714;AT0715;AT0716;AT0717;AT0725;AT1006;AT1009;AT1202;AT1314
englerophytummagalismontanum,AT0130;AT0719
geigeriapectidea,
peleacapreolus,
thallomyspaedulcus,
graphiurusmurinus,AT1004
hipposideroscaffer,AT0111;AT0114;AT0125;AT0707;AT1316
parinaricapensis,
georychuscapensis,
atilaxpaludinosus,AT0130;AT0704;AT0707;AT0716;AT0722;AT0725;AT1402;AT1403
neamblysomusjulianae,
ptenopusgarrulus,AT1309
xanthiumspinosum,AA0402;AA0409;AA1207;NA0414;NA1201;NA1202;NA1203;PA0402;PA0433;PA0436;PA1215;PA1222
manistemminckii,
indigoferacharlieriana,
tockusleucomelas,AT0119;AT0702;AT0709;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1309;AT1316
acaciamellifera,AT0702;AT0707;AT0711;AT0713;AT0722;AT0902;AT1309;AT1316
lepuseuropaeus,AA0801;PA0402;PA0405;PA0412;PA0436;PA0445
bathyergusjanetta,
falcochicquera,AT0101;AT0702;AT0704;AT0705;AT0707;AT0711;AT0712;AT0713;AT0716;AT0719;AT0721;AT0722;AT0725;AT0902;AT0905;AT0907;AT0908;AT1010;AT1309;IM0120;IM0124;IM0134;IM0166;IM0204;IM0206;IM0209;IM0701;IM1304;IM1401
kobusleche,AT0725;AT0726;AT0907
tragelaphusstrepsiceros,AT0119;AT0702;AT0709;AT0711;AT0716;AT0717;AT0719;AT0725;AT0726;AT0902;AT0907;AT1012;AT1201;AT1309;AT1314;AT1315;AT1316
pedetescapensis,AT0725;AT1309
milvusmigrans,AT0108;AT0712;AT0715;AT0725;AT1007;IM0105;PA0402;PA0404;PA0405;PA0440;PA0445;PA0904;PA1201;PA1221
amietiaangolensis,AT0109;AT0725
hypsugoanchietae,
tagetesminuta,AA0402;AA0409;PA0405
laephotisbotwanae,
parabuthusgranulatus,AT1316
lamprotornisnitens,AT0116;AT0119;AT0702;AT0709;AT0717;AT0725;AT0726;AT0907;AT0908;AT1004;AT1009;AT1309;AT1316;AT1405
stipagrostisciliata,
otomysangoniensis,AT0717
oxygonumalatum,
carissabispinosa,AT0704;AT1015
cryptochloriszyli,
streptopeliasenegalensis,AA1205;AT0108;AT0111;AT0116;AT0707;AT0711;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1007;AT1009;AT1203;AT1306;AT1318;AT1405;IM0151;IM0166;Lake;PA0404;PA0812;PA1207;PA1212;PA1303;PA1321;PA1323;PA1327
asparagussuaveolens,
combretumimberbe,AT0907;AT1316
dendromusnyikae,
sigmoceroslichtensteinii,AT0716;AT0725;AT1309
aristidameridionalis,AT0907
otomyssaundersiae,
commicarpuspentandrusburchheimerl,
mariscuschersinus,
reduncaarundinum,AT0119;AT0725;AT0726;AT0907;AT1004
damadama,AA0801;PA0402;PA0405;PA0409;PA0412;PA0429;PA0436;PA0445
trachylepisspilogaster,AT0709
babianahypogea,
dipcadiglaucum,
huernialongituba,
sciuruscarolinensis,NA0401;NA0402;NA0403;NA0406;NA0407;NA0409;NA0410;NA0411;NA0413;NA0414;NA0417;NA0517;NA0519;NA0523;NA0524;NA0529;NA0701;NA0804;NA1202;NT0904;PA0409;PA0421;PA0432
falcobiarmicus,AT0101;AT0107;AT0108;AT0109;AT0111;AT0112;AT0116;AT0119;AT0707;AT0711;AT0714;AT0716;AT0722;AT0725;AT0726;AT0908;AT1001;AT1004;AT1007;AT1008;AT1009;AT1013;AT1203;AT1403;PA0401;PA0608;PA1211
lepussaxatilis,AT0702;AT0707;AT0709;AT0711;AT0714;AT0717;AT0719;AT0722;AT0725;AT0902;AT0907;AT0908;AT1201;AT1309;AT1314
steatomyspratensis,AT0718
petromustypicus,AT1316
saccostomuscampestris,AT0704
asclepiasfruticosa,AA0402;AA0409;PA0425;PA1204;PA1211;PA1222
euplectesprogne,AT0108;AT0116;AT0711;AT0716;AT0717;AT0725;AT1003;AT1004;AT1005;AT1009;AT1012
tetradeniariparia,AT1309
thryonomysswinderianus,AT0114;AT0130;AT0707;AT0718;AT1403
francolinusadspersus,AT0702;AT0709;AT0725;AT0726;AT0902;AT0907;AT0908;AT1309;AT1316
columbaguinea,AT0108;AT0115;AT0116;AT0707;AT0711;AT0713;AT0714;AT0715;AT0717;AT0721;AT0722;AT0901;AT1003;AT1004;AT1005;AT1007;AT1008;AT1009;AT1202;AT1314;AT1403
lyciumbosciifolium,AT1309
kerivoulalanosa,AT0114
mopscondylurus,
neamblysomusgunningi,
upupaepops,AT0725;IM0105;IM0126;IM0131;IM0206;IM0401;PA0431;PA0445;PA1201;PA1205;PA1209;PA1211;PA1212;PA1215;PA1216;PA1221;PA1303
mussetzeri,
securidacalongipedunculata,AT0111;AT0704;AT0707;AT0722;AT1015
equuscaballus,AA0402;AA0405;AA0409;AA0703;AA1003;NA0410;NA0411;NA0517;NA0811;NA0814;NA1201;NA1202;NA1302;NA1305;NA1308;NT0121;NT0136;NT0176;NT0210;NT0217;NT0310;NT0803;NT0907;PA0402;PA0406;PA0419;PA0431;PA0445;PA1209;PA1215;PA1216
loxodontaafricana,AT0108;AT0702;AT0704;AT0711;AT0714;AT0716;AT0717;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT1004;AT1201;PA0445
triaenopspersicus,
harpagophytumprocumbens,
pennisetumglaucum,AT0713;PA0406;PA0445;PA1208;PA1209;PA1215
tateraleucogaster,
macroscelidesproboscideus,
acaciaataxacantha,AT0114;AT0130;AT0713;AT0722
zeamays,AA0406;AA0801;NA0303;NT0211;NT0303;PA0402;PA0405;PA0406;PA0436;PA0445;PA0814
acomyssubspinosus,
ochnapulchra,
lissodelphisperonii,NT0404
tockusnasutus,AT0109;AT0111;AT0125;AT0705;AT0707;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1005;AT1007;AT1013;AT1320;AT1403;Lake
pancratiumtenuifolium,AT1309
vignatriloba,AA0115;AT0707;AT0722;PA1210
cryptomysdarlingi,
queleaquelea,AT0101;AT0108;AT0109;AT0112;AT0705;AT0707;AT0711;AT0714;AT0715;AT0716;AT0717;AT0722;AT0725;AT0726;AT0907;AT0908;AT1004;AT1005;AT1007;AT1009;AT1314;Lake
protelescristata,AT0711;AT1309;PA0402
cyperususitatus,
acaciahaematoxylon,
oxalislawsonii,
cisticolaaridulus,AT0108;AT0112;AT0119;AT0702;AT0706;AT0711;AT0713;AT0714;AT0716;AT0717;AT0725;AT0902;AT0907;AT0908;AT1309;AT1314;AT1316
mirafrasabota,AT0702;AT0709;AT0717;AT0725;AT0902;AT1309;AT1316
myotiswelwitschii,AT0114;AT0721
thryonomysgregorianus,
grewiaoccidentalis,AT1009;AT1314
heliotropiumciliatum,
elephantulusedwardii,
falconaumanni,AT0705;AT0711;AT0714;AT0716;AT0722;AT0725;AT1004;AT1306;PA0436;PA0805;PA1201;PA1202;PA1205;PA1207;PA1209;PA1215;PA1221;PA1303;PA1313
nycterisvinsoni,
chrysochlorisvisagiei,
camelliasinensis,AT0120;IM0151;PA0440
coturnixdelegorguei,AT0101;AT0108;AT0109;AT0118;AT0127;AT0704;AT0705;AT0709;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT0907;AT0908;AT1004;AT1309;AT1316
hyperoodonplanifrons,AA0402;AA0406;AA0409;AN1101;AN1102;AN1104;AT1202;AT1315;NT0710
coraciasgarrulus,AT0109;AT0119;AT0706;AT0711;AT0714;AT0716;AT0717;AT0725;AT1306;PA0402;PA0404;PA0431;PA0805;PA0814;PA1207;PA1209;PA1211;PA1215;PA1303;PA1320
myosorexsclateri,
lantanarugosa,
sylvicapragrimmia,AT0114;AT0119;AT0704;AT0706;AT0709;AT0712;AT0716;AT0717;AT0721;AT0722;AT0725;AT0908;AT1004;AT1309;AT1316
gypscoprotheres,AT0116;AT0119;AT0717;AT0725;AT0907;AT1003;AT1004;AT1009;AT1012
clutiapulchella,
grammomysdolichurus,
calcochlorisobtusirostris,
macronousgularis,IM0105;IM0106;IM0126;IM0146;IM0210
bauhiniapetersiana,
myosorexcafer,
securinegavirosa,AT0111;AT0722;AT0907
petromyscusmonticularis,
lobodoncarcinophagus,AN1101;AN1103
musindutus,
helogaleparvula,AT0711;AT0714;AT0716;AT0725;AT0902;AT1004;AT1309;AT1316
pythonsebae,AT0110;AT0114;AT0130;AT0716;AT0726;AT0907
peponocephalaelectra,AA0402;AT1403;NT0103;NT0119;PA0440
pachydactylusturneri,AT0701;AT1309
hyaenabrunnea,AT0108;AT0709;AT0716;AT0725;AT0908;AT1004;AT1309
heterohyraxbrucei,AT0711;AT0714;AT0716;AT0725
falcoperegrinus,IM0105;NA0407;NA0519;NA0524;NA0529;NA1201;NA1203;NA1302;PA0402;PA0405;PA0412;PA0445;PA1212;PA1221
cyperusmargaritaceusvahl,
otomysunisulcatus,
canismesomelas,AT0108;AT0112;AT0702;AT0709;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT0726;AT0902;AT0908;AT1007;AT1008;AT1009;AT1012;AT1201;AT1309;AT1315;AT1316
najanivea,AT1314;AT1316
raphicerusmelanotis,
dolichospratensis,
talinumcrispatulum,
dendromusmystacalis,
kogiabreviceps,AA0402;NA0411;NA0504;NA0513;NA0517;NA0529;NT0155;NT0904
balaenopteraborealis,IM1301;NT0103;PA0405;PA0406;PA0409;PA0421
albucaamboensis,
indigoferaalternans,
miroungaleonina,AA0402;AA0410;AA0801;AA1101;AN1103;NT0160;NT0805
nomadacrisseptemfasciata,
grewiaavellanahiern,
eragrostisrigidior,
graphiurusocularis,
crocidurafuscomurina,
columbaarquatrix,AT0101;AT0108;AT0109;AT0115;AT0116;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT1003;AT1004;AT1005;AT1007;AT1008;AT1009;AT1012;AT1013;AT1202;AT1203
epomophorusgambianus,AT0114;AT0119;AT0707;AT0712;AT0713;AT0719;AT0722
solanumsupinum,
