id,species_id,name,mime_type,src,width,height,author,date,place,comments,keywords,permission
milvusaegyptius-0-thumbnail.jpg,milvusaegyptius,thumbnail 0,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/3/33/MilvusAegyptius01.jpg,765,600,Chell Hill,14 February 2008,South Africa,,,"{""license"": [""http://creativecommons.org/licenses/by-sa/3.0/"", ""Creative Commons Attribution-ShareAlike 3.0""]}"
milvusaegyptius-0-large.jpg,milvusaegyptius,large 0,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/3/33/MilvusAegyptius01.jpg,765,600,Chell Hill,14 February 2008,South Africa,,,"{""license"": [""http://creativecommons.org/licenses/by-sa/3.0/"", ""Creative Commons Attribution-ShareAlike 3.0""]}"
milvusaegyptius-1-thumbnail.jpg,milvusaegyptius,thumbnail 1,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/7/70/MilvusAegyptius02.jpg,363,449,Christiaan Kooyman,1 July 2006,"Dakar, Senegal",,,"{""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
milvusaegyptius-1-large.jpg,milvusaegyptius,large 1,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/7/70/MilvusAegyptius02.jpg,363,449,Christiaan Kooyman,1 July 2006,"Dakar, Senegal",,,"{""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-0-thumbnail.jpg,antidorcasmarsupialis,thumbnail 0,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/6/6d/AntidorcasMarsupialis01.JPG/799px-AntidorcasMarsupialis01.JPG,799,600,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-28,"near Tweerivieren Camp, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-0-large.jpg,antidorcasmarsupialis,large 0,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/6/6d/AntidorcasMarsupialis01.JPG/799px-AntidorcasMarsupialis01.JPG,799,600,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-28,"near Tweerivieren Camp, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-1-thumbnail.jpg,antidorcasmarsupialis,thumbnail 1,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/3/3d/AntidorcasMarsupialis02.JPG/799px-AntidorcasMarsupialis02.JPG,799,599,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob river, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-1-large.jpg,antidorcasmarsupialis,large 1,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/3/3d/AntidorcasMarsupialis02.JPG/799px-AntidorcasMarsupialis02.JPG,799,599,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob river, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-2-thumbnail.jpg,antidorcasmarsupialis,thumbnail 2,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/9/9c/AntidorcasMarsupialis03.JPG/799px-AntidorcasMarsupialis03.JPG,799,599,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob river, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
antidorcasmarsupialis-2-large.jpg,antidorcasmarsupialis,large 2,image/jpeg,https://lingweb.eva.mpg.de/tsammalex/images/thumb/9/9c/AntidorcasMarsupialis03.JPG/799px-AntidorcasMarsupialis03.JPG,799,599,Taa DoBeS team (Boden/Güldemann/Naumann),2009-03-29,"near Auob river, Kgalagadi Transfrontier Park, South Africa",,,"{""comment"": "", please cite the author"", ""license"": [""http://en.wikipedia.org/wiki/Public_domain"", ""public domain""]}"
