id,name,description,order,family,genus,characteristics,notes,wikipedia_url,eol_id,countries__ids,ecoregions__ids
bauhiniapetersiana,Bauhinia petersiana,Small white bauhinia,Fabales,Fabaceae,Bauhinia,,,http://en.wikipedia.org/wiki/Bauhinia_petersiana,702820,"BW,NA,ZA",AT1309
belostomatidaesp,Belostomatidae sp.,Giant water bug,Hemiptera,Belostomatidae,Bug,,,http://en.wikipedia.org/wiki/Belostomatidae_sp,,"BW,ZA",AT0709
berchemiazeyheri,Berchemia zeyheri,Red ivory,Rosales,Rhamnaceae,Berchemia,,,http://en.wikipedia.org/wiki/Berchemia_zeyheri,5534064,"BW,NA",AT0709
berkheyaradula,Berkheya radula,Sun daisy,Asterales,Asteraceae,Berkheya,,,http://en.wikipedia.org/wiki/Berkheya_radula,6254456,"BW,ZA",AT0709
bitisarietans,Bitis arietans,African puff adder,Squamata,Viperidae,Bitis,,,http://en.wikipedia.org/wiki/Bitis_arietans,1057058,"BW,NA,ZA,ZW",AT1309
bitiscaudalis,Bitis caudalis,Horned Puff Adder,Squamata,Viperidae,Bitis,,,http://en.wikipedia.org/wiki/Bitis_caudalis,1057056,"BW,NA,ZA",AT1309
blaberidae,Blaberidae,ovoviviparous cockroach family,Blattodea,Blaberidae sp,,,,http://en.wikipedia.org/wiki/Blaberidae,675,"BW,NA,ZA",AT1309
blattodeasp,Blattodea sp.,Cockroach,Blattodea,Blattodea sp,,,,http://en.wikipedia.org/wiki/Blattodea_sp,,"BW,ZA",AT0709
boophanedisticha,Boophane disticha,Windball,Asparagales,Amaryllidaceae,Boophone,,,http://en.wikipedia.org/wiki/Boophane_disticha,1086357,NA,AT1309
bosciaalbitrunca,Boscia albitrunca,Shepherd's tree,Brassicales,Capparaceae,Boscia,,,http://en.wikipedia.org/wiki/Boscia_albitrunca,5162788,"BW,NA,ZA",AT1309
brachystelmaarnotii,Brachystelma arnotii,Brachystelma sp.,,Apocynaceae,,,,http://en.wikipedia.org/wiki/Brachystelma_arnotii,,"BW,NA,ZA",AT1309
brachystelmacupulatum,Brachystelma cupulatum,Brachystelma sp.,,Apocynaceae,,,,http://en.wikipedia.org/wiki/Brachystelma_cupulatum,,"BW,NA,ZA",AT1309
bradyporidaesp,Bradyporidae sp.,"Armoured ground crickets, koringkrieke",,Bradyporidae,,,,http://en.wikipedia.org/wiki/Bradyporidae_sp.,,"BW,NA,ZA",AT1309
brevicepsadspersus,Breviceps adspersus,Transvaal Short-headed Frog,Anura,Brevicipitidae,Breviceps,,,http://en.wikipedia.org/wiki/Breviceps_adspersus,1019120,"BW,NA,ZA",AT0709
brideliamollis,Bridelia mollis,Velvet-leaved bridelia,Malpighiales,Phyllanthaceae,Bridelia,,,http://en.wikipedia.org/wiki/Bridelia_mollis,1149057,"BW,NA",AT0709
broomeiaellipsospora,Broomeia ellipsospora,Puff ball,Agaricales,Broomeiaceae,Broomeia,,,http://en.wikipedia.org/wiki/Broomeia_ellipsospora,6726826,"BW,NA,ZA",AT1309
bubalornisalbirostris,Bubalornis albirostris,White-billed buffalo weaver,Passeriformes,Ploceidae,Bubalornis,,,http://en.wikipedia.org/wiki/Bubalornis_albirostris,919579,"BW,NA",AT0709
buboafricanus,Bubo africanus,Spotted eagle owl,Strigiformes,Strigidae,Bubo,,,http://en.wikipedia.org/wiki/Bubo_africanus,1178253,"BW,NA,ZA",AT1309
bubolacteus,Bubo lacteus,Verreaux's Eagle Owl,Strigiformes,Strigidae,Bubo,,,http://en.wikipedia.org/wiki/Bubo_lacteus,1178259,"BW,MZ,NA,ZA,ZW",AT1309
bubulcusibis,Bubulcus ibis,Cattle egret,Pelecaniformes,Ardeidae,Bubulcus,,,http://en.wikipedia.org/wiki/Bubulcus_ibis,1048666,"BW,ZA",AT0709
buddlejasaligna,Buddleja saligna,squarestem butterflybush,Lamiales,Scrophulariaceae,Buddleja,,,http://en.wikipedia.org/wiki/Buddleja_saligna,489677,"BW,ZA",AT0709
bufogutturalis,Bufo gutturalis,guttural toad,Anura,Bufonidae,Amietophrynus,,,http://en.wikipedia.org/wiki/Bufo_gutturalis,323986,NA,AT1309
burhinuscapensis,Burhinus capensis,Spotted Thick-knee,Charadriiformes,Burhinidae,Burhinus,,,http://en.wikipedia.org/wiki/Burhinus_capensis,1049041,"BW,NA,ZA",AT1309
burkeaafricana,Burkea africana,Wild syringa,Fabales,Fabaceae,Burkea,,,http://en.wikipedia.org/wiki/Burkea_africana,703435,"BW,ZA",AT0709
camponotusmaculatus,Camponotus maculatus,Carpenter ant,Hymenoptera,Formicidae,Ant,,,http://en.wikipedia.org/wiki/Camponotus_maculatus,2929807,"BW,NA,ZA","AT0709,AT1309"
canismesomelas,Canis mesomelas,Black-backed jackal,Carnivora,Canidae,Canis,,,http://en.wikipedia.org/wiki/Canis_mesomelas,328682,"BW,MZ,NA,ZA,ZW",AT1309
cannabissativa,Cannabis sativa,marijuana,Rosales,Cannabaceae,Cannabis,,,http://en.wikipedia.org/wiki/Cannabis_sativa,594919,"BW,NA,ZA,ZW",AT1309
canthiumhuillense,Canthium huillense,Green-twigs quar,Gentianales,Rubiaceae,Psydrax,,,http://en.wikipedia.org/wiki/Canthium_huillense,,"BW,NA",AT0709
capparistomentosa,Capparis tomentosa,African caper,Brassicales,Capparaceae,Capparis,,,http://en.wikipedia.org/wiki/Capparis_tomentosa,5161369,"BW,NA",AT0709
caprimulgidaesp,Caprimulgidae sp.,Nightjar,Caprimulgiformes,Vigors,,,,http://en.wikipedia.org/wiki/Caprimulgidae_sp,,"BW,ZA",AT0709
carabidaesp,Carabidae sp.,Ground beetles,Coleoptera,Carabidae,,,,http://en.wikipedia.org/wiki/Carabidae_sp.,21436178,"BW,NA,ZA","AT0709,AT1309"
caracalcaracal,Caracal caracal,caracal,Carnivora,Felidae,Caracal,,,http://en.wikipedia.org/wiki/Caracal_caracal,312855,"BW,NA,ZA","AT0709,AT1309"
carallumasp,Caralluma sp.,Caralluma sp.,Gentianales,Apocynaceae,Caralluma,,,http://en.wikipedia.org/wiki/Caralluma_sp,,"BW,ZA","AT0709,AT1309"
carebaravidua,Carebara vidua,Carebara sp.,Hymenoptera,Formicidae,Carebara,,,http://en.wikipedia.org/wiki/Carebara_vidua,450886,"BW,ZA",AT0709
carissabispinosa,Carissa bispinosa,Y-thorned carissa,Gentianales,Apocynaceae,Carissa,,,http://en.wikipedia.org/wiki/Carissa_bispinosa,6850668,"BW,NA",AT0709
catophractesalexandri,Catophractes alexandri,Trumpet thorn,Lamiales,Bignoniaceae,Catophractes,,,http://en.wikipedia.org/wiki/Catophractes_alexandri,5640181,"BW,NA,ZA",AT1309
centropussuperciliosus,Centropus superciliosus,White-browed Coucal,Cuculiformes,Cuculidae,Centropus,,,http://en.wikipedia.org/wiki/Centropus_superciliosus,914682,"BW,ZA",AT0709
cephalocrotonmollisklotsch,Cephalocroton mollis Klotsch,Cephalocroton sp.,,Euphorbiaceae,,,,http://en.wikipedia.org/wiki/Cephalocroton_mollis_Klotsch,,"BW,NA,ZA",AT1309
cerambycidaesp,Cerambycidae sp.,"Longhorn beetle, long-horned beetle, longicorn",Coleoptera,Cerambycidae,Beetle,,,http://en.wikipedia.org/wiki/Cerambycidae_sp,,"BW,ZA",AT0709
ceratotheriumsimum,Ceratotherium simum,White Rhinoceros,Perissodactyla,Rhinocerotidae,Ceratotherium,,,http://en.wikipedia.org/wiki/Ceratotherium_simum,311503,"NA,ZA",AT0709
ceropegiamultifloratentaculata,Ceropegia multiflora tentaculata,"Lantern flower, parasol flower,",Gentianales,Apocynaceae,Ceropegia,,,http://en.wikipedia.org/wiki/Ceropegia_multiflora_tentaculata,,"BW,NA,ZA",AT1309
chalicodomasp,Chalicodoma sp.,Chalicodoma sp.,Hymenoptera,Megachilidae,,,,http://en.wikipedia.org/wiki/Chalicodoma_sp,,"BW,NA,ZA",AT1309
chamaeleodilepis,Chamaeleo dilepis,Flapneck Chameleon,Squamata,Chamaeleonidae,Chamaeleo,,,http://en.wikipedia.org/wiki/Chamaeleo_dilepis,791821,"BW,ZA",AT0709
chamaeleosp,Chamaeleo sp.,Chameleon,Squamata,Chamaeleonidae,Chamaeleo,,,http://en.wikipedia.org/wiki/Chamaeleo_sp.,,NA,AT1309
cheilantheshirta,Cheilanthes hirta,Lip fern,Polypodiales,Pteridaceae,Cheilanthes,,,http://en.wikipedia.org/wiki/Cheilanthes_hirta,6122942,"BW,NA",AT0709
chrysococcyxcaprius,Chrysococcyx caprius,Dideric Cuckoo,Cuculiformes,Cuculidae,Chrysococcyx,,,http://en.wikipedia.org/wiki/Chrysococcyx_caprius,1047926,"BW,NA,ZA",AT1309
cicadellidaesp,Cicadellidae sp.,Leafhopper,Hemiptera,Cicadellidae,,,,http://en.wikipedia.org/wiki/Cicadellidae_sp,,"BW,NA,ZA",AT1309
cicadidaesp,Cicadidae sp.,Cicada,Hemiptera,Cicadidae,,,,http://en.wikipedia.org/wiki/Cicadidae_sp,,"BW,NA,ZA",AT1309
ciconiaabdimii,Ciconia abdimii,Abdim's stork,Ciconiiformes,Ciconiidae,Ciconia,,,http://en.wikipedia.org/wiki/Ciconia_abdimii,1049143,"BW,MZ,NA,ZA,ZW",AT1309
cissusquadrangularis,Cissus quadrangularis,Veld grape,Vitales,Vitaceae,Cissus,,,http://en.wikipedia.org/wiki/Cissus_quadrangularis,2880476,"BW,ZA",AT0709
cisticolaaridulus,Cisticola aridulus,Desert cisticola,Passeriformes,Cisticolidae,Cisticola,,,http://en.wikipedia.org/wiki/Cisticola_aridulus,1048126,"BW,NA,ZA",AT1309
citrulluslanatus,Citrullus lanatus,watermelon,Cucurbitales,Cucurbitaceae,Citrullus,,,http://en.wikipedia.org/wiki/Citrullus_lanatus,584423,NA,AT1309
clamatorglandarius,Clamator glandarius,Great spotted cuckoo,Cuculiformes,Cuculidae,Clamator,,,http://en.wikipedia.org/wiki/Clamator_glandarius,914624,,
clematisoweniae,Clematis oweniae,Traveler's-joy,Ranunculales,Ranunculaceae,Clematis,,,http://en.wikipedia.org/wiki/Clematis_oweniae,5527608,"BW,NA",AT0709
cloniasp,Clonia sp.,Clonia sp.,Orthoptera,Tettigoniidae,Clonia,,,http://en.wikipedia.org/wiki/Clonia_sp,,"BW,NA,ZA",AT0709
clutiapulchella,Clutia pulchella,Clutia sp.,Malpighiales,Peraceae,Clutia,,,http://en.wikipedia.org/wiki/Clutia_pulchella,1147740,"BW,NA",AT0709
cocciniarehmannii,Coccinia rehmannii,Wild cucumber,Cucurbitales,Cucurbitaceae,Coccinia,,,http://en.wikipedia.org/wiki/Coccinia_rehmannii,5735003,"BW,NA,ZA",AT1309
coliidaesp,Coliidae sp.,Mousebird,Murie,Swainson,,,,http://en.wikipedia.org/wiki/Coliidae_sp,,"BW,ZA",AT0709
colophospermummopane,Colophospermum mopane,Mopane,Fabales,Fabaceae,Colophospermum,,,http://en.wikipedia.org/wiki/Colophospermum_mopane,418082,"BW,ZA",AT0709
colubridaesp,Colubridae sp.,Cape sand snake,Squamata,Oppel,Snake,,,http://en.wikipedia.org/wiki/Colubridae_sp,,"BW,NA,ZA",AT1309
columbaarquatrix,Columba arquatrix,African Olive Pigeon,Columbiformes,Columbidae,Columba,,,http://en.wikipedia.org/wiki/Columba_arquatrix,1049704,"BW,ZA",AT0709
columbaguinea,Columba guinea,Speckled Pigeon,Columbiformes,Columbidae,Columba,,,http://en.wikipedia.org/wiki/Columba_guinea,1049682,"BW,ZA",AT0709
combretumapiculatum,Combretum apiculatum,Red bushwillow,Myrtales,Combretaceae,Combretum,,,http://en.wikipedia.org/wiki/Combretum_apiculatum,5426807,"BW,ZA",AT0709
combretumcollinumfresensspgazenseswynnbakfokafor,Combretum collinum Fresen ssp. Gazense (Swynn. & Bak. F) Okafor,Bicolored Bushwillow,,Combretaceae,Bushwillow,,,http://en.wikipedia.org/wiki/Combretum_collinum_Fresen_ssp._Gazense_(Swynn._%26_Bak._F)_Okafor,,"BW,NA,ZA,ZW",AT1309
combretumerythrophyllum,Combretum erythrophyllum,bush-willow,Myrtales,Combretaceae,Combretum,,,http://en.wikipedia.org/wiki/Combretum_erythrophyllum,5426959,"BW,NA",AT0709
combretumhereroense,Combretum hereroense,Russet bush-willow,Myrtales,Combretaceae,Combretum,,,http://en.wikipedia.org/wiki/Combretum_hereroense,5427037,"BW,NA",AT0709
combretummolle,Combretum molle,Velvet bush-willow,Myrtales,Combretaceae,Combretum,,,http://en.wikipedia.org/wiki/Combretum_molle,5427028,"BW,ZA",AT0709
combretumzeyheri,Combretum zeyheri,Large-fruited bush-willow,Myrtales,Combretaceae,Combretum,,,http://en.wikipedia.org/wiki/Combretum_zeyheri,5427510,"BW,NA",AT0709
commelinalivingstonii,Commelina Livingstonii,Commelina sp.,Commelinales,Commelinaceae,Commelina,,,http://en.wikipedia.org/wiki/Commelina_Livingstonii,1122725,"BW,NA,ZA",AT1309
commicarpuspentandrusburchheimerl,Commicarpus pentandrus (Burch.) Heimerl,Commicarpus sp.,Caryophyllales,Nyctaginaceae,Commicarpus,,,http://en.wikipedia.org/wiki/Commicarpus_pentandrus_(Burch.)_Heimerl,5220854,"BW,NA,ZA",AT1309
commiphoraafricana,Commiphora africana,African Myrrh,Sapindales,Burseraceae,Commiphora,,,http://en.wikipedia.org/wiki/Commiphora_africana,5616141,"BW,NA,ZA,ZW",AT1309
commiphoraglandulosa,Commiphora glandulosa,Tall firethorn corkwood,Sapindales,Burseraceae,Commiphora,,,http://en.wikipedia.org/wiki/Commiphora_glandulosa,5616260,"BW,NA,ZW",AT0709
connochaetesgnou,Connochaetes gnou,Black wildebeest,Artiodactyla,Bovidae,Connochaetes,,,http://en.wikipedia.org/wiki/Connochaetes_gnou,308530,"BW,ZA",AT0709
connochaetestaurinus,Connochaetes taurinus,Brindled Gnu,Artiodactyla,Bovidae,Connochaetes,,,http://en.wikipedia.org/wiki/Connochaetes_taurinus,308531,"BW,MZ,NA,ZA,ZW",AT1309
conyzabonariensis,Conyza bonariensis,asthmaweed,Asterales,Asteraceae,Erigeron,,,http://en.wikipedia.org/wiki/Conyza_bonariensis,467652,"BW,ZA",AT0709
coraciascaudatus,Coracias caudatus,Lilac-breasted roller,Coraciiformes,Coraciidae,Coracias,,,http://en.wikipedia.org/wiki/Coracias_caudatus,1064904,"BW,MZ,NA,ZA,ZW",AT1309
coraciasgarrulus,Coracias garrulus,European Roller,Coraciiformes,Coraciidae,Coracias,,,http://en.wikipedia.org/wiki/Coracias_garrulus,1050025,"BW,ZA",AT0709
coraciasnaevia,Coracias naevia,Purple Roller,Coraciiformes,Coraciidae,Coracias,,,http://en.wikipedia.org/wiki/Coracias_naevia,1064906,"BW,NA,ZA",AT1309
corallocarpusbainesiihookfameeuse,Corallocarpus bainesii (Hook. f.) A. Meeuse,Corallocarpus sp.,Cucurbitales,Cucurbitaceae,Corallocarpus,,,http://en.wikipedia.org/wiki/Corallocarpus_bainesii_(Hook._f.)_A._Meeuse,5736318,"BW,NA,ZA,ZW",AT1309
cordylustropidosternum,Cordylus tropidosternum,Tropical Spinytail Lizard,Squamata,Cordylidae,Cordylus,,,http://en.wikipedia.org/wiki/Cordylus_tropidosternum,1056763,"BW,ZA",AT0709
coreidaesp,Coreidae sp.,Leaffooted bug,Hemiptera,Leach,Bug,,,http://en.wikipedia.org/wiki/Coreidae_sp,,"BW,ZA",AT0709
corvinellamelanoleuca,Corvinella melanoleuca,Magpie Shrike,Passeriformes,Laniidae,Corvinella,,,http://en.wikipedia.org/wiki/Corvinella_melanoleuca,1050941,"BW,ZA",AT0709
corvusalbicollis,Corvus albicollis,White-necked raven,Passeriformes,Corvidae,Corvus,,,http://en.wikipedia.org/wiki/Corvus_albicollis,917344,"BW,ZA",AT0709
corvusalbus,Corvus albus,Pied crow,Passeriformes,Corvidae,Corvus,,,http://en.wikipedia.org/wiki/Corvus_albus,917338,"BW,NA,ZA","AT0709,AT1309"
corvuscapensis,Corvus capensis,Cape Crow,Passeriformes,Corvidae,Corvus,,,http://en.wikipedia.org/wiki/Corvus_capensis,917347,"BW,NA,ZA,ZW",AT1309
corythaixoidesconcolor,Corythaixoides concolor,Grey go-away-bird,Musophagiformes,Musophagidae,Corythaixoides,,,http://en.wikipedia.org/wiki/Corythaixoides_concolor,915623,"BW,ZA",AT0709
coturnixcoturnix,Coturnix coturnix,Common quail,Galliformes,Phasianidae,Coturnix,,,http://en.wikipedia.org/wiki/Coturnix_coturnix,914847,"BW,ZA",AT0709
creatophoracinerea,Creatophora cinerea,Wattled starling,Passeriformes,Sturnidae,Creatophora,,,http://en.wikipedia.org/wiki/Creatophora_cinerea,1052484,"BW,NA,ZA",AT1309
crematogastersp,Crematogaster sp.,Acrobat ant,Hymenoptera,Formicidae,Crematogaster,,,http://en.wikipedia.org/wiki/Crematogaster_sp,,"BW,NA,ZA",AT1309
crinumfoetidum,Crinum foetidum,Crinum sp.,Asparagales,Amaryllidaceae,Crinum,,,http://en.wikipedia.org/wiki/Crinum_foetidum,11380337,"BW,NA,ZA",AT1309
crocodylusniloticus,Crocodylus niloticus,Nile crocodile,Crocodylia,Crocodylidae,Crocodylus,,,http://en.wikipedia.org/wiki/Crocodylus_niloticus,795278,"BW,ZA",AT0709
crocutacrocuta,Crocuta crocuta,Spotted Hyena,Carnivora,Hyaenidae,Crocuta,,,http://en.wikipedia.org/wiki/Crocuta_crocuta,311569,"BW,NA,ZA","AT0709,AT1309"
crotalariadamarensis,Crotalaria damarensis,Crotalaria sp.,Fabales,Fabaceae,Crotalaria,,,http://en.wikipedia.org/wiki/Crotalaria_damarensis,689971,"BW,NA,ZA,ZW",AT1309
crotalarialotoides,Crotalaria lotoides,Crotalaria sp.,Fabales,Fabaceae,Crotalaria,,,http://en.wikipedia.org/wiki/Crotalaria_lotoides,689872,"BW,NA",AT0709
crotalariaorientalis,Crotalaria orientalis,Crotalaria sp.,Fabales,Fabaceae,Crotalaria,,,http://en.wikipedia.org/wiki/Crotalaria_orientalis,691057,"BW,NA,ZA",AT1309
crotalariaspartioides,Crotalaria spartioides,Crotalaria sp.,,"Fabaceae (Pod-bearing family, Pea family)",,,,http://en.wikipedia.org/wiki/Crotalaria_spartioides,,"BW,NA,ZA",AT1309
crotongratissimus,Croton gratissimus,Lavender croton,Malpighiales,Euphorbiaceae,Croton,,,http://en.wikipedia.org/wiki/Croton_gratissimus,1147149,"BW,NA",AT0709
cryptomysholosericeus,Cryptomys holosericeus,Cryptomys sp.,Rodentia,Bathyergidae,Cryptomys,,,http://en.wikipedia.org/wiki/Cryptomys_holosericeus,12138414,"BW,NA",AT0709
cryptomyshottentotus,Cryptomys hottentotus,Hottentot Mole-rat,Rodentia,Bathyergidae,Cryptomys,,,http://en.wikipedia.org/wiki/Cryptomys_hottentotus,326229,"BW,NA",AT0709
cuculusclamosus,Cuculus clamosus,Black cuckoo,Cuculiformes,Cuculidae,Cuculus,,,http://en.wikipedia.org/wiki/Cuculus_clamosus,1050139,"BW,NA,ZA",AT1309
cucumisafricanus,Cucumis africanus,African Wild Cucumber,Cucurbitales,Cucurbitaceae,Cucumis,,,http://en.wikipedia.org/wiki/Cucumis_africanus,5734700,"BW,NA,ZA",AT1309
cucumiskalahariensis,Cucumis kalahariensis,Wild cucumber,Cucurbitales,Cucurbitaceae,Cucumis,,,http://en.wikipedia.org/wiki/Cucumis_kalahariensis,5734786,"BW,NA,ZA",AT1309
cussoniapaniculata,Cussonia paniculata,Mountain cabbage tree,Apiales,Araliaceae,Cussonia,,,http://en.wikipedia.org/wiki/Cussonia_paniculata,1146326,"BW,ZA",AT0709
cymbopogonplurinodis,Cymbopogon plurinodis,Cymbopogon sp.,Poales,Poaceae,Cymbopogon,,,http://en.wikipedia.org/wiki/Cymbopogon_plurinodis,2884835,"BW,NA",AT0709
cynictispenicillata,Cynictis penicillata,Yellow mongoose,Carnivora,Herpestidae,Cynictis,,,http://en.wikipedia.org/wiki/Cynictis_penicillata,326843,"BW,NA,ZA",AT1309
cyperuslongus,Cyperus longus,Galingale,Poales,Cyperaceae,Cyperus,,,http://en.wikipedia.org/wiki/Cyperus_longus,1121449,"BW,ZA",AT0709
cyperusmargaritaceusvahl,Cyperus margaritaceus Vahl,Nut-gras,Poales,Cyperaceae,Cyperus,,,http://en.wikipedia.org/wiki/Cyperus_margaritaceus_Vahl,1121777,"BW,NA,ZA",AT1309
damaliscusdorcasphillpsi,Damaliscus dorcas phillpsi,"Blesbok, blesbuck",,Bovidae,,,,http://en.wikipedia.org/wiki/Damaliscus_dorcas_phillpsi,,ZA,
damaliscuslunatus,Damaliscus lunatus,Topi,Artiodactyla,Bovidae,Damaliscus,,,http://en.wikipedia.org/wiki/Damaliscus_lunatus,308534,"BW,ZA",AT0709
danauschrysippus,Danaus chrysippus,Plain Tiger,Lepidoptera,Nymphalidae,Danaus,,,http://en.wikipedia.org/wiki/Danaus_chrysippus,2865070,"BW,NA,ZA",AT1309
dermestessp,Dermestes sp.,Dermestes sp.,Coleoptera,Dermestidae,Dermestes,,,http://en.wikipedia.org/wiki/Dermestes_sp,,"BW,ZA",AT0709
desmodillusauricularis,Desmodillus auricularis,Cape short-eared gerbil,Rodentia,Muridae,Desmodillus,,,http://en.wikipedia.org/wiki/Desmodillus_auricularis,1179688,"BW,NA,ZA",AT1309
diamphidiasp,Diamphidia sp.,Bushman arrow-poison beetle,Coleoptera,Chrysomelidae,Diamphidia,,,http://en.wikipedia.org/wiki/Diamphidia_sp,,"BW,NA,ZA",AT1309
dicerocaryumzanguebarium,Dicerocaryum zanguebarium,Dicerocaryum sp.,,Pedaliaceae,,,,http://en.wikipedia.org/wiki/Dicerocaryum_zanguebarium,5658248,"BW,NA",AT0709
dicerosbicornis,Diceros bicornis,Black Rhinoceros,Perissodactyla,Rhinocerotidae,Diceros,,,http://en.wikipedia.org/wiki/Diceros_bicornis,311501,"NA,ZA,ZW",AT1309
dichrostachyscinerea,Dichrostachys cinerea,Sickle bush,Fabales,Fabaceae,Dichrostachys,,,http://en.wikipedia.org/wiki/Dichrostachys_cinerea,644917,"BW,NA,ZA",AT1309
dicomaanomala,Dicoma anomala,"Fever bush, stomach bush",Asterales,Asteraceae,Dicoma,,,http://en.wikipedia.org/wiki/Dicoma_anomala,6268567,"BW,NA",AT0709
dicomacapensis,Dicoma capensis,Dicoma sp.,Asterales,Asteraceae,Dicoma,,,http://en.wikipedia.org/wiki/Dicoma_capensis,6268579,"BW,NA,ZA",AT1309
dicrurusadsimilis,Dicrurus adsimilis,Fork-tailed Drongo,Passeriformes,Dicruridae,Dicrurus,,,http://en.wikipedia.org/wiki/Dicrurus_adsimilis,917065,"BW,MZ,NA,ZA,ZW",AT1309
digitariaerianthasteud,Digitaria eriantha Steud,Pangola Grass,Poales,Poaceae,Digitaria,,,http://en.wikipedia.org/wiki/Digitaria_eriantha_Steud,,"BW,NA,ZA",AT1309
dinothrombiumsp,Dinothrombium sp.,Velvet mite,,Trombidiidae,Mite,,,http://en.wikipedia.org/wiki/Dinothrombium_sp,,"BW,NA,ZA",AT1309
diospyroslycioides,Diospyros lycioides,red star apple,Ericales,Ebenaceae,Diospyros,,,http://en.wikipedia.org/wiki/Diospyros_lycioides,5238941,"BW,NA,ZA",AT1309
dipcadiglaucum,Dipcadi glaucum,Dipcadi sp.,Asparagales,Asparagaceae,Dipcadi,,,http://en.wikipedia.org/wiki/Dipcadi_glaucum,1087523,"BW,NA,ZA",AT1309
dipcadilongifolium,Dipcadi longifolium,Dipcadi sp.,Asparagales,Asparagaceae,Dipcadi,,,http://en.wikipedia.org/wiki/Dipcadi_longifolium,1087529,"BW,NA,ZA",AT1309
dipcadimarlothiiengl,Dipcadi marlothii Engl.,Dipcadi sp.,Asparagales,Asparagaceae,Dipcadi,,,http://en.wikipedia.org/wiki/Dipcadi_marlothii_Engl.,1087531,"BW,NA,ZA",AT1309
