id,name,description,order,family,genus,characteristics,notes,wikipedia_url,eol_id,countries__ids,ecoregions__ids
hyparrheniafilipendulapilosa,Hyparrhenia filipendula pilosa,Hyparrhenia sp.,Poales,Poaceae,Hyparrhenia,,,http://en.wikipedia.org/wiki/Hyparrhenia_filipendula_pilosa,,"BW,NA",AT0709
hypolimnasmisippus,Hypolimnas misippus,False Plain Tiger,Lepidoptera,Nymphalidae,Hypolimnas,,,http://en.wikipedia.org/wiki/Hypolimnas_misippus,163036,"BW,ZA",AT1309
hypoxisnitida,Hypoxis nitida,Hypoxis sp.,Asparagales,Hypoxidaceae,Hypoxis,,,http://en.wikipedia.org/wiki/Hypoxis_nitida,,"BW,NA",AT0709
hystrixafricaeaustralis,Hystrix africaeaustralis,Southern African Porcupine,Rodentia,Hystricidae,Hystrix,,,http://en.wikipedia.org/wiki/Hystrix_africaeaustralis,326520,"BW,NA,ZA","AT0709,AT1309"
ichneumiaalbicauda,Ichneumia albicauda,White-tailed mongoose,Carnivora,Herpestidae,Ichneumia,,,http://en.wikipedia.org/wiki/Ichneumia_albicauda,127969,"BW,ZA",AT0709
ictonyxstriatus,Ictonyx striatus,Zorilla,Carnivora,Mustelidae,Ictonyx,,,http://en.wikipedia.org/wiki/Ictonyx_striatus,328039,"BW,NA",AT1309
indigoferacharlieriana,Indigofera charlieriana,Indigofera sp.,Fabales,Fabaceae,Indigofera,,,http://en.wikipedia.org/wiki/Indigofera_charlieriana,661280,"BW,NA,ZA",AT1309
ipomoeabolusiana,Ipomoea bolusiana,sweet potato,Solanales,Convolvulaceae,Ipomoea,,,http://en.wikipedia.org/wiki/Ipomoea_bolusiana,36563207,"BW,NA,ZA",AT1309
juliformiasp,Juliformia sp.,Worm-like millipedes,,Order Spirobolida?,,,,http://en.wikipedia.org/wiki/Juliformia_sp.,,"BW,NA",AT1309
kalanchoelanceolata,Kalanchoe lanceolata,Kalanchoe sp.,,Crassulaceae,,,,http://en.wikipedia.org/wiki/Kalanchoe_lanceolata,5549068,"BW,NA",AT0709
kalanchoepaniculata,Kalanchoe paniculata,Kalanchoe sp.,,Crassulaceae,,,,http://en.wikipedia.org/wiki/Kalanchoe_paniculata,5549118,"BW,NA,ZA",AT1309
kalanchoerotundifolia,Kalanchoe rotundifolia,Kalanchoe sp.,,Crassulaceae,,,,http://en.wikipedia.org/wiki/Kalanchoe_rotundifolia,5549159,"BW,NA",AT0709
kedrostishirtella,Kedrostis hirtella,Kedrostis sp.,,Cucurbitaceae,,,,http://en.wikipedia.org/wiki/Kedrostis_hirtella,5737438,"BW,NA",AT0709
kinixysbelliana,Kinixys belliana,Bells hingeback tortoise,Testudines,Testudinidae,Kinixys,,,http://en.wikipedia.org/wiki/Kinixys_belliana,793051,"BW,ZA",AT0709
kobusellipsiprymnus,Kobus ellipsiprymnus,Waterbuck,Artiodactyla,Bovidae,Kobus,,,http://en.wikipedia.org/wiki/Kobus_ellipsiprymnus,328724,"BW,MZ,ZA,ZW",
kyllingaalata,Kyllinga alata,Kyllinga sp.,Poales,Cyperaceae,Kyllinga,,,http://en.wikipedia.org/wiki/Kyllinga_alata,17029611,"BW,NA,ZA",AT1309
kyllingaalba,Kyllinga alba,White sedge,Poales,Cyperaceae,Kyllinga,,,http://en.wikipedia.org/wiki/Kyllinga_alba,1117274,"BW,NA,ZA",AT1309
lamprotornisnitens,Lamprotornis nitens,Cape Starling,Passeriformes,Sturnidae,Lamprotornis,,,http://en.wikipedia.org/wiki/Lamprotornis_nitens,1052499,"BW,NA,ZA",AT1309
lampyridaesp,Lampyridae sp.,"Firefly, lightning bug",Coleoptera,Lampyridae,,,,http://en.wikipedia.org/wiki/Lampyridae_sp,,"BW,ZA",AT0709
laniariusatrococcineus,Laniarius atrococcineus,Crimson-breasted Shrike,Passeriformes,Malaconotidae,Laniarius,,,http://en.wikipedia.org/wiki/Laniarius_atrococcineus,1050952,"BW,NA,ZA",AT1309
laniuscollaris,Lanius collaris,Southern Fiscal,Passeriformes,Laniidae,Lanius,,,http://en.wikipedia.org/wiki/Lanius_collaris,1050916,"BW,ZA",AT0709
laniusminor,Lanius minor,Lesser grey shrike,Passeriformes,Laniidae,Lanius,,,http://en.wikipedia.org/wiki/Lanius_minor,1050928,"BW,NA,ZA",AT1309
lanneadiscolor,Lannea discolor,Tree grape,Sapindales,Anacardiaceae,Lannea,,,http://en.wikipedia.org/wiki/Lannea_discolor,6935354,"BW,NA",AT0709
lantanarugosa,Lantana rugosa,Small lantana,Lamiales,Verbenaceae,Lantana,,,http://en.wikipedia.org/wiki/Lantana_rugosa,5385472,"BW,NA",AT0709
lasiocampidae,Lasiocampidae,lappet moths,Lepidoptera,Lasiocampidae,Moth,,,http://en.wikipedia.org/wiki/Lasiocampidae,848,"BW,NA,ZA",AT1309
ledebouriamarginata,Ledebouria marginata,Ledebouria sp.,Asparagales,Asparagaceae,Ledebouria,,,http://en.wikipedia.org/wiki/Ledebouria_marginata,1003549,"BW,NA",AT0709
ledebouriasp,Ledebouria sp.,Ledebouria sp.,Asparagales,Hyacinthaceae,Ledebouria,,,http://en.wikipedia.org/wiki/Ledebouria_sp,,"BW,ZA",AT0709
leonotismicrophylla,Leonotis microphylla,Leonotis sp.,Lamiales,Lamiaceae,Leonotis,,,http://en.wikipedia.org/wiki/Leonotis_microphylla,,"BW,NA",AT0709
leptoptiloscrumeniferus,Leptoptilos crumeniferus,Marabou stork,Ciconiiformes,Ciconiidae,Leptoptilos,,,http://en.wikipedia.org/wiki/Leptoptilos_crumeniferus,1049153,"BW,ZA",AT0709
leptotyphlopssp,Leptotyphlops sp.,Slender blind snake,Squamata,Leptotyphlopidae,Leptotyphlops,,,http://en.wikipedia.org/wiki/Leptotyphlops_sp,,"BW,NA,ZA",AT1309
lepuscapensis,Lepus capensis,Cape hare,Lagomorpha,Leporidae,Lepus,,,http://en.wikipedia.org/wiki/Lepus_capensis,327967,"BW,ZA",AT0709
lepuseuropaeus,Lepus europaeus,European hare,Lagomorpha,Leporidae,Lepus,,,http://en.wikipedia.org/wiki/Lepus_europaeus,118009,"BW,ZA",AT0709
lepussaxatilis,Lepus saxatilis,Scrub hare,Lagomorpha,Leporidae,Lepus,,,http://en.wikipedia.org/wiki/Lepus_saxatilis,311984,"BW,NA,ZA",AT1309
leucasmartinicensis,Leucas martinicensis,whitewort,Lamiales,Lamiaceae,Leucas,,,http://en.wikipedia.org/wiki/Leucas_martinicensis,579214,"BW,NA,ZA",AT1309
lippiajavanica,Lippia javanica,Lemon bush,Lamiales,Verbenaceae,Lippia,,,http://en.wikipedia.org/wiki/Lippia_javanica,5388980,"BW,NA",AT0709
lippiascaberrima,Lippia scaberrima,Beukessboss,,Verbenaceae,,,,http://en.wikipedia.org/wiki/Lippia_scaberrima,5389151,"BW,NA",AT0709
locustamigratoriamigratorioides,Locusta migratoria migratorioides,African locust,Orthoptera,Acrididae,Locusta,,,http://en.wikipedia.org/wiki/Locusta_migratoria_migratorioides,1238398,"BW,ZA",AT0709
locustanapardalina,Locustana pardalina,brown locust,Orthoptera,Acrididae,Locustana,,,http://en.wikipedia.org/wiki/Locustana_pardalina,659564,"BW,NA",AT0709
lonchocarpusnelsii,Lonchocarpus nelsii,Kalahari appleleaf,Fabales,Fabaceae,Lonchocarpus,,,http://en.wikipedia.org/wiki/Lonchocarpus_nelsii,686451,"BW,NA,ZA",AT1309
loxodontaafricana,Loxodonta africana,African bush elephant,Proboscidea,Elephantidae,Loxodonta,,,http://en.wikipedia.org/wiki/Loxodonta_africana,289808,"BW,NA,ZA","AT0709,AT1309"
lycaonpictus,Lycaon pictus,Painted hunting dog,Carnivora,Canidae,Lycaon,,,http://en.wikipedia.org/wiki/Lycaon_pictus,328697,"BW,NA,ZA","AT0709,AT1309"
lycidaesp,Lycidae sp.,Net-winged beetle,Coleoptera,Lycidae,Beetle,,,http://en.wikipedia.org/wiki/Lycidae_sp,,"BW,ZA",AT0709
lyciumbosciifolium,Lycium bosciifolium,Limpopo honey-thorn,Solanales,Solanaceae,Lycium,,,http://en.wikipedia.org/wiki/Lycium_bosciifolium,5700974,NA,AT1309
lycosasp,Lycosa sp.,Wolf spider,Araneae,Lycosidae,Lycosa,,,http://en.wikipedia.org/wiki/Lycosa_sp,,"BW,NA,ZA",AT1309
mabouyapunctatissima,Mabouya punctatissima,Mabouya sp.,Squamata,Scincidae,Mabuya,,,http://en.wikipedia.org/wiki/Mabouya_punctatissima,,"BW,NA,ZA",AT1309
macronousgularis,Macronous gularis,Striated Tit Babbler,Passeriformes,Sylviidae,Macronous,,,http://en.wikipedia.org/wiki/Macronous_gularis,1052269,"BW,NA,ZA",AT1309
macroscelidesproboscideus,Macroscelides proboscideus,Short-eared Elephant Shrew,Macroscelidea,Macroscelididae,Macroscelides,,,http://en.wikipedia.org/wiki/Macroscelides_proboscideus,326395,"NA,ZA","AT1314,AT1315,AT1322"
macrotermessp,Macrotermes sp.,Macrotermes sp.,Isoptera,Termitidae,Macrotermes,,,http://en.wikipedia.org/wiki/Macrotermes_sp,,"BW,NA",AT1309
maeruaangolensis,Maerua angolensis,Bead-bean,Brassicales,Capparaceae,Maerua,,,http://en.wikipedia.org/wiki/Maerua_angolensis,5163284,"BW,NA",AT0709
manistemminckii,Manis temminckii,Ground pangolin,Pholidota,Manidae,Manis,,,http://en.wikipedia.org/wiki/Manis_temminckii,337648,"BW,NA,ZA",AT1309
mantodeasp,Mantodea sp.,Praying mantis,Mantodea,Mantodea (Order),,,,http://en.wikipedia.org/wiki/Mantodea_sp.,,NA,AT1309
mariscuschersinus,Mariscus chersinus,Monkey blub,Poales,Cyperaceae,Cyperus,,,http://en.wikipedia.org/wiki/Mariscus_chersinus,1122094,"BW,NA,ZA",AT1309
megachilesp,Megachile sp.,leafcutter bees,Hymenoptera,Megachilidae,Bee,,,http://en.wikipedia.org/wiki/Megachile_sp,104071,"BW,NA,ZA",AT1309
melhaniaacuminata,Melhania acuminata,Melhania sp.,,Sterculiaceae,,,,http://en.wikipedia.org/wiki/Melhania_acuminata,,"BW,NA,ZA",AT1309
melieraxcanorus,Melierax canorus,Pale chanting goshawk,Accipitriformes,Accipitridae,Melierax,,,http://en.wikipedia.org/wiki/Melierax_canorus,1047585,"BW,NA,ZA",AT1309
melieraxgabar,Melierax gabar,Gabar Goshawk,Accipitriformes,Accipitridae,Micronisus,,,http://en.wikipedia.org/wiki/Melierax_gabar,1047586,"BW,ZA",AT0709
melinisrepens,Melinis repens,Natal red-top,Poales,Poaceae,Melinis,,,http://en.wikipedia.org/wiki/Melinis_repens,1115846,"BW,ZA",AT0709
mellivoracapensis,Mellivora capensis,Ratel,Carnivora,Mustelidae,Mellivora,,,http://en.wikipedia.org/wiki/Mellivora_capensis,328035,"BW,NA,ZA","AT0709,AT1309"
meloidaesp,Meloidae sp.,"Blister beetles, oil beetles, CMR beetles",Coleoptera,Meloidae,,,,http://en.wikipedia.org/wiki/Meloidae_sp.,,"BW,NA,ZA",AT1309
melolonthinaesp,Melolonthinae sp.,May beetles,Coleoptera,Scarabaeidae,Beetle,,,http://en.wikipedia.org/wiki/Melolonthinae_sp,,"BW,NA,ZA",AT1309
meropshirundineus,Merops hirundineus,Swallow-tailed bee-eater,Coraciiformes,Meropidae,Merops,,,http://en.wikipedia.org/wiki/Merops_hirundineus,1050041,"BW,NA,ZA",AT1309
milvusaegyptius,Milvus aegyptius,Yellowbilled kite,Accipitriformes,Accipitridae,Milvus,,,http://en.wikipedia.org/wiki/Milvus_aegyptius,4378865,"BW,NA,ZA",AT1309
milvusmigrans,Milvus migrans,Black kite,Accipitriformes,Accipitridae,Milvus,,,http://en.wikipedia.org/wiki/Milvus_migrans,1049133,"BW,NA,ZA",AT1309
mimusopszeyheri,Mimusops zeyheri,red milkwood,Ericales,Sapotaceae,Mimusops,,,http://en.wikipedia.org/wiki/Mimusops_zeyheri,1154193,"BW,NA",AT0709
mirafrasabota,Mirafra sabota,Sabota lark,Passeriformes,Alaudidae,Mirafra,,,http://en.wikipedia.org/wiki/Mirafra_sabota,915974,"BW,NA",AT0709
momordicabalsamina,Momordica balsamina,balsam apple,Cucurbitales,Cucurbitaceae,Momordica,,,http://en.wikipedia.org/wiki/Momordica_balsamina,584305,"BW,NA,ZA",AT1309
monechmagenistifolium,Monechma genistifolium,Perdebos,,Acanthaceae (Acanthus family),,,,http://en.wikipedia.org/wiki/Monechma_genistifolium,,"BW,NA,ZA",AT1309
monechmaincanum,Monechma incanum,Monechma sp.,,Acanthaceae (Acanthus family),,,,http://en.wikipedia.org/wiki/Monechma_incanum,5633997,NA,AT1309
monopeltis,Monopeltis,Wedge-Snouted Worm Lizards,Squamata,Amphisbaenidae,,,,http://en.wikipedia.org/wiki/Monopeltis,35596,"BW,NA",AT0709
montagneasp,Montagnea sp.,Montagnea sp.,Agaricales,Agaricaceae,Montagnea,,,http://en.wikipedia.org/wiki/Montagnea_sp,,"BW,NA,ZA",AT1309
monticolarupestris,Monticola rupestris,Cape rock thrush,Passeriformes,Turdidae,Monticola,,,http://en.wikipedia.org/wiki/Monticola_rupestris,1052796,"BW,ZA",AT0709
motacillacapensis,Motacilla capensis,Cape Wagtail,Passeriformes,Motacillidae,Motacilla,,,http://en.wikipedia.org/wiki/Motacilla_capensis,1051313,"BW,ZA",AT0709
munduleasericea,Mundulea sericea,Cork bush,Fabales,Fabaceae,Mundulea,,,http://en.wikipedia.org/wiki/Mundulea_sericea,687024,"BW,NA",AT0709
mungosmungo,Mungos mungo,Banded mongoose,Carnivora,Herpestidae,Mungos,,,http://en.wikipedia.org/wiki/Mungos_mungo,311541,"BW,NA,ZA",AT1309
musindutus,Mus indutus,Desert pygmy mouse,Rodentia,Muridae,Mus,,,http://en.wikipedia.org/wiki/Mus_indutus,1179235,"BW,NA,ZA",AT1309
mylabrissp,Mylabris sp.,Blister beelte,Coleoptera,Meloidae,Mylabris,,,http://en.wikipedia.org/wiki/Mylabris_sp,,"BW,ZA",AT0709
myrmecocichlaformicivora,Myrmecocichla formicivora,Ant-eating Chat,Passeriformes,Muscicapidae,Myrmecocichla,,,http://en.wikipedia.org/wiki/Myrmecocichla_formicivora,1051590,"BW,ZA",AT0709
myrmeleonquinquemaculata,Myrmeleon quinquemaculata,Dragonfly,,Myrmeleontidae,,,,http://en.wikipedia.org/wiki/Myrmeleon_quinquemaculata,,"BW,NA",AT1309
najahaje,Naja haje,Egyptian cobra,Squamata,Elapidae,Naja,,,http://en.wikipedia.org/wiki/Naja_haje,458632,,
najanigricollis,Naja nigricollis,Black-necked Spitting Cobra,Squamata,Elapidae,Naja,,,http://en.wikipedia.org/wiki/Naja_nigricollis,791404,"BW,ZA",AT0709
najanivea,Naja nivea,Cape cobra,Squamata,Elapidae,Naja,,,http://en.wikipedia.org/wiki/Naja_nivea,791402,"BW,NA,ZA",AT1309
nectariniamariquensis,Nectarinia mariquensis,Marico Sunbird,Passeriformes,Nectariniidae,Nectarinia,,,http://en.wikipedia.org/wiki/Nectarinia_mariquensis,1051767,"BW,NA,ZA",AT1309
nectariniidaesp,Nectariniidae sp.,Sunbird,Passeriformes,Vigors,,,,http://en.wikipedia.org/wiki/Nectariniidae_sp,,"BW,ZA",AT0709
neorautaneniaamboensis,Neorautanenia amboensis,Neorautanenia sp.,Fabales,Fabaceae,Neorautanenia,,,http://en.wikipedia.org/wiki/Neorautanenia_amboensis,645083,"BW,NA,ZA",AT1309
nepidaesp,Nepidae sp.,Water scorpions,Hemiptera,Nepidae,Scorpion,,,http://en.wikipedia.org/wiki/Nepidae_sp,,"BW,ZA",AT0709
nidorellaresedifolia,Nidorella resedifolia,Nidorella sp.,Asterales,Asteraceae,Nidorella,,,http://en.wikipedia.org/wiki/Nidorella_resedifolia,5119736,"BW,NA",AT0709
nomadacrisseptemfasciata,Nomadacris septemfasciata,Red locust,Orthoptera,Acrididae,Nomadacris,,,http://en.wikipedia.org/wiki/Nomadacris_septemfasciata,856840,"BW,ZA",AT0709
nomiasp,Nomia sp.,Nomia sp.,,Halictidae,,,,http://en.wikipedia.org/wiki/Nomia_sp,,"BW,NA,ZA",AT0709
numidameleagris,Numida meleagris,Helmeted guineafowl,Galliformes,Numididae,Numida,,,http://en.wikipedia.org/wiki/Numida_meleagris,1049265,NA,AT1309
nycteristhebaica,Nycteris thebaica,Egyptian slit-faced bat,Chiroptera,Nycteridae,Nycteris,,,http://en.wikipedia.org/wiki/Nycteris_thebaica,1038760,"BW,NA,ZA",AT1309
ochnapulchra,Ochna pulchra,Peeling-bark ochna,Malpighiales,Ochnaceae,Ochna,,,http://en.wikipedia.org/wiki/Ochna_pulchra,5714446,"BW,NA,ZA",AT1309
oenacapensis,Oena capensis,Namaqua dove,Columbiformes,Columbidae,Oena,,,http://en.wikipedia.org/wiki/Oena_capensis,1049786,"BW,MZ,NA,ZA,ZW",AT1309
oleaeuropaeaafricana,Olea europaea africana,African olive,Lamiales,Oleaceae,Olea,,,http://en.wikipedia.org/wiki/Olea_europaea_africana,1278130,"BW,NA",AT0709
olenecamptussp,Olenecamptus sp.,Olenecamptus sp.,,Cerambycidae,,,,http://en.wikipedia.org/wiki/Olenecamptus_sp,,"BW,NA,ZA",AT1309
omorgussp,Omorgus sp.,Hide or skin beetle,Coleoptera,Trogidae,Omorgus,,,http://en.wikipedia.org/wiki/Omorgus_sp,,"BW,NA,ZA",AT1309
onychognathusmorio,Onychognathus morio,Red-winged starling,Passeriformes,Sturnidae,Onychognathus,,,http://en.wikipedia.org/wiki/Onychognathus_morio,1052517,"BW,ZA",AT0709
orbeopsisknobelii,Orbeopsis knobelii,Orbeopsis sp.,,Apocynaceae,,,,http://en.wikipedia.org/wiki/Orbeopsis_knobelii,,"BW,NA,ZA",AT1309
oreotragusoreotragus,Oreotragus oreotragus,Klipspringer,Artiodactyla,Bovidae,Oreotragus,,,http://en.wikipedia.org/wiki/Oreotragus_oreotragus,331065,"BW,ZA",AT0709
ornithogalumlongibracteatum,Ornithogalum longibracteatum,false seaonion,Asparagales,Asparagaceae,Albuca,,,http://en.wikipedia.org/wiki/Ornithogalum_longibracteatum,1014179,"BW,NA,ZA",AT1309
orycteropusafer,Orycteropus afer,Aardvark,Tubulidentata,Orycteropodidae,Orycteropus,,,http://en.wikipedia.org/wiki/Orycteropus_afer,327830,"BW,MZ,NA,ZA,ZW",AT1309
oryxgazella,Oryx gazella,Gemsbok,Artiodactyla,Bovidae,Oryx,,,http://en.wikipedia.org/wiki/Oryx_gazella,331079,"BW,NA,ZA,ZW",AT1309
osyrislanceolata,Osyris lanceolata,Transvaal sumach,Santalales,Santalaceae,Osyris,,,http://en.wikipedia.org/wiki/Osyris_lanceolata,5610491,"BW,ZA",AT0709
otocyonmegalotis,Otocyon megalotis,Bat-eared fox,Carnivora,Canidae,Otocyon,,,http://en.wikipedia.org/wiki/Otocyon_megalotis,37682085,,
otolemurcrassicaudatus,Otolemur crassicaudatus,Thick-tailed Bushbaby,Primates,Galagonidae,Otolemur,,,http://en.wikipedia.org/wiki/Otolemur_crassicaudatus,324410,"BW,ZA",AT0709
otopteraburchellii,Otoptera burchellii,Otoptera sp.,Fabales,Fabaceae,Otoptera,,,http://en.wikipedia.org/wiki/Otoptera_burchellii,645197,"BW,NA,ZA",AT1309
otusleucotis,Otus leucotis,White-faced scops owl,Strigiformes,Strigidae,Ptilopsis,,,http://en.wikipedia.org/wiki/Otus_leucotis,1024939,"BW,ZA",AT0709
oxaliscorniculata,Oxalis corniculata,creeping woodsorrel,Oxalidales,Oxalidaceae,Oxalis,,,http://en.wikipedia.org/wiki/Oxalis_corniculata,582447,"BW,ZA",AT0709
oxygonumalatum,Oxygonum alatum,Oxygonum sp.,,Polygonaceae,,,,http://en.wikipedia.org/wiki/Oxygonum_alatum,5498352,"BW,NA,ZA",AT1309
ozoroapaniculosa,Ozoroa paniculosa,"Common resin tree, bushveld ozoroa",Sapindales,Anacardiaceae,Ozoroa,,,http://en.wikipedia.org/wiki/Ozoroa_paniculosa,6935458,"BW,NA",AT0709
pachydactyluscapensis,Pachydactylus capensis,Cape Thick-toed Gecko,Squamata,Gekkonidae,Pachydactylus,,,http://en.wikipedia.org/wiki/Pachydactylus_capensis,1055699,"BW,NA",AT0709
pachydactylusturneri,Pachydactylus turneri,Turner's thick-toed gecko,Squamata,Gekkonidae,Chondrodactylus,,,http://en.wikipedia.org/wiki/Pachydactylus_turneri,790060,"BW,NA,ZA",AT1309
pancratiumtenuifolium,Pancratium tenuifolium,Pancratium sp.,Asparagales,Amaryllidaceae,Pancratium,,,http://en.wikipedia.org/wiki/Pancratium_tenuifolium,1081673,"BW,NA,ZA",AT1309
panicumkalaharense,Panicum kalaharense,Panicum sp.,Poales,Poaceae,Panicum,,,http://en.wikipedia.org/wiki/Panicum_kalaharense,5806138,"BW,NA,ZA",AT1309
panicummaximum,Panicum maximum,Guinea grass,Poales,Poaceae,Panicum,,,http://en.wikipedia.org/wiki/Panicum_maximum,1115687,"BW,NA,ZA",AT1309
pantheraleo,Panthera leo,Asian lion,Carnivora,Felidae,Panthera,,,http://en.wikipedia.org/wiki/Panthera_leo,328672,"BW,MZ,NA,ZA,ZW",AT1309
pantheraparduspardus,Panthera pardus pardus,African Leopard,Carnivora,Felidae,Panthera,,,http://en.wikipedia.org/wiki/Panthera_pardus_pardus,1270484,"BW,NA,ZA","AT0709,AT1309"
papioursinus,Papio ursinus,Chacma baboon,"Primates Linnaeus, 1758","Cercopithecidae Gray, 1821","Papio Erxleben, 1777",,,http://en.wikipedia.org/wiki/Papio_ursinus,2925218,"BW,NA,ZA","AT0709,AT1309"
pappeacapensis,Pappea capensis,Judgement tree,Apiales,Apiaceae,Pappea,,,http://en.wikipedia.org/wiki/Pappea_capensis,5051579,"BW,NA",AT0709
parabuthusgranulatus,Parabuthus granulatus,Parabuthus sp.,Scorpiones,Buthidae,Parabuthus,,,http://en.wikipedia.org/wiki/Parabuthus_granulatus,5012059,"BW,NA,ZA",AT1309
paraxeruscepapi,Paraxerus cepapi,Yellow-footed Squirrel,Rodentia,Sciuridae,Paraxerus,,,http://en.wikipedia.org/wiki/Paraxerus_cepapi,321419,"BW,ZA",AT0709
parinaricapensis,Parinari capensis,Sand apple,Malpighiales,Chrysobalanaceae,Parinari,,,http://en.wikipedia.org/wiki/Parinari_capensis,632316,"BW,NA",AT0709
passerdomesticus,Passer domesticus,House sparrow,Passeriformes,Passeridae,Passer,,,http://en.wikipedia.org/wiki/Passer_domesticus,922241,"BW,ZA",AT0709
passergriseus,Passer griseus,Northern Grey-headed Sparrow,Passeriformes,Passeridae,Passer,,,http://en.wikipedia.org/wiki/Passer_griseus,1052109,"BW,ZA",AT0709
passermelanurus,Passer melanurus,Cape Sparrow,Passeriformes,Passeridae,Passer,,,http://en.wikipedia.org/wiki/Passer_melanurus,1052114,"BW,ZA",AT0709
passermotitensis,Passer motitensis,Great Sparrow,Passeriformes,Passeridae,Passer,,,http://en.wikipedia.org/wiki/Passer_motitensis,1052116,"BW,ZA",AT0709
pedetescapensis,Pedetes capensis,Springhare,Rodentia,Pedetidae,Pedetes,,,http://en.wikipedia.org/wiki/Pedetes_capensis,289798,"BW,MZ,NA,ZA,ZW",AT1309
peleacapreolus,Pelea capreolus,Grey Rhebok,Artiodactyla,Bovidae,Pelea,,,http://en.wikipedia.org/wiki/Pelea_capreolus,331081,"BW,ZA",AT0709
pellaeacalomelanos,Pellaea calomelanos,Blue rock fern,Polypodiales,Sinopteridaceae,Pellaea,,,http://en.wikipedia.org/wiki/Pellaea_calomelanos,6120234,"BW,ZA",AT0709
pelomedusasubrufa,Pelomedusa subrufa,helmeted turtle,Testudines,Pelomedusidae,Pelomedusa,,,http://en.wikipedia.org/wiki/Pelomedusa_subrufa,791177,"BW,ZA",AT0709
peltophorumafricanum,Peltophorum africanum,African Wattle,Fabales,Fabaceae,Peltophorum,,,http://en.wikipedia.org/wiki/Peltophorum_africanum,638388,"BW,NA",AT0709
pennisetumglaucum,Pennisetum glaucum,Pearl millet,Poales,Poaceae,Pennisetum,,,http://en.wikipedia.org/wiki/Pennisetum_glaucum,1115854,"BW,NA",AT0709
pentatomidaesp,Pentatomidae sp.,"Stink bug, shield bug",Hemiptera,Pentatomidae,Bug,,,http://en.wikipedia.org/wiki/Pentatomidae_sp,,"BW,NA,ZA","AT0709,AT1309"
pentharrhinuminsipidum,Pentharrhinum insipidum,African heartvine,,Apocynaceae,Heartvine,,,http://en.wikipedia.org/wiki/Pentharrhinum_insipidum,,"BW,ZA",AT1309
pergulariadaemia,Pergularia daemia,Trellis-vine,Gentianales,Apocynaceae,Pergularia,,,http://en.wikipedia.org/wiki/Pergularia_daemia,483866,"BW,NA,ZA",AT1309
petroniasuperciliaris,Petronia superciliaris,Yellow-throated petronia,Passeriformes,Passeridae,Petronia,,,http://en.wikipedia.org/wiki/Petronia_superciliaris,919088,"BW,ZA",AT0709
phacochoerusaethiopicus,Phacochoerus aethiopicus,Desert Warthog,Artiodactyla,Suidae,Phacochoerus,,,http://en.wikipedia.org/wiki/Phacochoerus_aethiopicus,328331,"BW,MZ,NA,ZA,ZW",AT1309
philetairussocius,Philetairus socius,Sociable weaver,Passeriformes,Passeridae,Philetairus,,,http://en.wikipedia.org/wiki/Philetairus_socius,919094,"BW,NA,ZA",AT1309
phoeniculuscyanomelas,Phoeniculus cyanomelas,Common Scimitar-bill,Upupiformes,Phoeniculidae,Rhinopomastus,,,http://en.wikipedia.org/wiki/Phoeniculus_cyanomelas,1178474,"BW,MZ,NA,ZA,ZW",AT1309
phyllanthusmaderaspatensis,Phyllanthus maderaspatensis,Phyllanthus sp.,Malpighiales,Phyllanthaceae,Phyllanthus,,,http://en.wikipedia.org/wiki/Phyllanthus_maderaspatensis,1152842,"BW,NA",AT0709
phymateusviridipes,Phymateus viridipes,Phymateus sp.,Orthoptera,Pyrgomorphidae,Phymateus,,,http://en.wikipedia.org/wiki/Phymateus_viridipes,868135,"BW,ZA",AT0709
physalisangulata,Physalis angulata,lanceleaf groundcherry,Solanales,Solanaceae,Physalis,,,http://en.wikipedia.org/wiki/Physalis_angulata,581062,"BW,ZA",AT0709
plectropterusgambensis,Plectropterus gambensis,Spur-winged goose,Anseriformes,Anatidae,Plectropterus,,,http://en.wikipedia.org/wiki/Plectropterus_gambensis,1048538,"BW,ZA",AT0709
plocepassermahali,Plocepasser mahali,White-browed sparrow-weaver,Passeriformes,Passeridae,Plocepasser,,,http://en.wikipedia.org/wiki/Plocepasser_mahali,919104,"BW,NA,ZA,ZW",AT1309
ploceusvelatus,Ploceus velatus,Southern Masked Weaver,Passeriformes,Ploceidae,Ploceus,,,http://en.wikipedia.org/wiki/Ploceus_velatus,919811,"BW,NA,ZA","AT0709,AT1309"
poecilogalealbinucha,Poecilogale albinucha,African striped weasel,Carnivora,Mustelidae,Poecilogale,,,http://en.wikipedia.org/wiki/Poecilogale_albinucha,328042,"BW,ZA",AT0709
pollichiacampestris,Pollichia campestris,Waxberry,Caryophyllales,Caryophyllaceae,Pollichia,,,http://en.wikipedia.org/wiki/Pollichia_campestris,5361285,"BW,NA,ZA",AT1309
pompilidaesp,Pompilidae sp.,Spider wasp,Hymenoptera,Pompilidae,Wasp,,,http://en.wikipedia.org/wiki/Pompilidae_sp,,"BW,ZA",AT0709
potamonautessp,Potamonautes sp.,Potamonautes sp.,Decapoda,Potamonautidae,Potamonautes,,,http://en.wikipedia.org/wiki/Potamonautes_sp,,"BW,ZA",AT0709
pouzolziahypoleuca,Pouzolzia hypoleuca,Soap nettle,Rosales,Urticaceae,Pouzolzia,,,http://en.wikipedia.org/wiki/Pouzolzia_hypoleuca,,"BW,NA,ZW",AT0709
